Protein ID,Rate Constant
AIRS-MONOMER,3.401782393796355e-05
AKBLIG-MONOMER,1.6045073624072808e-05
ALARACEBIOSYN-MONOMER,3.347566794938401e-05
ALARACECAT-MONOMER,1.9438756535979173e-05
ALAS-MONOMER,1.745610911050532e-05
ALDDEHYDROGB-MONOMER,3.7765456061890884e-05
ALDHDEHYDROG-MONOMER,7.170982625283937e-05
ALDOSE1EPIM-MONOMER,1.6045073624072808e-05
ALKAPHOSPHA-MONOMER,1.6045073624072808e-05
ALPHA-AMYL-CYTO-MONOMER,1.6045073624072808e-05
ALPHA-AMYL-PERI-MONOMER,1.6045073624072808e-05
ALPHACOMP-MONOMER,3.858534739255986e-05
ALPHAGALACTOSID-MONOMER,4.533929752485252e-05
ALTRO-OXIDOREDUCT-MONOMER,4.199364961589393e-05
ALTRODEHYDRAT-MONOMER,4.941168951810274e-05
AMP-NUCLEOSID-MONOMER,1.8184248401278802e-05
AMYLOMALT-MONOMER,1.6045073624072808e-05
ANSA-MONOMER,1.6045073624072808e-05
ANSB-MONOMER,1.6045073624072808e-05
ANTHRANSYNCOMPI-MONOMER,3.374949754406199e-05
APHA-MONOMER,1.640973438825628e-05
APPA-MONOMER,1.6636597075651532e-05
ARABISOM-MONOMER,3.335966794493913e-05
ARAF-MONOMER,1.6045073624072808e-05
ARAG-MONOMER,4.909669787221598e-05
ARAH-MONOMER,4.7638981481783176e-05
ARCA-MONOMER,3.330196889401102e-05
ARCB-MONOMER,3.272649577714567e-05
ARGDECARBOXBIO-MONOMER,3.548050678541899e-05
ARGDECARBOXDEG-MONOMER,3.7435038915529555e-05
ARGS-MONOMER,3.2707964352583306e-05
ARGSUCCINLYA-MONOMER,3.44643586197268e-05
ARGSUCCINSYN-MONOMER,3.6535272009273946e-05
ARGSUCCTRAN-MONOMER,4.225476594488816e-05
ARGT-MONOMER,1.6627019299557312e-05
AROA-MONOMER,3.2332642063622784e-05
AROB-MONOMER,3.7302076232910626e-05
AROC-MONOMER,1.6045073624072808e-05
AROD-MONOMER,3.460890655881492e-05
AROE-MONOMER,3.5469613169580664e-05
AROF-MONOMER,8.589184393555704e-05
AROG-MONOMER,3.3149076066950994e-05
AROH-MONOMER,1.8708425926044408e-05
AROK-MONOMER,4.82760259478998e-05
AROL-MONOMER,3.6651183405242455e-05
ARTI-MONOMER,3.261562114436031e-05
ARTJ-MONOMER,2.0662588104690435e-05
ARTQ-MONOMER,1.619351417063698e-05
ASL-MONOMER,3.469205107907634e-05
ASNS-MONOMER,1.6670206362673045e-05
ASNSYNA-MONOMER,7.60029803245554e-05
ASNSYNB-MONOMER,3.871465485701214e-05
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER,3.4723333361383893e-05
ASPAMINOTRANS-MONOMER,3.466082511050831e-05
ASPARTASE-MONOMER,4.495117902463977e-05
ASPCARBCAT-MONOMER,3.299758071788752e-05
ASPCARBREG-MONOMER,3.707462454856361e-05
ASPKINIHOMOSERDEHYDROGI-MONOMER,1.6045073624072808e-05
ASPKINIIHOMOSERDEHYDROGII-MONOMER,3.937441380140567e-05
ASPKINIII-MONOMER,4.1199903742269696e-05
ASPS-MONOMER,1.6045073624072808e-05
ATOC-MONOMER,3.460890655881492e-05
ATPA-MONOMER,1.654368181201836e-05
ATPB-MONOMER,1.6045073624072808e-05
ATPC-MONOMER,1.716560625458012e-05
ATPD-MONOMER,1.6045073624072808e-05
ATPE-MONOMER,3.247807986880074e-05
ATPF-MONOMER,1.6045073624072808e-05
ATPG-MONOMER,1.6045073624072808e-05
ATPH-MONOMER,1.6045073624072808e-05
ATPPHOSRIBOSTRANS-MONOMER,3.896274202135724e-05
B0260-MONOMER,4.6638889823707796e-05
B0427-MONOMER,3.535022340676995e-05
B0899-MONOMER,3.326361361742707e-05
B2076-MONOMER,1.6045073624072808e-05
BADH-MONOMER,3.693239453111388e-05
BAER-MONOMER,3.477559605458285e-05
BAES-MONOMER,1.709195592444507e-05
BARA-MONOMER,3.217057368235149e-05
BASR-MONOMER,3.6123993149882496e-05
BASS-MONOMER,3.213477888548657e-05
BCCP-MONOMER,3.491221822101064e-05
BETA-GLUCURONID-MONOMER,3.5242382578805433e-05
BETACOMP-MONOMER,4.624680948491762e-05
BETAGALACTOSID-MONOMER,3.5666727413808035e-05
BIOTIN-CARBOXYL-MONOMER,1.707174968129514e-05
BIOTIN-SYN-MONOMER,0.00023967744832639878
BIOTINLIG-MONOMER,4.060616171997336e-05
BRANCHED-CHAINAMINOTRANSFER-MONOMER,3.417885505719651e-05
BTUE-MONOMER,3.9068153565547586e-05
CARBOXYL-TRANSFERASE-ALPHA-MONOMER,1.6045073624072808e-05
CARBOXYL-TRANSFERASE-BETA-MONOMER,1.7211640359553667e-05
CARBPSYN-LARGE,3.350479411059287e-05
CARDIOLIPSYN-MONOMER,1.6045073624072808e-05
CARNRACE-MONOMER,3.8831774821285455e-05
CCME-MONOMER,2.1585300839559828e-05
CDPDIGLYPYPHOSPHA-MONOMER,1.6045073624072808e-05
CELA-MONOMER,5.289584711232794e-05
CFA-MONOMER,0.0004067765144131135
CHAINI-MONOMER,4.08791684689753e-05
CHEB-MONOMER,5.995045671682627e-05
CHEW-MONOMER,0.00011054978956298967
CHEY-MONOMER,4.721067841983008e-05
CHORISMUTPREPHENDEHYDRAT-MONOMER,3.5821559718860224e-05
CHORISMUTPREPHENDEHYDROG-MONOMER,4.223931630468893e-05
CHORPYRLY-MONOMER,4.5091541800673003e-05
CITSYN-MONOMER,3.6756134296316965e-05
CMPKI-MONOMER,3.536104379960949e-05
COBALADENOSYLTRANS-MONOMER,3.811432863521089e-05
COBS-MONOMER,1.6045073624072808e-05
COPROGENOXI-MONOMER,3.6744443413907194e-05
CORA-MONOMER,1.6349353254079284e-05
CPDB-MONOMER,1.6045073624072808e-05
CPM-KDOSYNTH-MONOMER,1.784162626923926e-05
CPXA-MONOMER,3.250549524291621e-05
CPXR-MONOMER,3.540439169271352e-05
CREB-MONOMER,3.9603884159521496e-05
CREC-MONOMER,1.93443620383999e-05
CRR-MONOMER,3.609013748619938e-05
CTPSYN-MONOMER,1.6045073624072808e-05
CYCA-MONOMER,2.3035798622796453e-05
CYCLASE-MONOMER,3.4838519328505486e-05
CYDA-MONOMER,1.6045073624072808e-05
CYDC-MONOMER,1.6045073624072808e-05
CYDD-MONOMER,1.6045073624072808e-05
CYOA-MONOMER,1.6045073624072808e-05
CYOB-MONOMER,1.6045073624072808e-05
CYSA-MONOMER,5.373233957829033e-05
CYSD-MONOMER,0.0001221189535870235
CYSN-MONOMER,0.00012173290842289169
CYSP-MONOMER,1.922205159622699e-05
CYSS-MONOMER,3.5611754036166536e-05
CYSTATHIONINE-BETA-LYASE-MONOMER,4.046393348277556e-05
CYTDEAM-MONOMER,1.6045073624072808e-05
CYTIDEAM-MONOMER,1.7963696173740353e-05
DALADALALIGA-MONOMER,1.8410283680211027e-05
DALADALALIGB-MONOMER,1.6045073624072808e-05
DALADEHYDROGA-MONOMER,0.00019126577830020565
DAPASYN-MONOMER,3.2377951259339743e-05
DCTA-MONOMER,3.443354101142301e-05
DCTP-DEAM-MONOMER,4.001542434822453e-05
DCUS-MONOMER,3.272649577714567e-05
DCYSDESULF-MONOMER,1.6045073624072808e-05
DEOA-MONOMER,1.6045073624072808e-05
DEOD-MONOMER,1.6045073624072808e-05
DEOXYGLUCONOKIN-MONOMER,3.232359543741584e-05
DEOXYRIBOSE-P-ALD-MONOMER,1.6045073624072808e-05
DGTPTRIPHYDRO-MONOMER,1.655079227698055e-05
DHHB-METHYLTRANSFER-MONOMER,3.8831774821285455e-05
DIACYLGLYKIN-MONOMER,1.6045073624072808e-05
DIAMINOPIMDECARB-MONOMER,4.0421459094935e-05
DIAMINOPIMEPIM-MONOMER,3.250549524291621e-05
DIENOYLCOAREDUCT-MONOMER,3.898904154347763e-05
DIHYDRODIPICSYN-MONOMER,3.523163467316994e-05
DIHYDROFOLATEREDUCT-MONOMER,1.665098444700551e-05
DIHYDROOROT-MONOMER,3.412836930378854e-05
DIHYDROOROTOX-MONOMER,1.6045073624072808e-05
DIHYDROPICRED-MONOMER,1.6069624439188235e-05
DIHYDROPTERIREDUCT-MONOMER,5.693668314111592e-05
DIHYDROXYACIDDEHYDRAT-MONOMER,3.628282980317972e-05
DIOHBUTANONEPSYN-MONOMER,0.00016045073624072808
DISULFOXRED-MONOMER,3.620323725895462e-05
DLACTDEHYDROGFAD-MONOMER,4.4986187731045254e-05
DLACTDEHYDROGNAD-MONOMER,3.225140426949308e-05
DMBPPRIBOSYLTRANS-MONOMER,4.158550399327725e-05
DPPA-MONOMER,1.6045073624072808e-05
DPPB-MONOMER,1.6045073624072808e-05
DPPD-MONOMER,1.607633316077431e-05
DPPF-MONOMER,1.6593583753709307e-05
DSBC-MONOMER,3.3788982185821656e-05
DSBD-MONOMER,1.6045073624072808e-05
DSBG-MONOMER,1.709195592444507e-05
DSERDEAM-MONOMER,1.9247672458068014e-05
DTDPGLUCDEHYDRAT2-MONOMER,1.64564857682798e-05
DTDPGLUCOSEPP2-MONOMER,1.801692609066192e-05
DTMPKI-MONOMER,3.766694818823744e-05
DUTP-PYROP-MONOMER,1.6045073624072808e-05
DXPREDISOM-MONOMER,3.615791239227675e-05
DXS-MONOMER,1.7952529929032513e-05
E1O-MONOMER,3.750796431601436e-05
E1P-MONOMER,1.6045073624072808e-05
E2O-MONOMER,3.3769228323099734e-05
E2P-MONOMER,3.3321179721178025e-05
E3-MONOMER,1.6045073624072808e-05
EG10011-MONOMER,5.400866297023105e-05
EG10015-MONOMER,3.385830307541742e-05
EG10018-MONOMER,1.6045073624072808e-05
EG10021-MONOMER,3.745931585386648e-05
EG10040-MONOMER,3.230551736390498e-05
EG10041-MONOMER,4.68279408566373e-05
EG10042-MONOMER,1.6045073624072808e-05
EG10043-MONOMER,3.381865635050475e-05
EG10044-MONOMER,1.8445558054179182e-05
EG10048-MONOMER,4.080696930177471e-05
EG10087-MONOMER,3.92273446836415e-05
EG10108-MONOMER,3.5910640377160154e-05
EG10113-MONOMER,1.695897388334178e-05
EG10122-MONOMER,1.6045073624072808e-05
EG10124-MONOMER,4.2162237260337306e-05
EG10126-MONOMER,1.6045073624072808e-05
EG10136-MONOMER,3.8051558001753695e-05
EG10144-MONOMER,1.9347601757381378e-05
EG10153-MONOMER,3.8792656176401684e-05
EG10154-MONOMER,1.697641882341282e-05
EG10155-MONOMER,1.6045073624072808e-05
EG10156-MONOMER,0.0002406761043610921
EG10158-MONOMER,1.7196268248485297e-05
EG10159-MONOMER,0.00013098019284957395
EG10167-MONOMER,3.6022616181267294e-05
EG10168-MONOMER,1.6045073624072808e-05
EG10201-MONOMER,1.6049531827358185e-05
EG10202-MONOMER,1.6045073624072808e-05
EG10203-MONOMER,1.6045073624072808e-05
EG10204-MONOMER,3.408808795908062e-05
EG10211-MONOMER,5.793607326646149e-05
EG10212-MONOMER,3.394784898422692e-05
EG10215-MONOMER,0.00013736567193023093
EG10216-MONOMER,3.830388928823747e-05
EG10218-MONOMER,5.572818624858862e-05
EG10226-MONOMER,3.668610037895339e-05
EG10230-MONOMER,5.885100870775558e-05
EG10236-MONOMER,3.468163617331859e-05
EG10237-MONOMER,4.1229311239587516e-05
EG10238-MONOMER,3.994624138773313e-05
EG10239-MONOMER,4.597076406419587e-05
EG10240-MONOMER,3.87536162674687e-05
EG10241-MONOMER,3.292235112377436e-05
EG10242-MONOMER,3.2188501001204855e-05
EG10243-MONOMER,0.00022741049230969336
EG10252-MONOMER,1.6045073624072808e-05
EG10270-MONOMER,4.6135994446215734e-05
EG10272-MONOMER,0.00014350873303518535
EG10280-MONOMER,1.759167505608713e-05
EG10284-MONOMER,5.530135475984883e-05
EG10293-MONOMER,1.6045073624072808e-05
EG10300-MONOMER,3.9307427728249136e-05
EG10302-MONOMER,1.6045073624072808e-05
EG10306-MONOMER,1.6045073624072808e-05
EG10307-MONOMER,1.8969545171317606e-05
EG10321-MONOMER,0.00026866169789145167
EG10322-MONOMER,0.00011226873672820622
EG10329-MONOMER,1.6045073624072808e-05
EG10335-MONOMER,3.982231302768845e-05
EG10339-MONOMER,3.355345050633872e-05
EG10341-MONOMER,0.00011002336199364212
EG10343-MONOMER,3.457783001895367e-05
EG10346-MONOMER,3.299758071788752e-05
EG10347-MONOMER,0.00015423835793501231
EG10355-MONOMER,1.6045073624072808e-05
EG10360-MONOMER,1.7805877018083268e-05
EG10370-MONOMER,4.109730704138179e-05
EG10374-MONOMER,1.6045073624072808e-05
EG10375-MONOMER,0.0001360712957518542
EG10376-MONOMER,1.8331407504494478e-05
EG10381-MONOMER,3.51887085267512e-05
EG10415-MONOMER,4.297787577876645e-05
EG10416-MONOMER,3.548050678541899e-05
EG10423-MONOMER,3.8291193269249e-05
EG10424-MONOMER,3.274504821239349e-05
EG10426-MONOMER,3.8076641428254525e-05
EG10434-MONOMER,1.6045073624072808e-05
EG10435-MONOMER,1.6468215266332746e-05
EG10436-MONOMER,1.6045073624072808e-05
EG10437-MONOMER,4.63953936117768e-05
EG10438-MONOMER,1.6045073624072808e-05
EG10443-MONOMER,3.409814937819487e-05
EG10454-MONOMER,1.6353982176291653e-05
EG10455-MONOMER,1.8781422548093678e-05
EG10456-MONOMER,5.313915827659807e-05
EG10458-MONOMER,3.6662815008988956e-05
EG10459-MONOMER,4.0922610730897704e-05
EG10460-MONOMER,1.7691352234812285e-05
EG10461-MONOMER,3.3446592383707074e-05
EG10462-MONOMER,3.987729723621823e-05
EG10463-MONOMER,3.272649577714567e-05
EG10466-MONOMER,3.469205107907634e-05
EG10467-MONOMER,3.775311440958308e-05
EG10484-MONOMER,4.597076406419587e-05
EG10486-MONOMER,4.8806307601742383e-05
EG10487-MONOMER,2.105806235751444e-05
EG10490-MONOMER,1.655790885671839e-05
EG10504-MONOMER,3.6067602277029104e-05
EG10506-MONOMER,3.466082511050831e-05
EG10523-MONOMER,1.6045073624072808e-05
EG10528-MONOMER,1.6045073624072808e-05
EG10529-MONOMER,3.507119917830122e-05
EG10530-MONOMER,1.6045073624072808e-05
EG10534-MONOMER,3.389804286775945e-05
EG10542-MONOMER,3.239611051411223e-05
EG10544-MONOMER,3.9107830092526824e-05
EG10559-MONOMER,3.901537659349011e-05
EG10564-MONOMER,3.659313591806278e-05
EG10570-MONOMER,3.4891129596292426e-05
EG10572-MONOMER,3.802650760148921e-05
EG10595-MONOMER,3.519943025390744e-05
EG10596-MONOMER,3.364138907784631e-05
EG10597-MONOMER,3.4723333361383893e-05
EG10598-MONOMER,4.190225973642518e-05
EG10599-MONOMER,1.6045073624072808e-05
EG10600-MONOMER,1.813856650860798e-05
EG10603-MONOMER,3.5081849405807536e-05
EG10606-MONOMER,1.630550883462586e-05
EG10607-MONOMER,1.6045073624072808e-05
EG10608-MONOMER,1.6045073624072808e-05
EG10609-MONOMER,3.455714331239133e-05
EG10611-MONOMER,3.686168796851443e-05
EG10612-MONOMER,3.946857878145686e-05
EG10613-MONOMER,3.419909120583902e-05
EG10618-MONOMER,3.733824502046678e-05
EG10624-MONOMER,3.7302076232910626e-05
EG10625-MONOMER,3.877963413673187e-05
EG10626-MONOMER,3.816469444774503e-05
EG10651-MONOMER,0.00010776541986317557
EG10657-MONOMER,3.5039287259121696e-05
EG10658-MONOMER,3.234169375512996e-05
EG10662-MONOMER,3.45261596214358e-05
EG10665-MONOMER,1.825032070984585e-05
EG10666-MONOMER,3.68970073757024e-05
EG10667-MONOMER,3.415864284249681e-05
EG10669-MONOMER,1.6045073624072808e-05
EG10670-MONOMER,1.6574538033475497e-05
EG10671-MONOMER,1.730704570686505e-05
EG10673-MONOMER,1.6740259396221448e-05
EG10680-MONOMER,1.6045073624072808e-05
EG10684-MONOMER,3.436184714257115e-05
EG10686-MONOMER,5.1412785978337436e-05
EG10687-MONOMER,4.029456926868651e-05
EG10689-MONOMER,3.987729723621823e-05
EG10690-MONOMER,4.409333209668863e-05
EG10694-MONOMER,1.6449456086191686e-05
EG10695-MONOMER,3.431081974853704e-05
EG10696-MONOMER,3.468163617331859e-05
EG10697-MONOMER,1.6045073624072808e-05
EG10698-MONOMER,3.364138907784631e-05
EG10735-MONOMER,3.824049324505932e-05
EG10739-MONOMER,1.7066705583295054e-05
EG10746-MONOMER,3.245071070037197e-05
EG10747-MONOMER,3.925400275002522e-05
EG10748-MONOMER,3.3769228323099734e-05
EG10757-MONOMER,3.866282800981399e-05
EG10758-MONOMER,1.9409363254926783e-05
EG10760-MONOMER,3.400780985967743e-05
EG10761-MONOMER,1.988716303896096e-05
EG10762-MONOMER,3.858534739255986e-05
EG10763-MONOMER,3.2931736058530275e-05
EG10765-MONOMER,5.224990053972149e-05
EG10776-MONOMER,3.7679233559466475e-05
EG10777-MONOMER,1.6045073624072808e-05
EG10778-MONOMER,5.0557781222461366e-05
EG10785-MONOMER,1.8290774238968367e-05
EG10786-MONOMER,3.257882969354884e-05
EG10812-MONOMER,3.998772242759579e-05
EG10817-MONOMER,1.808744795574201e-05
EG10823-MONOMER,3.996005883546323e-05
EG10824-MONOMER,1.6045073624072808e-05
EG10825-MONOMER,1.6045073624072808e-05
EG10826-MONOMER,4.380907474149573e-05
EG10827-MONOMER,4.587947978289286e-05
EG10828-MONOMER,3.80014901622777e-05
EG10829-MONOMER,1.825897425214544e-05
EG10830-MONOMER,5.255893088868253e-05
EG10837-MONOMER,3.940127220099734e-05
EG10838-MONOMER,1.7059145022640907e-05
EG10839-MONOMER,3.6756134296316965e-05
EG10841-MONOMER,0.00013736567193023093
EG10844-MONOMER,3.358271223643146e-05
EG10845-MONOMER,3.2542121153049074e-05
EG10851-MONOMER,3.8380242555921666e-05
EG10852-MONOMER,3.6328468582806354e-05
EG10853-MONOMER,3.326361361742707e-05
EG10854-MONOMER,1.6045073624072808e-05
EG10855-MONOMER,1.6045073624072808e-05
EG10856-MONOMER,1.6045073624072808e-05
EG10857-MONOMER,3.477559605458285e-05
EG10858-MONOMER,3.67795383932901e-05
EG10859-MONOMER,3.385830307541742e-05
EG10864-MONOMER,3.2588019772446884e-05
EG10865-MONOMER,1.677672525316936e-05
EG10866-MONOMER,3.266172747902862e-05
EG10867-MONOMER,1.6416730153946883e-05
EG10868-MONOMER,1.8815070047772675e-05
EG10869-MONOMER,1.7613131589163627e-05
EG10870-MONOMER,3.6305634850196175e-05
EG10871-MONOMER,1.6045073624072808e-05
EG10872-MONOMER,3.225140426949308e-05
EG10873-MONOMER,1.6045073624072808e-05
EG10874-MONOMER,1.6291712042493896e-05
EG10875-MONOMER,3.401782393796355e-05
EG10876-MONOMER,3.7038964441591605e-05
EG10877-MONOMER,1.6045073624072808e-05
EG10878-MONOMER,1.6045073624072808e-05
EG10879-MONOMER,3.430063245051194e-05
EG10880-MONOMER,3.6697754159251654e-05
EG10881-MONOMER,3.528543985746006e-05
EG10882-MONOMER,1.808744795574201e-05
EG10883-MONOMER,3.65006414196917e-05
EG10884-MONOMER,3.9320806702969436e-05
EG10885-MONOMER,3.418897013711874e-05
EG10886-MONOMER,3.522089332113543e-05
EG10888-MONOMER,3.362180736127014e-05
EG10893-MONOMER,1.84485036878512e-05
EG10899-MONOMER,5.299290371253404e-05
EG10900-MONOMER,1.902891287980962e-05
EG10901-MONOMER,3.2634048048961646e-05
EG10902-MONOMER,1.634010326638249e-05
EG10903-MONOMER,1.8614974233535968e-05
EG10904-MONOMER,3.495447204034015e-05
EG10905-MONOMER,1.6370204065937963e-05
EG10906-MONOMER,1.624817582184588e-05
EG10907-MONOMER,1.7789425638023442e-05
EG10908-MONOMER,1.6045073624072808e-05
EG10909-MONOMER,1.8030986435667895e-05
EG10910-MONOMER,1.6045073624072808e-05
EG10911-MONOMER,1.6840310509230932e-05
EG10912-MONOMER,3.538270446962457e-05
EG10913-MONOMER,2.2323580694362166e-05
EG10914-MONOMER,1.6045073624072808e-05
EG10915-MONOMER,2.180942610785807e-05
EG10916-MONOMER,1.6045073624072808e-05
EG10917-MONOMER,1.9781597618719898e-05
EG10918-MONOMER,3.468163617331859e-05
EG10919-MONOMER,1.967714700959363e-05
EG10921-MONOMER,3.321579358634969e-05
EG10923-MONOMER,3.818992730357825e-05
EG10924-MONOMER,5.449270287420953e-05
EG10925-MONOMER,4.439835899051661e-05
EG10926-MONOMER,3.280083194018291e-05
EG10927-MONOMER,3.695602370227902e-05
EG10941-MONOMER,1.6386458169265845e-05
EG10942-MONOMER,3.4598541507434626e-05
EG10943-MONOMER,3.8897148179570445e-05
EG10949-MONOMER,1.715286267161458e-05
EG10950-MONOMER,1.605176185818038e-05
EG10951-MONOMER,1.6045073624072808e-05
EG10955-MONOMER,5.475096212953754e-05
EG10956-MONOMER,1.6963954492411782e-05
EG10967-MONOMER,3.3788982185821656e-05
EG10968-MONOMER,3.600016518956816e-05
EG10973-MONOMER,3.6067602277029104e-05
EG10975-MONOMER,3.52101585167096e-05
EG10976-MONOMER,3.693239453111388e-05
EG10977-MONOMER,3.262483199472584e-05
EG10978-MONOMER,3.268020653276498e-05
EG10983-MONOMER,1.6045073624072808e-05
EG10985-MONOMER,1.6440092513636575e-05
EG10996-MONOMER,1.76050792583548e-05
EG10997-MONOMER,3.52746656773509e-05
EG11003-MONOMER,3.355345050633872e-05
EG11004-MONOMER,3.7679233559466475e-05
EG11007-MONOMER,1.6629412709561567e-05
EG11008-MONOMER,1.7008911968981774e-05
EG11009-MONOMER,1.6045073624072808e-05
EG11010-MONOMER,1.612570213474654e-05
EG11011-MONOMER,3.386822928564181e-05
EG11012-MONOMER,5.345882928890524e-05
EG11013-MONOMER,3.231455387225852e-05
EG11014-MONOMER,6.161308271643958e-05
EG11022-MONOMER,1.6045073624072808e-05
EG11023-MONOMER,3.276362169407947e-05
EG11033-MONOMER,3.297874110571631e-05
EG11035-MONOMER,1.6045073624072808e-05
EG11038-MONOMER,3.473377332932177e-05
EG11058-MONOMER,3.725396004299394e-05
EG11059-MONOMER,3.430063245051194e-05
EG11061-MONOMER,1.6045073624072808e-05
EG11062-MONOMER,4.789574216141137e-05
EG11063-MONOMER,3.7777805785913736e-05
EG11064-MONOMER,4.079256006120206e-05
EG11071-MONOMER,6.340534033662141e-05
EG11072-MONOMER,1.6904379586380482e-05
EG11073-MONOMER,3.2838126803105233e-05
EG11081-MONOMER,5.173512319450256e-05
EG11082-MONOMER,3.423963547519983e-05
EG11083-MONOMER,1.6045073624072808e-05
EG11084-MONOMER,1.6045073624072808e-05
EG11085-MONOMER,3.364138907784631e-05
EG11088-MONOMER,2.0288818070481948e-05
EG11091-MONOMER,5.1184993395358537e-05
EG11094-MONOMER,3.563372303927336e-05
EG11096-MONOMER,1.6784037497214037e-05
EG11100-MONOMER,4.3348791779858995e-05
EG11101-MONOMER,3.600016518956816e-05
EG11110-MONOMER,3.217057368235149e-05
EG11117-MONOMER,3.5832670624480215e-05
EG11118-MONOMER,3.331157153786742e-05
EG11119-MONOMER,4.292996287377339e-05
EG11121-MONOMER,3.364138907784631e-05
EG11124-MONOMER,1.6045073624072808e-05
EG11125-MONOMER,3.686168796851443e-05
EG11126-MONOMER,3.8177306706319966e-05
EG11128-MONOMER,4.68279408566373e-05
EG11131-MONOMER,4.5268232795189736e-05
EG11132-MONOMER,3.412836930378854e-05
EG11134-MONOMER,3.5081849405807536e-05
EG11137-MONOMER,4.7975303194902074e-05
EG11139-MONOMER,3.6944205338447144e-05
EG11140-MONOMER,6.337055956847187e-05
EG11147-MONOMER,1.967714700959363e-05
EG11149-MONOMER,3.514588685528574e-05
EG11153-MONOMER,4.0763772086564654e-05
EG11157-MONOMER,4.3512064065282186e-05
EG11160-MONOMER,1.6045073624072808e-05
EG11164-MONOMER,5.182796325407098e-05
EG11165-MONOMER,3.331157153786742e-05
EG11171-MONOMER,4.0778160993054786e-05
EG11177-MONOMER,3.7003372867816854e-05
EG11178-MONOMER,3.581045570158841e-05
EG11179-MONOMER,3.311107196713219e-05
EG11180-MONOMER,1.6045073624072808e-05
EG11182-MONOMER,1.778668669643175e-05
EG11183-MONOMER,3.493333235359063e-05
EG11187-MONOMER,4.9390564383635834e-05
EG11188-MONOMER,3.4702472241911755e-05
EG11191-MONOMER,3.5039287259121696e-05
EG11192-MONOMER,3.386822928564181e-05
EG11195-MONOMER,3.370027132243997e-05
EG11199-MONOMER,4.127350128378858e-05
EG11201-MONOMER,0.0001378574344789072
EG11202-MONOMER,3.348537104154325e-05
EG11212-MONOMER,2.1609526766428023e-05
EG11217-MONOMER,1.6045073624072808e-05
EG11238-MONOMER,1.6045073624072808e-05
EG11239-MONOMER,5.5248460111584985e-05
EG11241-MONOMER,1.868119826864881e-05
EG11244-MONOMER,1.6045073624072808e-05
EG11246-MONOMER,3.438230062301316e-05
EG11247-MONOMER,3.758117439600658e-05
EG11249-MONOMER,1.6045073624072808e-05
EG11252-MONOMER,3.294112634540183e-05
EG11254-MONOMER,3.8831774821285455e-05
EG11256-MONOMER,3.877963413673187e-05
EG11259-MONOMER,1.6045073624072808e-05
EG11261-MONOMER,4.011268406018202e-05
