,gene_name,cistron_name,monomer_name,max_mRNA_count_basal,max_protein_count_basal,prob_monomer_expressed_basal,expression_status_basal,log2_max_mRNA_basal,log2_max_Protein_basal,log2_max_mRNA_1_basal,log2_max_Protein_1_basal,mean_mRNA_count_basal,mean_protein_count_basal,log2_mean_mRNA_1_basal,log2_mean_Protein_1_basal,mean_mRNA_count_min_aa,mean_protein_count_min_aa,prob_monomer_expressed_min_aa,expression_status_min_aa,mean_mRNA_count_acetate,mean_protein_count_acetate,prob_monomer_expressed_acetate,expression_status_acetate
10,EG11370,EG11370_RNA,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER[i],3,197,0.9996685449121644,subgen,1.584962500721156,7.622051819456376,2.0,7.6293566200796095,0.1075480428753213,41.4176979202817,0.1473692809154395,5.40659442039715,0.0581195076341134,21.153308447150465,0.9512820512820512,subgen,0.006780068633164,5.710445745576306,1.0,always_expressed
11,EG10699,EG10699_RNA,6PFK-1-MONOMER[c],13,6458,1.0,always_expressed,3.700439718141092,12.65687172561398,3.807354922057604,12.65709510488839,2.63591739249428,2802.270466363639,1.8623194220862886,11.452895230479943,3.704469715579044,3227.371580338874,1.0,always_expressed,0.1324749562949191,358.54919480903885,1.0,always_expressed
12,EG10700,EG10700_RNA,6PFK-2-MONOMER[c],3,1370,0.9923765329797812,subgen,1.584962500721156,10.419960177847889,2.0,10.421012855779226,0.1257163050930667,170.06574770824693,0.17084329562099923,7.418407109401374,0.213465516923125,222.86020761835252,0.9897435897435898,subgen,0.0169455467066255,17.467140253998206,0.3571428571428571,subgen
13,EG10411,EG10411_RNA,6PGLUCONDEHYDROG-MONOMER[c],12,7544,1.0,always_expressed,3.584962500721156,12.881113960675096,3.700439718141092,12.881305185414046,2.4292885901874315,2756.1916981967875,1.7779093187130324,11.428983861195327,3.809568164617982,3577.491613337442,1.0,always_expressed,0.1857812803507506,509.507117684602,1.0,always_expressed
14,G6397,G6397_RNA,6PGLUCONOLACT-MONOMER[c],7,3145,1.0,always_expressed,2.807354922057604,11.618844301766652,3.0,11.619302955415687,0.8708577039300497,963.0306702725276,0.9036998324208377,9.912935235759221,1.332865238337974,1370.2025137979165,1.0,always_expressed,0.0242621009887985,106.1063351555346,1.0,always_expressed
15,EG10425,EG10425_RNA,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER[c],7,2004,1.0,always_expressed,2.807354922057604,10.968666793195208,3.0,10.969386521342283,0.6721396466933579,504.0363894273227,0.7416953373584431,8.980243532005378,1.1414905867469007,693.5966095533976,1.0,always_expressed,0.0619270934502502,193.97787459185463,1.0,always_expressed
16,EG10121,EG10121_RNA,7KAPSYN-MONOMER[c],6,502,1.0,always_expressed,2.584962500721156,8.971543553950772,2.807354922057604,8.974414589805527,0.5896238393106542,129.95734757620133,0.6686854137076227,7.032953196499268,0.8778967815037635,157.60920552115445,1.0,always_expressed,0.0380534820693546,25.09442147422557,0.8571428571428571,subgen
17,EG11679,EG11679_RNA,AAS-MONOMER[i],3,379,0.996685449121644,subgen,1.584962500721156,8.566054038171092,2.0,8.569855608330949,0.1690557610538819,50.19677899007683,0.22534374447807043,5.677981141807577,0.2506215629450511,57.70874220650231,0.9974358974358974,subgen,0.0092590023216878,14.44074146016594,1.0,always_expressed
18,EG11621,EG11621_RNA,ABC-MONOMER[m],8,1149,1.0,always_expressed,3.0,10.166163082646113,3.169925001442312,10.167418145831737,0.8957185340680486,445.37857658786254,0.922744776658005,8.802123978160193,1.4697610159696597,618.6007741316223,1.0,always_expressed,0.0854677137386575,103.73235840941256,1.0,always_expressed
19,EG12853,EG12853_RNA,ABGT-MONOMER[i],1,327,0.462048392442824,subgen,0.0,8.353146825498083,1.0,8.357552004618084,0.0169895858903062,8.230476013125559,0.024304905880431587,3.2064050491785028,0.0285514282103672,11.148453795616188,0.4615384615384615,subgen,0.0,0.0,0.0,never_expressed
20,EG10027,EG10027_RNA,ACETATEKINA-MONOMER[c],10,7067,1.0,always_expressed,3.321928094887362,12.786882193664699,3.4594316186372973,12.787086324551616,1.6632928732051817,2197.828907830474,1.4132110855098357,11.102519636273156,2.282771027712265,2550.655467411075,1.0,always_expressed,0.0994255903654577,311.74867497294446,1.0,always_expressed
21,EG10499,EG10499_RNA,ACETOLACTSYNIII-HCHAIN-MONOMER[c],9,1578,1.0,always_expressed,3.169925001442312,10.623881490013458,3.321928094887362,10.624795455860237,0.8037711999503419,392.4146641160421,0.8510163509928363,8.619906923327129,0.6284125616060817,267.88160273075925,1.0,always_expressed,0.0677636873213641,93.47210737112782,1.0,always_expressed
22,EG10500,EG10500_RNA,ACETOLACTSYNIII-ICHAIN-MONOMER[c],9,953,1.0,always_expressed,3.169925001442312,9.896332403909941,3.321928094887362,9.897845456005511,0.8037711999503419,235.9347284177381,0.8510163509928363,7.888345865111044,0.6284125616060817,151.95664323351883,1.0,always_expressed,0.0677636873213641,57.05557251343527,1.0,always_expressed
23,EG11672,EG11672_RNA,ACETYL-COA-ACETYLTRANSFER-MONOMER[c],3,2385,0.9956910838581372,subgen,1.584962500721156,11.219773550892874,2.0,11.220378327695228,0.104512827892095,242.0531455351374,0.14341017435533426,7.925127995032996,0.1808162459727974,351.5316091913221,0.982051282051282,subgen,0.0432055942503538,185.4007455300571,0.5714285714285714,subgen
24,EG10064,EG10064_RNA,ACETYLGLUTKIN-MONOMER[c],7,752,1.0,always_expressed,2.807354922057604,9.554588851677638,3.0,9.556506054671928,0.7483889307409508,285.1171474481058,0.8060261493905954,8.160462152996889,0.5411608850545172,170.49595256384953,1.0,always_expressed,0.0419938766637992,57.07126934354506,1.0,always_expressed
25,EG11286,EG11286_RNA,ACETYLORNDEACET-MONOMER[c],9,1878,1.0,always_expressed,3.169925001442312,10.874981347653774,3.321928094887362,10.875749351420055,0.7523947373618529,564.1154538503426,0.8093277872048199,9.142401831960047,0.5479139481422687,339.3180542204515,1.0,always_expressed,0.0252703240188324,87.65110858284541,1.0,always_expressed
26,EG10066,EG10066_RNA,ACETYLORNTRANSAM-MONOMER[c],8,979,1.0,always_expressed,3.0,9.935165049603695,3.169925001442312,9.936637939002571,0.670225267547535,380.85211597441474,0.7400426957870168,8.576870207987332,0.4895573165519621,228.67600916122012,1.0,always_expressed,0.034732820897041,63.59673853724413,1.0,always_expressed
27,EG10637,EG10637_RNA,ACNEULY-MONOMER[c],3,1189,0.9887305270135897,subgen,1.584962500721156,10.215532999745657,2.0,10.216745858195306,0.0999991535538043,140.0347840010383,0.1375024136006633,7.13990721422082,0.1366416148283407,183.3904139445925,0.9897435897435898,subgen,0.0198869680236053,73.12513065275503,0.8571428571428571,subgen
28,EG11325,EG11325_RNA,ACONITASE-MONOMER[c],6,1362,1.0,always_expressed,2.584962500721156,10.411510988012072,2.807354922057604,10.41256984680521,0.5445999554205003,296.8363643160856,0.6272332348525061,8.21837610022812,0.5581173777782196,259.57464931922703,1.0,always_expressed,0.0894543570959476,158.38688015095596,1.0,always_expressed
29,EG12316,EG12316_RNA,ACONITATEDEHYDRB-MONOMER[c],14,5054,1.0,always_expressed,3.807354922057604,12.303209948944776,3.9068905956085187,12.303495376790377,3.892265033589807,1731.4322130617934,2.2905025625505893,10.758583188082094,5.899088847648568,4114.06008749448,1.0,always_expressed,0.23144730878449,504.73803775749,1.0,always_expressed
30,G6343,G6343_RNA,ACPSUB-MONOMER[c],2,279,0.2419622141199867,subgen,1.0,8.124121311829187,1.584962500721156,8.129283016944967,0.0050300065176357,3.296315419710346,0.007238575640956722,2.103099914586662,0.0108849835220149,4.697715232587363,0.1641025641025641,subgen,0.0,0.5670190822395501,0.2142857142857142,subgen
31,EG11704,EG11704_RNA,ACRB-MONOMER[m],8,798,1.0,always_expressed,3.0,9.640244936222345,3.169925001442312,9.642051692927977,1.0371300677439106,255.60148184513983,1.026538097190627,8.003385691630463,1.6353516321085717,372.688162118951,1.0,always_expressed,0.0627780706866091,50.62323907835465,1.0,always_expressed
32,EG10014,EG10014_RNA,ACRD-MONOMER[i],2,238,0.563473649320517,subgen,1.0,7.894817763307944,1.584962500721156,7.900866807980749,0.0262052688454191,7.960358808542335,0.03731933788971897,3.16355650470923,0.0352420155252295,10.810851757770068,0.5717948717948718,subgen,0.0,0.0,0.0,never_expressed
33,EG10267,EG10267_RNA,ACRF-MONOMER[m],1,6,0.023864766324163,subgen,0.0,2.584962500721156,1.0,2.807354922057604,0.0010502986544326,0.0461813990627019,0.0015144654788224589,0.06513302447039362,0.0017762998155544,0.0569054897745618,0.0128205128205128,subgen,0.0,0.0,0.0,never_expressed
34,EG11448,EG11448_RNA,ACS-MONOMER[c],4,1458,0.9996685449121644,subgen,2.0,10.509775004326936,2.321928094887362,10.510764167917891,0.3402657276756869,221.6856849019392,0.42251906485738533,7.798865008857888,0.5252849392210123,394.426713788545,1.0,always_expressed,0.05342657083923,206.52410948007144,1.0,always_expressed
35,EG10192,EG10192_RNA,ACSERLYA-MONOMER[c],40,34649,1.0,always_expressed,5.321928094887363,15.0805260950906,5.357552004618084,15.080567731911938,14.840399042951502,16818.457336995623,3.9855367743728043,14.037843538777771,22.852775841186585,21252.44393864311,1.0,always_expressed,0.9248087613656336,2739.1210977606347,1.0,always_expressed
36,EG10193,EG10193_RNA,ACSERLYB-MONOMER[c],8,2276,1.0,always_expressed,3.0,11.152284842306582,3.169925001442312,11.152918576136623,1.210675520493873,739.3992855994109,1.1444872841645388,9.532159692948252,1.8399583684167928,1040.3970761338287,1.0,always_expressed,0.1348891417154591,148.11954380220328,1.0,always_expressed
37,G6105,G6105_RNA,ACYLCOADEHYDROG-MONOMER[c],3,167,0.9575737487570434,subgen,1.584962500721156,7.383704292474052,2.0,7.392317422778761,0.1106530896696884,19.82313224593212,0.1514082641006129,4.380115192140837,0.1753581352685677,24.379033414599167,0.953846153846154,subgen,0.006003089417358,7.062593075635227,0.2857142857142857,subgen
38,EG11530,EG11530_RNA,ACYLCOASYN-MONOMER[c],4,306,0.9996685449121644,subgen,2.0,8.257387842692651,2.321928094887362,8.262094845370179,0.1369239580952703,68.48943211924734,0.18513576439064483,6.118721685839893,0.1383071621374098,64.86529513413123,1.0,always_expressed,0.0074275513130023,22.81484770282395,1.0,always_expressed
39,EG11493,EG11493_RNA,ADCLY-MONOMER[c],16,3304,1.0,always_expressed,4.0,11.689997971419446,4.087462841250339,11.690434556395054,3.19355896767422,1646.451943722614,2.068175142644256,10.68602066700361,4.881148361501861,2124.115237982998,1.0,always_expressed,0.2519540102302263,308.3067032956868,1.0,always_expressed
40,EG10030,EG10030_RNA,ADENODEAMIN-MONOMER[c],4,1164,1.0,always_expressed,2.0,10.184875342908283,2.321928094887362,10.186114239541643,0.2079986344001377,233.66410122932203,0.2726188237480392,7.874453345910605,0.3442571275627491,336.3283499438428,1.0,always_expressed,0.0062065839738786,22.316915022523148,1.0,always_expressed
41,EG10051,EG10051_RNA,ADENPRIBOSYLTRAN-MONOMER[c],12,5605,1.0,always_expressed,3.584962500721156,12.45249865769279,3.700439718141092,12.452756029032495,1.7929783055840056,2411.128267635001,1.4818043675498627,11.236090910872177,2.7223974225903875,3083.5118441286263,1.0,always_expressed,0.1134389655076726,358.30534358205915,1.0,always_expressed
42,EG10032,EG10032_RNA,ADENYL-KIN-MONOMER[c],21,12459,1.0,always_expressed,4.392317422778761,13.60490065714595,4.459431618637297,13.605016447911364,4.069036857088846,6122.714982520886,2.34171165383585,12.58019142137427,6.220078009521876,9204.091578123824,1.0,always_expressed,0.2485223520270832,855.5197805958691,1.0,always_expressed
43,EG10170,EG10170_RNA,ADENYLATECYC-MONOMER[c],12,161,1.0,always_expressed,3.584962500721156,7.330916878114617,3.700439718141092,7.339850002884624,1.6529168535902017,60.39047338914235,1.4075794600397153,5.939942889561215,2.239750778462329,110.68434967690088,1.0,always_expressed,0.0664872214668257,52.53168502742552,1.0,always_expressed
44,EG10790,EG10790_RNA,ADENYLOSUCCINATE-SYN-MONOMER[c],25,9865,1.0,always_expressed,4.643856189774724,13.26810333561092,4.700439718141092,13.268249571994492,6.136810393230688,5069.250845740824,2.835279444281953,12.30784140959366,9.058323973799933,6038.415710952997,1.0,always_expressed,0.3673539232825522,928.0163535625422,1.0,always_expressed
45,EG10185,EG10185_RNA,ADENYLYLSULFKIN-MONOMER[c],11,2133,1.0,always_expressed,3.4594316186372973,11.058668250340572,3.584962500721156,11.059344460824425,1.8951034498325448,885.8535873800515,1.5336149005094586,9.792552136244835,2.8262548755951173,1169.788760892438,1.0,always_expressed,0.1419004541628511,166.2575038617717,1.0,always_expressed
46,EG50010,EG50010_RNA,ADHC-MONOMER[c],4,2471,1.0,always_expressed,2.0,11.270879295328784,2.321928094887362,11.271463027904375,0.3279393549515692,405.5401441215722,0.4091892624164506,8.667254009148957,0.4871193415053537,491.9392167525945,0.9974358974358974,subgen,0.0097769884655585,44.96991980464522,0.7142857142857143,subgen
47,EG10031,EG10031_RNA,ADHE-MONOMER[c],23,7779,1.0,always_expressed,4.523561956057013,12.925368991574452,4.584962500721156,12.925554439873554,4.246899185436611,3510.6530325345702,2.3914650701278655,11.777934591673704,5.880779186480242,4438.85383224971,1.0,always_expressed,0.3613600836177632,703.1548131087493,1.0,always_expressed
48,G6775,G6775_RNA,ADHP-MONOMER[c],3,2841,0.973483592973152,subgen,1.584962500721156,11.472183116189541,2.0,11.47269083924278,0.2529928926734439,195.7490385781961,0.3253782313127206,7.620212775739468,0.2474963543966615,129.89530622358092,0.8974358974358975,subgen,0.0243545985144897,17.868949505600725,0.5,subgen
49,EG10394,EG10394_RNA,AERGLYC3PDEHYDROG-MONOMER[i],49,16020,1.0,always_expressed,5.614709844115208,13.967586527296072,5.643856189774724,13.967676580355675,14.451826630890208,8975.502651492709,3.9497054906582405,13.131937748544614,20.799779346929387,10493.659549634873,1.0,always_expressed,2.633682049005189,5764.757009000009,1.0,always_expressed
50,EG12769,EG12769_RNA,AGAB-MONOMER[c],1,394,0.3294663573085847,subgen,0.0,8.622051819456376,1.0,8.625708843064466,0.0111618038332726,7.217598745002441,0.016013872522930125,3.038716887243452,0.0078875663272622,3.3943910954984786,0.2538461538461538,subgen,0.0,0.0,0.0,never_expressed
51,EG12770,EG12770_RNA,AGAC-MONOMER[i],1,438,0.3228372555518727,subgen,0.0,8.774787059601174,1.0,8.778077129535358,0.0111618038332726,7.340203654954672,0.016013872522930125,3.0600826124955876,0.0078875663272622,3.193424992864983,0.2358974358974359,subgen,0.0,0.0,0.0,never_expressed
52,G7635,G7635_RNA,AGAD-MONOMER[i],1,424,0.3195227046735167,subgen,0.0,8.727920454563199,1.0,8.731319031025064,0.0111618038332726,7.364428945074106,0.016013872522930125,3.064267048185663,0.0078875663272622,2.9914024817080875,0.2333333333333333,subgen,0.0,0.0,0.0,never_expressed
53,EG12322,EG12322_RNA,AGAX-MONOMER[m],3,235,1.0,always_expressed,1.584962500721156,7.876516946564999,2.0,7.882643049361842,0.0881185758260609,50.7666023367558,0.12183578033359156,5.693949725955195,0.1369057169591905,65.23870146945858,1.0,always_expressed,0.0052723589643977,1.7245886172544884,0.6428571428571429,subgen
54,EG10960,EG10960_RNA,AGMATIN-MONOMER[c],7,4125,1.0,always_expressed,2.807354922057604,12.010178404020541,3.0,12.010528105886484,0.9947245240856264,1407.092910872037,0.9961895207949308,10.459526815819084,1.3902378765052756,1626.402290021057,1.0,always_expressed,0.0407821590772446,177.6216388711602,1.0,always_expressed
55,EG10795,EG10795_RNA,AICARTRANSIMPCYCLO-CPLX[c],9,3870,1.0,always_expressed,3.169925001442312,11.918117851031772,3.321928094887362,11.918490592292311,1.331287755027185,1327.023799950906,1.2211270898930984,10.375065286590502,1.8308638837496256,1637.0477882866446,1.0,always_expressed,0.054675287436061,232.60692251482277,1.0,always_expressed
56,EG10798,EG10798_RNA,AIRS-MONOMER[c],14,3820,1.0,always_expressed,3.807354922057604,11.899356922923111,3.9068905956085187,11.89973454235751,1.976328426766886,1724.7701179099552,1.5735337312593856,10.753024587047378,3.070902902709603,2252.759939682481,1.0,always_expressed,0.1023855111875757,293.35171259168817,1.0,always_expressed
57,EG10512,EG10512_RNA,AKBLIG-MONOMER[c],3,1338,0.9516075571760026,subgen,1.584962500721156,10.38586240064146,2.0,10.386940245324311,0.19101257536898,151.2977656641922,0.25218864605398794,7.2507509662103375,0.2405416649509494,158.48222493266107,0.9615384615384616,subgen,0.0,1.3812285521362304,0.3571428571428571,subgen
58,EG10001,EG10001_RNA,ALARACEBIOSYN-MONOMER[c],5,235,1.0,always_expressed,2.321928094887362,7.876516946564999,2.584962500721156,7.882643049361842,0.3290439672368893,75.02761389638934,0.4103888324285324,6.248451608123461,0.4650568742518881,96.2944270190679,1.0,always_expressed,0.0166865536346902,20.771531111542767,1.0,always_expressed
59,EG11408,EG11408_RNA,ALARACECAT-MONOMER[c],4,432,1.0,always_expressed,2.0,8.754887502163468,2.321928094887362,8.758223214726724,0.2575425409750496,87.05610739145033,0.330607205291743,6.460351164790422,0.3948312657165616,116.00267651890672,1.0,always_expressed,0.0735910314399089,64.62557001600207,1.0,always_expressed
60,EG10034,EG10034_RNA,ALAS-MONOMER[c],15,2867,1.0,always_expressed,3.9068905956085187,11.485326189240524,4.0,11.485829308701904,2.466370692646922,1352.2697983765163,1.7934259441250022,10.402233779539454,4.91361162503745,2457.6586068186625,1.0,always_expressed,0.1983239448344756,192.0162055665011,1.0,always_expressed
61,EG12292,EG12292_RNA,ALDDEHYDROGB-MONOMER[c],1,619,0.2257209148160424,subgen,0.0,9.273795599214264,1.0,9.276124405274238,0.0151556191330698,9.0454880185541,0.021700903511309003,3.3284757480422518,0.0107784907273173,5.699244469119219,0.1461538461538461,subgen,0.0,0.4396222401050771,0.0714285714285714,subgen
62,EG10036,EG10036_RNA,ALDHDEHYDROG-MONOMER[c],4,646,1.0,always_expressed,2.0,9.335390354693924,2.321928094887362,9.337621901992508,0.223169771713461,116.177169653211,0.2906246588208788,6.872547697789433,0.3794025896207862,175.80342850002768,1.0,always_expressed,0.0055591012940403,10.123188204715523,0.6428571428571429,subgen
63,EG11698,EG11698_RNA,ALDOSE1EPIM-MONOMER[c],9,1964,1.0,always_expressed,3.169925001442312,10.939579214314692,3.321928094887362,10.940313597145968,1.28444119032907,777.1902479523055,1.1918413029041215,9.603979090775544,2.0586874692058337,1036.0624530544264,1.0,always_expressed,0.0813978226082452,122.03997743060371,1.0,always_expressed
64,EG10727,EG10727_RNA,ALKAPHOSPHA-MONOMER[p],3,335,0.8571428571428571,subgen,1.584962500721156,8.388017285345136,2.0,8.39231742277876,0.0526708198959999,27.87803345155365,0.07405436252722424,4.851900595204862,0.042378452673892,17.95717427758838,0.5615384615384615,subgen,0.0054666037683491,1.5336552247227386,0.4285714285714285,subgen
65,EG11387,EG11387_RNA,ALPHA-AMYL-CYTO-MONOMER[c],6,1513,1.0,always_expressed,2.584962500721156,10.563196272216738,2.807354922057604,10.564149489985732,0.5988804338318902,325.9498537058825,0.6770620564121078,8.352925567523716,1.013666575319514,487.9981001685426,1.0,always_expressed,0.0848757295742339,82.31295612842356,1.0,always_expressed
66,EG11316,EG11316_RNA,ALPHA-AMYL-PERI-MONOMER[p],2,448,0.7901889294000662,subgen,1.0,8.807354922057604,1.584962500721156,8.810571634741146,0.0660354999534454,37.52722946874215,0.09225548195638973,5.267806538984536,0.0768139627672791,38.58564505525556,0.7435897435897436,subgen,0.0,12.410707513574012,0.5714285714285714,subgen
67,EG10191,EG10191_RNA,ALPHACOMP-MONOMER[c],11,2419,1.0,always_expressed,3.4594316186372973,11.240195053979924,3.584962500721156,11.240791332161956,1.6020912864007133,927.809584169199,1.379671575479023,9.859239048888233,2.5813739842362264,1243.5548558584526,1.0,always_expressed,0.0920627873204391,87.73846324610817,1.0,always_expressed
68,EG10577,EG10577_RNA,ALPHAGALACTOSID-MONOMER[c],2,445,0.9426582698044416,subgen,1.0,8.79766152585376,1.584962500721156,8.800899899920305,0.0726624682935362,44.327294645099215,0.10119617868021372,5.50230815157625,0.1119281869388717,57.53685289653302,0.9564102564102565,subgen,0.0002589930719353,0.9707430326238772,0.5,subgen
69,EG11065,EG11065_RNA,ALTRO-OXIDOREDUCT-MONOMER[c],2,300,0.703016241299304,subgen,1.0,8.228818690495881,1.584962500721156,8.233619676759702,0.0227595274573038,13.345635018043412,0.03246697663088022,3.8425399261591626,0.0566641061065808,25.646629929019003,0.8025641025641026,subgen,0.0128016575556603,12.60954019479979,0.9285714285714286,subgen
70,EG12734,EG12734_RNA,ALTRODEHYDRAT-MONOMER[c],5,285,0.9996685449121644,subgen,2.321928094887362,8.154818109052105,2.584962500721156,8.159871336778389,0.2444430807255737,61.012119698778015,0.3155002447561643,5.954478299428305,0.3566188111712361,78.06355347997155,1.0,always_expressed,0.0008509772363589,3.729999722507423,0.7142857142857143,subgen
71,EG13139,EG13139_RNA,AMINEOXID-MONOMER[p],1,348,0.4564136559496188,subgen,0.0,8.442943495848729,1.0,8.447083226209653,0.019269347643917,11.382077348253356,0.02753534214410774,3.6301814715240894,0.047213225553159,24.709293129226875,0.5384615384615384,subgen,0.0097862382181276,37.39590790946343,0.5714285714285714,subgen
72,EG10039,EG10039_RNA,AMP-NUCLEOSID-MONOMER[c],10,4791,1.0,always_expressed,3.321928094887362,12.226111098132389,3.4594316186372973,12.226412192788786,1.612820697302376,1569.651414411593,1.3856081242797098,10.617147313478831,2.447387589755677,1941.5068134090047,1.0,always_expressed,0.1731831173516108,442.3186077272433,1.0,always_expressed
73,EG12183,EG12183_RNA,AMPG-MONOMER[i],5,73,1.0,always_expressed,2.321928094887362,6.189824558880018,2.584962500721156,6.20945336562895,0.3068057095617383,23.99954362442618,0.3860446631778782,4.6438298531032505,0.4689431513063826,35.58574586843454,1.0,always_expressed,0.0119136813090249,14.000823227978652,1.0,always_expressed
74,EG11821,EG11821_RNA,AMTB-MONOMER[m],2,371,0.8153795160755718,subgen,1.0,8.535275376620802,1.584962500721156,8.539158811108031,0.0454661520273797,26.453469441881595,0.06414635404348348,4.778916576733781,0.0748956725587946,35.15604460202223,0.7512820512820513,subgen,0.0,0.0,0.0,never_expressed
75,EG10561,EG10561_RNA,AMYLOMALT-MONOMER[c],6,563,0.9990056347364932,subgen,2.584962500721156,9.13699111208023,2.807354922057604,9.139551352398794,0.2491260443029938,89.52618410769053,0.32091906086580924,6.500263237565014,0.3281738757555664,91.24827588165384,0.9974358974358974,subgen,0.0004162388656103,2.4338226452442395,0.3571428571428571,subgen
76,EG10391,EG10391_RNA,ANGLYC3PDEHYDROGSUBUNITA-MONOMER[c],4,960,1.0,always_expressed,2.0,9.906890595608518,2.321928094887362,9.90839262077375,0.212885450436343,129.12770051605003,0.2784433032275268,7.023784293592875,0.3153393641386224,162.72471612570695,1.0,always_expressed,0.0311161676425155,81.44767877459277,1.0,always_expressed
77,EG10392,EG10392_RNA,ANGLYC3PDEHYDROGSUBUNITB-MONOMER[c],4,950,1.0,always_expressed,2.0,9.89178370321831,2.321928094887362,9.893301530860564,0.212885450436343,123.62323833385533,0.2784433032275268,6.961429300697301,0.3153393641386224,157.1985096688358,0.9974358974358974,subgen,0.0311161676425155,74.46551229754604,1.0,always_expressed
78,EG10393,EG10393_RNA,ANGLYC3PDEHYDROGSUBUNITC-MONOMER[i],4,906,1.0,always_expressed,2.0,9.823367240046235,2.321928094887362,9.824958740528523,0.212885450436343,117.49682088916352,0.2784433032275268,6.888704543843724,0.3153393641386224,152.05546428728633,0.9974358974358974,subgen,0.0311161676425155,66.9373699253545,1.0,always_expressed
