gene_name	cistron_name	monomer_name	mean_mRNA_count	mean_protein_count
G6858	G6858_RNA	B1600-MONOMER[i]	0.0	0.0
G6877	G6877_RNA	B1634-MONOMER[i]	0.0	0.44081545818649354
G6893	G6893_RNA	B1657-MONOMER[i]	0.016233315758803452	46.98781807586647
G6916	G6916_RNA	B1690-MONOMER[i]	0.0	0.0
G6917	G6917_RNA	B1691-MONOMER[i]	0.0	0.0
G6962	G6962_RNA	B1775-MONOMER[i]	0.0	0.0
G6977	G6977_RNA	B1791-MONOMER[i]	0.0	0.9529187594231854
G7004	G7004_RNA	B1828-MONOMER[i]	0.0032836621620371655	7.2317618003718405
G7114	G7114_RNA	B2075-MONOMER[i]	0.0	2.43423888410985
G7115	G7115_RNA	B2076-MONOMER[i]	0.0	1.0173062870568212
EG12136	EG12136_RNA	B2077-MONOMER[i]	0.0	1.4153601391162787
G7130	G7130_RNA	B2098-MONOMER[i]	0.009351499847379083	4.641877329781428
EG12034	EG12034_RNA	B2170-MONOMER[m]	0.0	0.0
G7159	G7159_RNA	B2246-MONOMER[i]	0.0	2.717309061982592
G7198	G7198_RNA	B2322-MONOMER[i]	0.0005919841644236016	2.5600355190498654
G7235	G7235_RNA	B2372-MONOMER[i]	0.0	0.0
G7421	G7421_RNA	B2740-MONOMER[i]	0.0	0.0
G7437	G7437_RNA	B2771-MONOMER[i]	0.0	0.0
EG13174	EG13174_RNA	B2775-MONOMER[i]	0.009231253063980538	22.886080047358732
G7447	G7447_RNA	B2789-MONOMER[i]	0.0013134648648148663	3.5308248004365885
G7465	G7465_RNA	B2845-MONOMER[i]	0.0003329910924882759	0.0
G7542	G7542_RNA	B2975-MONOMER[i]	0.025418320059938396	10.811009055507766
EG11687	EG11687_RNA	B3659-MONOMER[i]	0.0	0.0
G7833	G7833_RNA	B4141-MONOMER[i]	0.0	0.1437966534395205
EG10110	EG10110_RNA	BADH-MONOMER[c]	0.015410087780151882	10.131263238708364
EG11618	EG11618_RNA	BAER-MONOMER[c]	0.0	2.4162758646206215
EG11617	EG11617_RNA	BAES-MONOMER[i]	0.0	2.248291108212855
EG11367	EG11367_RNA	BARA-MONOMER[i]	0.014059623905060539	5.748730471459888
EG11615	EG11615_RNA	BASR-MONOMER[c]	0.00869476741497165	21.29831377010665
EG11614	EG11614_RNA	BASS-MONOMER[i]	0.00869476741497165	9.784758257716605
EG10275	EG10275_RNA	BCCP-MONOMER[c]	0.2316878023512871	645.929415138145
EG11419	EG11419_RNA	BCR-MONOMER[i]	0.02623229828602085	16.90991665972935
EG11055	EG11055_RNA	BETA-GLUCURONID-MONOMER[c]	0.0	0.20619548427079576
EG10190	EG10190_RNA	BETACOMP-MONOMER[c]	0.09206278732043918	57.408783565039634
EG10527	EG10527_RNA	BETAGALACTOSID-MONOMER[c]	0.0009804737723265902	0.7697921580597719
EG10112	EG10112_RNA	BETT-MONOMER[i]	0.008223030033946591	2.3642737556770355
EG10115	EG10115_RNA	BGLF-MONOMER[i]	0.0	10.006363829767555
EG10276	EG10276_RNA	BIOTIN-CARBOXYL-MONOMER[c]	0.2316878023512871	309.68442619159936
EG10118	EG10118_RNA	BIOTIN-SYN-MONOMER[c]	0.03805348206935465	116.69359269639537
EG10123	EG10123_RNA	BIOTINLIG-MONOMER[c]	0.027999001026722536	17.015696830109796
EG10497	EG10497_RNA	BRANCHED-CHAINAMINOTRANSFER-MONOMER[c]	0.04820971039024706	323.50912488090944
EG12168	EG12168_RNA	BRNQ-MONOMER[i]	0.023142880927935178	10.06004939367872
EG10127	EG10127_RNA	BTUC-MONOMER[m]	0.011830433535902915	15.720333731072694
EG10128	EG10128_RNA	BTUD-MONOMER[m]	0.03563929664881464	27.197167725763336
EG10129	EG10129_RNA	BTUE-MONOMER[p]	0.04095790437605794	32.07525598690235
EG10132	EG10132_RNA	CADB-MONOMER[i]	0.0	0.0
EG11558	EG11558_RNA	CAIC-MONOMER[c]	0.012385418690050042	4.210515118720574
EG12608	EG12608_RNA	CAIE-MONOMER[c]	0.012385418690050042	1.5137312576888569
EG11561	EG11561_RNA	CAIT-MONOMER[i]	0.012385418690050042	8.0642487813451
EG10176	EG10176_RNA	CARBODEHYDRAT-MONOMER[c]	0.0	0.0
EG11647	EG11647_RNA	CARBOXYL-TRANSFERASE-ALPHA-MONOMER[c]	0.0756722257679607	263.586952299026
EG10217	EG10217_RNA	CARBOXYL-TRANSFERASE-BETA-MONOMER[c]	0.1868080028859228	360.4449778468426
EG10135	EG10135_RNA	CARBPSYN-LARGE[c]	0.17371035324805062	267.52178779217655
EG10134	EG10134_RNA	CARBPSYN-SMALL[c]	0.17371035324805062	246.11985829379063
EG11608	EG11608_RNA	CARDIOLIPSYN-MONOMER[m]	0.0359630379887338	30.671939025631065
EG11559	EG11559_RNA	CARNDEHYDRA-MONOMER[c]	0.012385418690050042	5.832459231715552
EG11557	EG11557_RNA	CARNRACE-MONOMER[c]	0.012385418690050042	3.1518069391643775
EG12059	EG12059_RNA	CCMA-MONOMER[i]	0.002858173543857702	0.8938220902590855
EG12058	EG12058_RNA	CCMB-MONOMER[i]	0.002858173543857702	0.6829554809408849
EG12057	EG12057_RNA	CCMC-MONOMER[i]	0.002858173543857702	0.5177733995615618
EG12055	EG12055_RNA	CCME-MONOMER[i]	0.002858173543857702	0.39757286492586325
EG10138	EG10138_RNA	CDPDIGLYPYPHOSPHA-MONOMER[i]	0.011802684278195558	19.505757970974276
EG10139	EG10139_RNA	CDPDIGLYSYN-MONOMER[i]	0.04540703536180407	63.26359944871475
EG10140	EG10140_RNA	CELA-MONOMER[c]	0.0028674232964268206	11.347605701547483
EG10141	EG10141_RNA	CELB-MONOMER[i]	0.0028674232964268206	9.912330845149892
EG10142	EG10142_RNA	CELC-MONOMER[c]	0.0028674232964268206	9.981149004264136
EG11531	EG11531_RNA	CFA-MONOMER[c]	0.12504740498191674	287.5370128849053
EG11753	EG11753_RNA	CHAA-MONOMER[i]	0.041808881612416866	27.692908214705255
EG10067	EG10067_RNA	CHAINF-MONOMER[c]	0.08277603574104393	146.35018638251427
EG10069	EG10069_RNA	CHAINI-MONOMER[c]	0.0282764936037961	95.27988826298896
EG10109	EG10109_RNA	CHD-MONOMER[m]	0.015410087780151882	3.374735225832709
EG10147	EG10147_RNA	CHEB-MONOMER[c]	0.34209284901628884	291.123715440612
EG10148	EG10148_RNA	CHER-MONOMER[c]	0.34209284901628884	305.17260963269234
EG10149	EG10149_RNA	CHEW-MONOMER[c]	0.6833347207962187	844.2061677350131
EG10150	EG10150_RNA	CHEY-MONOMER[c]	0.34209284901628884	271.85394640693363
EG10151	EG10151_RNA	CHEZ-MONOMER[c]	0.34209284901628884	325.92186734004866
EG10707	EG10707_RNA	CHORISMUTPREPHENDEHYDRAT-MONOMER[c]	0.1658295640591614	491.2944103745225
EG11039	EG11039_RNA	CHORISMUTPREPHENDEHYDROG-MONOMER[c]	0.1421686969873556	144.09070307369277
EG11369	EG11369_RNA	CHORPYRLY-MONOMER[c]	0.006780068633164063	3.6903922820064565
G6344	G6344_RNA	CITC-MONOMER[c]	0.0	0.0
G6342	G6342_RNA	CITRYLY-MONOMER[c]	0.0	0.886070797606164
EG10402	EG10402_RNA	CITSYN-MONOMER[c]	1.9409958283615913	4301.934604249336
G6341	G6341_RNA	CITTRANS-MONOMER[c]	0.0	0.0
EG11265	EG11265_RNA	CMPKI-MONOMER[c]	0.04302059919897143	30.769116926122226
G6440	G6440_RNA	CMR-MONOMER[i]	0.014790354358020922	8.061002118193338
EG11792	EG11792_RNA	CMTA-MONOMER[i]	0.0	0.0
EG11791	EG11791_RNA	CMTB-MONOMER[c]	0.0	0.0
EG10130	EG10130_RNA	COBALADENOSYLTRANS-MONOMER[c]	0.03450157708281303	49.42677433378657
EG12150	EG12150_RNA	COBS-MONOMER[i]	0.021450176207786442	39.72582808409875
EG13238	EG13238_RNA	COBU-MONOMER[c]	0.021450176207786442	16.812156024826336
EG11327	EG11327_RNA	CODB-MONOMER[i]	0.03754474567805311	96.15336089759599
EG12189	EG12189_RNA	COPROGENOXI-MONOMER[c]	0.004920868366771189	1.699790030616681
EG11463	EG11463_RNA	CORA-MONOMER[i]	0.007446050818140614	9.802388286113347
EG10160	EG10160_RNA	CPDB-MONOMER[p]	0.038044232316785526	74.09772363589273
EG10519	EG10519_RNA	CPM-KDOSYNTH-MONOMER[c]	0.06742144647630675	129.43499736382051
EG10163	EG10163_RNA	CPXA-MONOMER[i]	0.024844835400653034	58.21587997521066
EG10020	EG10020_RNA	CPXR-MONOMER[c]	0.024844835400653034	125.41386167920008
EG11218	EG11218_RNA	CREB-MONOMER[c]	0.008833513703508431	5.3165912811832285
EG10730	EG10730_RNA	CREC-MONOMER[i]	0.008833513703508431	4.060308386750655
EG11560	EG11560_RNA	CROBETREDUCT-MONOMER[c]	0.012385418690050042	2.9881973157218042
EG10165	EG10165_RNA	CRR-MONOMER[c]	2.7013809880585695	5715.838767562967
EG10810	EG10810_RNA	CTPSYN-MONOMER[c]	0.11090453330373412	321.2154267373348
EG10175	EG10175_RNA	CYANLY-MONOMER[c]	0.0	0.0
EG12504	EG12504_RNA	CYCA-MONOMER[i]	0.026741034677322383	35.60851347226462
EG10448	EG10448_RNA	CYCLASE-MONOMER[c]	0.17935270231521308	199.90005642349067
EG10173	EG10173_RNA	CYDA-MONOMER[m]	0.004254886181794637	0.2635624497044704
EG10174	EG10174_RNA	CYDB-MONOMER[m]	0.004254886181794637	0.4650128109073082
EG10012	EG10012_RNA	CYDC-MONOMER[i]	0.03248513102274514	13.891639148652773
EG11405	EG11405_RNA	CYDD-MONOMER[i]	0.03248513102274514	16.10667739637965
EG10177	EG10177_RNA	CYNX-MONOMER[i]	0.0	0.0
EG10178	EG10178_RNA	CYOA-MONOMER[i]	0.4469202948821119	486.1228922126333
EG10179	EG10179_RNA	CYOB-MONOMER[i]	0.4469202948821119	416.53290599476463
EG10180	EG10180_RNA	CYOC-MONOMER[i]	0.4469202948821119	396.15454486592483
EG10181	EG10181_RNA	CYOD-MONOMER[i]	0.4469202948821119	389.37316276789596
EG10183	EG10183_RNA	CYSA-MONOMER[i]	0.1348891417154591	135.92168234499727
EG10186	EG10186_RNA	CYSD-MONOMER[c]	0.14190045416285113	210.51765315277817
EG10194	EG10194_RNA	CYSN-MONOMER[c]	0.14190045416285113	178.3641072601308
EG10195	EG10195_RNA	CYSP-MONOMER[p]	0.1348891417154591	154.18572578183534
EG10196	EG10196_RNA	CYSS-MONOMER[c]	0.08150881963907465	125.56452164904589
EG10197	EG10197_RNA	CYST-MONOMER[i]	0.1348891417154591	146.16889123215955
EG10583	EG10583_RNA	CYSTATHIONINE-BETA-LYASE-MONOMER[c]	0.08147182062879818	187.86307591271932
EG10198	EG10198_RNA	CYSW-MONOMER[i]	0.1348891417154591	137.68541591512428
EG11326	EG11326_RNA	CYTDEAM-MONOMER[c]	0.03754474567805311	227.09987882824134
EG10137	EG10137_RNA	CYTIDEAM-MONOMER[c]	0.0	0.0
EG10172	EG10172_RNA	CYTOCHROME-B561-MONOMER[i]	0.08258179093709243	186.1620741645161
EG11945	EG11945_RNA	CYTOCHROMEC-MONOMER[p]	0.0	2.562098213872779
EG11781	EG11781_RNA	CYTOCHROMEC552-MONOMER[p]	0.0	2.6706903090342333
EG10213	EG10213_RNA	DALADALALIGA-MONOMER[c]	0.007806791168336247	21.164007362803044
EG10214	EG10214_RNA	DALADALALIGB-MONOMER[c]	0.05020765694517672	39.770513638760164
EG11407	EG11407_RNA	DALADEHYDROGA-MONOMER[i]	0.07359103143990899	108.03536180407174
EG10117	EG10117_RNA	DAPASYN-MONOMER[c]	0.04188287963296982	55.86969873555882
