# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_to_flat_Clim_half_lives.py on Fri Nov  7 10:31:29 2025
id	half_life (units.min)
"GMP-SYN-MONOMER"	1306.3691413566596
"EG11091-MONOMER"	611.4958861803747
"CHAINI-MONOMER"	1240.7910868652082
"EG11222-MONOMER"	376.3463359811318
"GLUTATHIONE-SYN-MONOMER"	1358.9463813465923
"TYRB-MONOMER"	614.5550473158552
"GLURS-MONOMER"	11804.542435573681
"LIVK-MONOMER"	13264.069867366272
"EG10696-MONOMER"	4682.368560371023
"EG10657-MONOMER"	3854.1549350573273
"EG10321-MONOMER"	59.44318146168077
"CPM-KDOSYNTH-MONOMER"	4798.45504592063
"THREDEHYDSYN-MONOMER"	1349.4530716149216
"EG10817-MONOMER"	1296.7778616699552
"RBSA-MONOMER"	4923.625849595421
"EG10826-MONOMER"	993.9435131811878
"EG11072-MONOMER"	2498.341771853967
"EG10926-MONOMER"	1815.3635531733137
"DIHYDROOROT-MONOMER"	895.6856160911534
"PABASYN-COMPI-MONOMER"	981.653160087868
"FUMC-MONOMER"	1652.661962629685
"PD00967"	768.819214053204
"EG10743-MONOMER"	3528.3271205254664
"EG10986-MONOMER"	235.05736507526532
"AROD-MONOMER"	410.24450949684666
"EG10786-MONOMER"	6811.870466081516
"ERYTHRON4PDEHYDROG-MONOMER"	2213.891434708872
"EG10329-MONOMER"	1093.4642689485208
"EG10048-MONOMER"	732.1250000968905
"TRG-MONOMER"	758.4257807762098
"EG10460-MONOMER"	3431.268328095707
"DIHYDROXYACIDDEHYDRAT-MONOMER"	2700.9850555201933
"KETOLREDUCTOISOM-MONOMER"	4708.854633685068
"EG10293-MONOMER"	20162.913483221542
"PD00200"	3017.4834891902865
"EG11171-MONOMER"	1326.1682619935305
"EG10126-MONOMER"	5911.545656704404
"EG10342-MONOMER"	350.92020083034794
"DLACTDEHYDROGFAD-MONOMER"	620.3669615463127
"CDPDIGLYPYPHOSPHA-MONOMER"	3062.988044505425
"BTUE-MONOMER"	1071.4620519301498
"BTUD-MONOMER"	446.0048439635325
"EG11013-MONOMER"	3123.6949975192824
"EG10270-MONOMER"	664.3213470851802
"BIOTINLIG-MONOMER"	1322.355823396025
"nan"	808.3960738129709
"GLUTATHIONE-REDUCT-NADPH-MONOMER"	7272.044565247412
"ALPHAGALACTOSID-MONOMER"	427.5713290144487
"CYSTATHIONINE-BETA-LYASE-MONOMER"	640.7188423973046
"EG10624-MONOMER"	1608.7701034452389
"PD03254"	2056.734020477114
"E2P-MONOMER"	3367.0594837103995
"EG10136-MONOMER"	1241.1396726215448
"EG10226-MONOMER"	405.12494566576316
"DUTP-PYROP-MONOMER"	845.4009561359229
"EG10302-MONOMER"	13745.809031700808
"FLIM-FLAGELLAR-C-RING-SWITCH"	1789.2238992257935
"OHMETHYLBILANESYN-MONOMER"	3204.6338597855547
"HISTPHOSTRANS-MONOMER"	3233.2113298991976
"IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER"	1831.7501993934216
"HISTDEHYD-MONOMER"	1873.5463142671285
"HISTCYCLOPRATPPHOS"	5821.6373169950375
"EG10523-MONOMER"	11268.372095391393
"PD00237"	84.71460350745686
"EG10670-MONOMER"	2658.3365543664627
"6PFK-2-MONOMER"	2173.401831981886
"PYRUVOXID-MONOMER"	2392.55294549684
"GLUTSEMIALDEHYDROG-MONOMER"	6913.940150041549
"EG10762-MONOMER"	1481.15710029599
"SDH-FE-S"	6786.587187374923
"TAR-MONOMER"	691.5298843846199
"TAP-MONOMER"	370.76888499542093
"EG11152-MONOMER"	85.64464330683339
"CHORISMUTPREPHENDEHYDROG-MONOMER"	1452.488687913783
"USHA-MONOMER"	5930.156896921003
"APPA-MONOMER"	6857.839075902284
"HISP-MONOMER"	5272.582348668158
"PUTP-MONOMER"	757.2310389602396
"VALS-MONOMER"	3228.2123355290514
"CHEB-MONOMER"	413.2316344699689
"CHEA-SMALL"	122.2231932665859
"nan"	143.2836705069486
"CHER-MONOMER"	215.80010360257222
"PHET-MONOMER"	4781.218688868696
"PD00413"	1569.8258997513772
"HOMSUCTRAN-MONOMER"	465.2976964196948
"AROB-MONOMER"	2177.957101108869
"EG10825-MONOMER"	4834.7606446854825
"EG10454-MONOMER"	1754.4777187320042
"DEOA-MONOMER"	2023.1786438996955
"PSTA-MONOMER"	2433.896233283205
"GLYCOGEN-BRANCH-MONOMER"	31263.558942711792
"LEUS-MONOMER"	2329.405109840093
"FHUC-MONOMER"	7674.8002252805545
"FHUD-MONOMER"	8338.988767932919
"DALADALALIGB-MONOMER"	5002.203616393163
"THREODEHYD-MONOMER"	873.1222649649891
"LARGEILVB-MONOMER"	390.8045523935206
"AIRS-MONOMER"	8438.175500257643
"GART-MONOMER"	7041.908566030833
"EG10313-MONOMER"	2834.4592353249545
"EG10315-MONOMER"	30352.121532203957
"FOLC-MONOMER"	2195.4096907174203
"ISOCITDEH-SUBUNIT"	1546.8143187618666
"ARABISOM-MONOMER"	3098.1001628952827
"OROTPDECARB-MONOMER"	1569.7927123513782
"EG11128-MONOMER"	303.24437128827367
"PHES-MONOMER"	2927.4658498054278
"CPDB-MONOMER"	9237.29926535109
"EG10626-MONOMER"	2045.0749352718647
"CREB-MONOMER"	1705.015173212147
"UDPNACETYLMURAMATEDEHYDROG-MONOMER"	2407.880216801247
"EG11059-MONOMER"	2203.2440090805308
"EG10824-MONOMER"	554.4654333037375
"EG10968-MONOMER"	3169.2507043155097
"PHOR-MONOMER"	17683.01825165705
"CREC-MONOMER"	1299.4094579437663
"EG10203-MONOMER"	13646.296320702195
"EG10240-MONOMER"	1595.7805140845555
"ASPKINIII-MONOMER"	1488.006858685013
"PTSI-MONOMER"	5945.2414612509365
"EG10459-MONOMER"	984.0443526809078
"EG10458-MONOMER"	2685.214980520902
"MALATE-SYNTHASE"	393.9392118535511
"PURK-MONOMER"	879.7768479779157
"EG11073-MONOMER"	3828.252652714757
"VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"	990.0501315411483
"XYLULOKIN-MONOMER"	866.4929142023582
"UROGENIIISYN-MONOMER"	842.4985338367314
"HEMX-MONOMER"	5256.885093609667
"UDPGLUCEPIM-MONOMER"	4569.4440359527325
"GALACTURIDYLYLTRANS-MONOMER"	3585.4279805455844
"2-ISOPROPYLMALATESYN-MONOMER"	545.5366189953074
"EG10858-MONOMER"	442.07064894856387
"SPERMIDINESYN-MONOMER"	635.4159137356478
"EG10673-MONOMER"	4518.753864663561
"EG11068-MONOMER"	420.25789591443066
"NAGE-MONOMER"	6334.395066039195
"MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN"	146.53986099580854
"EG10416-MONOMER"	1651.870977507118
"PYRUVFORMLY-MONOMER"	364.27408806541786
"EG10397-MONOMER"	3781.6485227069547
"GLYCPDIESTER-PERI-MONOMER"	4115.548278359929
"MANNPDEHYDROG-MONOMER"	2031.005762422292
"PUTA-MONOMER"	401.5468147312121
"EG10218-MONOMER"	889.1121190312447
"ARGT-MONOMER"	4087.49922850086
"GLUSYNLARGE-MONOMER"	1717.1888448545924
"GLUSYNSMALL-MONOMER"	1232.9107673576295
"MODC-MONOMER"	8642.794316828542
"UHPB-MONOMER"	1687.4803022429742
"EG10837-MONOMER"	395.7246873743585
"EG11061-MONOMER"	6527.607189971844
"2-OCTAPRENYLPHENOL-HYDROX-MONOMER"	1785.9160763049617
"ACETATEKINA-MONOMER"	6862.233716153175
"LEUC-MONOMER"	311.6149013268195
"EG50003-MONOMER"	1867.6414385550995
"ALARACEBIOSYN-MONOMER"	8343.245415199639
"G7325-MONOMER"	324.71276050627256
"EG10651-MONOMER"	253.9604294456348
"N-ACETYLTRANSFER-MONOMER"	394.91992312586433
"ACETYLGLUTKIN-MONOMER"	2729.7446504715026
"PD00194"	2125.6190239435086
"AROA-MONOMER"	5904.646347103178
"AROK-MONOMER"	551.0945667601703
"AROL-MONOMER"	947.1878910775894
"ARGSUCCINSYN-MONOMER"	3009.394525350768
"ATPC-MONOMER"	2764.583651461574
"G6851-MONOMER"	469.98304189989034
"CARBPSYN-SMALL"	1205.0114009548865
"GLYCEROL-KIN-MONOMER"	3062.3311753438256
"EG10599-MONOMER"	10545.575090232038
"EG10600-MONOMER"	2530.5062741059082
"G7409-MONOMER"	740.2279228686168
"EG10158-MONOMER"	1812.1825551781624
"EG10159-MONOMER"	169.12840923826457
"EG11881-MONOMER"	2782.364513261712
"CARDIOLIPSYN-MONOMER"	64087.38617396022
"CMPKI-MONOMER"	1570.9726455192047
"PANTOTHENATE-KIN-MONOMER"	883.1478156651358
"PANTEPADENYLYLTRAN-MONOMER"	2781.6637819448906
"EG12312-MONOMER"	1287.3174710421447
"ADENYLYLSULFKIN-MONOMER"	863.014623656179
"EG10003-MONOMER"	7831.285077759769
"DALADEHYDROGA-MONOMER"	113.75462564785656
"DALADALALIGA-MONOMER"	2512.126518861578
"DIAMINOPIMEPIM-MONOMER"	1096.0098892222775
"EG11440-MONOMER"	745.2837666734199
"PPENTOMUT-MONOMER"	1008.0837277361229
"DEOXYRIBOSE-P-ALD-MONOMER"	2292.3882988015284
"DIHYDRODIPICSYN-MONOMER"	3616.7638827985934
"ACNEULY-MONOMER"	652.1996005207895
"ALTRO-OXIDOREDUCT-MONOMER"	1344.4874304967752
"EG12131-MONOMER"	2317.1267861361416
"EG11852-MONOMER"	3689.6688756319013
"EG10360-MONOMER"	2508.630033588838
"EG12099-MONOMER"	1505.445529848443
"EG12035-MONOMER"	1865.2650133656366
"EG11033-MONOMER"	4608.971778323363
"G7319-MONOMER"	4437.841948556067
"EG11203-MONOMER"	5836.9676353660025
"ENOLASE-MONOMER"	2242.2822505267104
"FABA-MONOMER"	5781.061984550433
"FABZ-MONOMER"	7215.1265091449795
"FABH-MONOMER"	3245.022629340927
"PD00196"	49.83800651303756
"FLGH-FLAGELLAR-L-RING"	1312.36442891191
"FLGI-FLAGELLAR-P-RING"	1541.704923187087
"G7424-MONOMER"	1458.0417936125914
"GLYC3PDEHYDROGBIOSYN-MONOMER"	1693.962957734726
"PGLUCISOM"	4156.574818887867
"GALACTOKIN-MONOMER"	20864.262700983316
"GTP-CYCLOHYDRO-I-MONOMER"	529.8084448884307
"EG10375-MONOMER"	246.7004978282231
"EG10376-MONOMER"	1047.614924069737
"GLYCOGENSYN-MONOMER"	5237.596085860686
"GLUC1PADENYLTRANS-MONOMER"	3588.424397384391
"GLUCOKIN-MONOMER"	2310.4152851193553
"G6810-MONOMER"	3106.672146255537
"PHOSNACMURPENTATRANS-MONOMER"	3369.4043269219214
"EG10415-MONOMER"	1063.1389700157652
"GLUTCYSLIG-MONOMER"	1066.3715912409134
"GLUTRNAREDUCT-MONOMER"	186.94485726926038
"EG10438-MONOMER"	11310.38316090572
"PD00347"	374855.2109128688
"PD00348"	880.6360053451727
"G7744-MONOMER"	483.47419789105675
"EG10241-MONOMER"	2041.7124108483326
"EG12130-MONOMER"	1044.7359830208734
"EG10461-MONOMER"	2839.6241686198646
"EG10505-MONOMER"	2101.841170472352
"EG10506-MONOMER"	4679.384592599931
"KDO-8PSYNTH-MONOMER"	1934.268135230341
"PRPPSYN-MONOMER"	9447.660493887448
"DTMPKI-MONOMER"	2766.697292379273
"UDPNACETYLGLUCOSAMACYLTRANS-MONOMER"	4800.8070435579875
"UDPACYLGLCNACDEACETYL-MONOMER"	66.52432940748227
"EG11438-MONOMER"	777.215820663009
"METHGLYSYN-MONOMER"	2013.5077718865402
"EG10598-MONOMER"	510.4746663006678
"EG11666-MONOMER"	1658.0147550373806
"EG11180-MONOMER"	13035.69022345194
"EG11433-MONOMER"	651.5401176020496
"EG12394-MONOMER"	667.1533857409684
"UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER"	1978.3192060418965
"NICONUCADENYLYLTRAN-MONOMER"	1520.4765978729886
"EG11568-MONOMER"	4525.103067808324
"G7717-MONOMER"	4769.107674339046
"GLUCOSAMINE-6-P-DEAMIN-MONOMER"	5257.1929875996175
"NANE-MONOMER"	4723.969559670467
"NUCLEOSIDE-DIP-KIN-MONOMER"	1410.7419292042564
"YFEP-MONOMER"	225.34680146447636
"G7459-MONOMER"	796.7644284069705
"EG10666-MONOMER"	1848.7148084729154
"G7842-MONOMER"	7020.161704080285
"ASPCARBCAT-MONOMER"	2363.726550659304
"ASPDECARBOX-MONOMER"	306.9100937223448
"PDXJ-MONOMER"	3828.179327864038
"6PFK-1-MONOMER"	2732.172592327465
"PGK"	14306.612745981372
"PGAM2-MONOMER"	1078.2279645171923
"EG10689-MONOMER"	2219.4239622309697
"GLYCEROL-3-P-ACYLTRANSFER-MONOMER"	3916.190773149873
"INORGPYROPHOSPHAT-MONOMER"	1110.4690690171344
"PPK-MONOMER"	3417.7808843356747
"MONOMER0-541"	5032.555326985915
"GLUTKIN-MONOMER"	1618.9985689375005
"EG11676-MONOMER"	2886.203276920964
"PD00205"	434.7858567486503
"EG11920-MONOMER"	2104.845274987947
"EG10785-MONOMER"	2153.006063209219
"ADENYLOSUCCINATE-SYN-MONOMER"	2635.5255328483395
"SAICARSYN-MONOMER"	2663.4811443490103
"DIHYDROOROTOX-MONOMER"	2693.519419750328
"OROPRIBTRANS-MONOMER"	2150.9167213630244
"CTPSYN-MONOMER"	69500.86438857418
"UMPKI-MONOMER"	1334.8428045558583
"ASPCARBREG-MONOMER"	2290.3139043430833
"SPED-MONOMER"	2445.487545591851
"EG10812-MONOMER"	854.3935093705844
"EG11178-MONOMER"	4190.806577825235
"EG10823-MONOMER"	2571.451524701074
"EG10828-MONOMER"	741.2542650719004
"EG10834-MONOMER"	861.9328535314265
"EG10761-MONOMER"	1178.1222699968494
"EG12114-MONOMER"	13231.611963809935
"GTP-CYCLOHYDRO-II-MONOMER"	2065.5992276969546
"DIOHBUTANONEPSYN-MONOMER"	90.636544104517
"EG10871-MONOMER"	6016.828527313469
"EG10872-MONOMER"	2368.991874272921
"EG10873-MONOMER"	6036.777773938135
"EG10880-MONOMER"	675.0818338065415
"EG10864-MONOMER"	1583.2670236127626
"EG10881-MONOMER"	1202.0029249065217
"EG50002-MONOMER"	1654.489909065352
"EG10886-MONOMER"	998.0983549904993
"EG10887-MONOMER"	1096.9349063382747
"EG10889-MONOMER"	611.7828386635124
"G6167-MONOMER"	2416.0504591592635
"EG10890-MONOMER"	2130.9285039960296
"EG10892-MONOMER"	1764.6980405034133
"EG11232-MONOMER"	1207.602349895836
"EG10870-MONOMER"	2070.7155936362133
"EG10909-MONOMER"	2277.95079759902
"EG10910-MONOMER"	8269.418883014472
"EG10911-MONOMER"	9381.188249886127
"EG10912-MONOMER"	597.6088587391373
"EG10915-MONOMER"	636.8224305167435
"EG10917-MONOMER"	1527.5300505749724
"EG10918-MONOMER"	1722.438455663285
"EG10919-MONOMER"	748.5412030640402
"EG10901-MONOMER"	1040.908070602961
"EG10902-MONOMER"	3036.1938382497924
"EG10903-MONOMER"	1805.0329879206217
"EG10904-MONOMER"	2533.9258967894316
"EG10907-MONOMER"	2790.3046081430703
"EG10908-MONOMER"	1444.3640383486222
"EG11153-MONOMER"	1388.8933002645958
"EG10857-MONOMER"	1034.0782429835208
"EG10860-MONOMER"	931.5849042071702
"EG10862-MONOMER"	1468.0511362353814
"RIB5PISOMA-MONOMER"	2380.7130037317784
"EG10893-MONOMER"	1665.3373359786742
"EG10899-MONOMER"	559.0359908495614
"EG10335-MONOMER"	1555.4550638067678
"EG10923-MONOMER"	1968.2450103501496
"EG10924-MONOMER"	667.2725325171953
"EG10925-MONOMER"	909.086331268029
"S-ADENMETSYN-MONOMER"	503.34455363300856
"EG10941-MONOMER"	4040.468671085302
"EG10949-MONOMER"	2657.123705928466
"GLYOHMETRANS-MONOMER"	1631.0045889795158
"DCTA-MONOMER"	5495.482954256059
"EG11782-MONOMER"	4416.904023113416
"SUCCCOASYN-BETA"	3168.8680548651673
"EG11817-MONOMER"	697.698760981999
"EG11305-MONOMER"	69.87268926236948
"EG10996-MONOMER"	2464.231408096157
"EG11003-MONOMER"	2850.5850545816024
"TRYPTOPHAN-MONOMER"	2216.795020955959
"EG11008-MONOMER"	3289.9121436446703
"TPI-MONOMER"	3095.1399515431235
"G6660-MONOMER"	2815.9082246437983
"TRANSALDOLA-MONOMER"	5580.538254164168
"TRANSALDOLB-MONOMER"	1434.9510074079271
"EG11023-MONOMER"	810.018202200012
"TRYPSYN-APROTEIN"	1057.6668882261238
"TRYPSYN-BPROTEIN"	2953.1185588376907
"PD00423"	1630.9032885547058
"THYMIDYLATESYN-MONOMER"	4722.331122468909
"2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER"	1343.25686418424
"EG12146-MONOMER"	6162.232440559806
"G6362-MONOMER"	1073.9699540926074
"EG11137-MONOMER"	1018.7239353223487
"G7068-MONOMER"	9883.589365000029
"EG11132-MONOMER"	2048.773022277264
"EG11179-MONOMER"	10940.87156274652
"G7202-MONOMER"	459.1872855024987
"EG11100-MONOMER"	1126.5183980702757
"G6451-MONOMER"	3932.4952577262666
"EG11323-MONOMER"	2209.0612633815317
"EG11320-MONOMER"	1701.229179988922
"G6230-MONOMER"	1663.400103310681
"G6550-MONOMER"	1151.4751221390586
"G6568-MONOMER"	1302.1400003837055
"EG12605-MONOMER"	546.6771136092663
"G6240-MONOMER"	2333.4248563396063
"URACIL-PRIBOSYLTRANS-MONOMER"	4207.663797586125
"UDK-MONOMER"	2270.4535016248337
"EG11062-MONOMER"	798.8352016007846
"EG11063-MONOMER"	925.2584532439274
"UXAC-MONOMER"	21135.359483165943
"PD01343"	2661.9327397244647
"EG11835-MONOMER"	951.8326702692276
"G7525-MONOMER"	4164.856910602931
"EG10011-MONOMER"	663.5794184075227
"EG11779-MONOMER"	1402.972119561274
"EG11254-MONOMER"	2406.830050260821
"EG10244-MONOMER"	520.0845396972616
"EG11592-MONOMER"	138.67820319356142
"EG10844-MONOMER"	1769.205980624253
"PSD-MONOMER"	2046.5024441069777
"MONOMER0-741"	371.71240110463384
"SERS-MONOMER"	1463.0578503011961
"G6633-MONOMER"	1968.9594817846505
"ASNS-MONOMER"	3734.191210784875
"THRS-MONOMER"	3169.044606745029
"G7087-MONOMER"	744.7237306619425
"EG12855-MONOMER"	7370.190963764304
"LYSS-MONOMER"	2455.8635069856045
"LYSU-MONOMER"	2147.6380606495536
"EG11211-MONOMER"	2558.8321943349747
"EG11112-MONOMER"	55.25147357656647
"G7532-MONOMER"	905.3466192245976
"EG11069-MONOMER"	246.2374379934915
"EG11071-MONOMER"	369.857390440641
"FUM-MEMB1"	15988.393913260334
"G6463-MONOMER"	39.99874274299454
"EG11879-MONOMER"	5831.705426359868
"EG11664-MONOMER"	1475.8558106913217
"EG12870-MONOMER"	11254.309813203261
"EG11449-MONOMER"	1644.6268949254145
"EG10490-MONOMER"	8098.420325450294
"EG11497-MONOMER"	892.4277721856392
"RPOC-MONOMER"	1222.6891501207288
"G7451-MONOMER"	336.8231731716413
"EG11650-MONOMER"	231.56678162336587
"PD04032"	187.12006077311526
"G7175-MONOMER"	2507.694577082515
"RPOB-MONOMER"	2864.3203425991132
"PD01520"	3853.581788904533
"G7678-MONOMER"	820.0506120245833
"G6882-MONOMER"	1565.5009652892297
"G7524-MONOMER"	942.651266079951
"G7188-MONOMER"	4444.712366588128
"EG11410-MONOMER"	910.7545681627855
"EG11820-MONOMER"	1771.0729085989208
"EG12115-MONOMER"	46.65095822710263
"EG11850-MONOMER"	1425.596274241811
"EG11195-MONOMER"	2046.0252793484365
"EG11121-MONOMER"	7362.383825346741
"EG11110-MONOMER"	1264.10854950424
"G7837-MONOMER"	3056.9766467411428
"EG10658-MONOMER"	1666.832587460256
"G6881-MONOMER"	2054.509608412299
"G6968-MONOMER"	6068.37628802078
"EG10669-MONOMER"	11507.485859058312
"EG10684-MONOMER"	5468.38205313636
"EG11124-MONOMER"	2945.60921691463
"EG12117-MONOMER"	7454.706376801161
"PGPPHOSPHAB-MONOMER"	794.4153727852186
"EG11035-MONOMER"	9372.066759628027
"G6504-MONOMER"	1071.482603420663
"G7457-MONOMER"	308.20325365717474
"G6093-MONOMER"	3915.6453230706193
"EG10850-MONOMER"	75007.18475338299
"EG10851-MONOMER"	1987.2617211805189
"SPERMACTRAN-MONOMER"	1935.7578533411934
"FABB-MONOMER"	3589.7702916109797
"KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER"	1141.7722805767805
"G7184-MONOMER"	1245.8924925801912
"ANSA-MONOMER"	5489.101265548289
"CHEW-MONOMER"	283.3872233974006
"EG12179-MONOMER"	47.741272931979026
"EG10242-MONOMER"	5365.05948865681
"FRUCBISALD-CLASSI-MONOMER"	9599.809974825617
"F16B-MONOMER"	1828.6676819815598
"EG10921-MONOMER"	2197.531688405576
"EG10347-MONOMER"	192.60801356017186
"PD00260"	782.9012571881882
"GAPDH-A-MONOMER"	3432.8284221438525
"ERYTH4PDEHYDROG-MONOMER"	1436.3839452325406
"ALDOSE1EPIM-MONOMER"	10443.297583675407
"GLUTAMINESYN-MONOMER"	3022.759010573735
"EG11517-MONOMER"	3230.610270734947
"GST-MONOMER"	4884.403212707734
"SERINE-O-ACETTRAN-MONOMER"	649.2213018738632
"MONOMER0-2001"	2885.688171811807
"PD00242"	120.0371781606419
"PD00197"	134.49138796797104
"G6420-MONOMER"	68259.22739392161
"PD00232"	2562.727543653108
"PD00339"	2309.1324741431613
"PD03938"	69.02296650917339
"G6263-MONOMER"	167.62546252508503
"ISOCIT-LYASE-MONOMER"	1365.221367678635
"MONOMER0-185"	45717.187412149055
"EG12717-MONOMER"	7093.564119981552
"COBALADENOSYLTRANS-MONOMER"	710.4847184010438
"CFA-MONOMER"	36.902992247689156
"CHEZ-MONOMER"	689.1594194514485
"EG11149-MONOMER"	1869.4489432844491
"EG11299-MONOMER"	650.5791042972586
"2-DEHYDROPANTOATE-REDUCT-MONOMER"	432.8208016475578
"RIBOKIN-MONOMER"	5163.497658259754
"CHORISMUTPREPHENDEHYDRAT-MONOMER"	2166.891415193345
"EG11734-MONOMER"	16.329245799995185
"G6363-MONOMER"	1044.565359225431
"EG10735-MONOMER"	2284.8774155746355
"EG11663-MONOMER"	1368.7466729119697
"G7865-MONOMER"	3284.102048431546
"EG12352-MONOMER"	1328.8565250526422
"PYRROLINECARBREDUCT-MONOMER"	2595.8607077308516
"EG10542-MONOMER"	7213.649594338807
"HYPOXANPRIBOSYLTRAN-MONOMER"	1994.9497094974768
"GPT-MONOMER"	2535.942230856614
"PHOSACETYLTRANS-MONOMER"	2475.7342468606566
"EG12147-MONOMER"	442.4078321314112
"PFLACTENZ-MONOMER"	2659.8962041770533
"E3-MONOMER"	6012.37423056206
"THIOREDOXIN-REDUCT-NADPH-MONOMER"	2203.109236190811
"EG10215-MONOMER"	91.08699159189614
"GLUCONREDUCT-MONOMER"	1405.3037774761829
"ARCA-MONOMER"	2223.0090413186963
"CARBOXYL-TRANSFERASE-BETA-MONOMER"	4742.258293741559
"ADHE-MONOMER"	2367.2367814825584
"ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER"	1744.1479408632624
"FERREDOXIN-MONOMER"	409.42487426241587
"FTSE-MONOMER"	3974.5625777517116
"LACTALDREDUCT-MONOMER"	5554.011594893219
"GLYCDEH-MONOMER"	6240.181735033934
"LIVG-MONOMER"	12215.753700526808
"PGLYCDEHYDROG-MONOMER"	4288.071726042055
"G7462-MONOMER"	1277.0892129542142
"G6259-MONOMER"	71.78800530600353
"YBHF-MONOMER"	2762.1033995053845
"G6423-MONOMER"	3265.321699839053
"EG12431-MONOMER"	132.9195167482146
"G6918-MONOMER"	343.1576316250355
"YHBG-MONOMER"	6284.306348025363
"G7854-MONOMER"	2846.432118555156
"YJJK-MONOMER"	4768.128843146316
"G7657-MONOMER"	1208.4915149910717
"G7696-MONOMER"	1366.9298874848478
"ZNUC-MONOMER"	639.7206560163528
"EG10608-MONOMER"	39153.64758965503
"PD03695"	86.8957292172894
"EG12204-MONOMER"	583.8683836940896
"PROTEIN-PII"	4870.7012058916425
"PTSH-MONOMER"	1775.0815779923437
"EG10874-MONOMER"	4282.62418008666
"OMPR-MONOMER"	1417.0038170549728
"RED-THIOREDOXIN-MONOMER"	2688.673872044491
"EG11661-MONOMER"	243.15626586745668
"EG12609-MONOMER"	3778.6344808874464
"EG11118-MONOMER"	1872.5248724504977
