# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_Clim_to_flat.py on Mon Aug  5 01:30:45 2024
"id"	"half_life (units.min)"
"AIRS-MONOMER"	339.6
"AKBLIG-MONOMER"	720.0
"ALARACEBIOSYN-MONOMER"	345.1
"ALARACECAT-MONOMER"	594.3
"ALAS-MONOMER"	661.8
"ALDDEHYDROGB-MONOMER"	305.9
"ALDHDEHYDROG-MONOMER"	161.1
"ALDOSE1EPIM-MONOMER"	720.0
"ALKAPHOSPHA-MONOMER"	720.0
"ALPHA-AMYL-CYTO-MONOMER"	720.0
"ALPHA-AMYL-PERI-MONOMER"	720.0
"ALPHACOMP-MONOMER"	299.4
"ALPHAGALACTOSID-MONOMER"	254.8
"ALTRO-OXIDOREDUCT-MONOMER"	275.1
"ALTRODEHYDRAT-MONOMER"	233.8
"AMP-NUCLEOSID-MONOMER"	635.3
"AMYLOMALT-MONOMER"	720.0
"ANSA-MONOMER"	720.0
"ANSB-MONOMER"	720.0
"ANTHRANSYNCOMPI-MONOMER"	342.3
"APHA-MONOMER"	704.0
"APPA-MONOMER"	694.4
"ARABISOM-MONOMER"	346.3
"ARAF-MONOMER"	720.0
"ARAG-MONOMER"	235.3
"ARAH-MONOMER"	242.5
"ARCA-MONOMER"	346.9
"ARCB-MONOMER"	353.0
"ARGDECARBOXBIO-MONOMER"	325.6
"ARGDECARBOXDEG-MONOMER"	308.6
"ARGS-MONOMER"	353.2
"ARGSUCCINLYA-MONOMER"	335.2
"ARGSUCCINSYN-MONOMER"	316.2
"ARGSUCCTRAN-MONOMER"	273.4
"ARGT-MONOMER"	694.8
"AROA-MONOMER"	357.3
"AROB-MONOMER"	309.7
"AROC-MONOMER"	720.0
"AROD-MONOMER"	333.8
"AROE-MONOMER"	325.7
"AROF-MONOMER"	134.5
"AROG-MONOMER"	348.5
"AROH-MONOMER"	617.5
"AROK-MONOMER"	239.3
"AROL-MONOMER"	315.2
"ARTI-MONOMER"	354.2
"ARTJ-MONOMER"	559.1
"ARTQ-MONOMER"	713.4
"ASL-MONOMER"	333.0
"ASNS-MONOMER"	693.0
"ASNSYNA-MONOMER"	152.0
"ASNSYNB-MONOMER"	298.4
"ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER"	332.7
"ASPAMINOTRANS-MONOMER"	333.3
"ASPARTASE-MONOMER"	257.0
"ASPCARBCAT-MONOMER"	350.1
"ASPCARBREG-MONOMER"	311.6
"ASPKINIHOMOSERDEHYDROGI-MONOMER"	720.0
"ASPKINIIHOMOSERDEHYDROGII-MONOMER"	293.4
"ASPKINIII-MONOMER"	280.4
"ASPS-MONOMER"	720.0
"ATOC-MONOMER"	333.8
"ATPA-MONOMER"	698.3
"ATPB-MONOMER"	720.0
"ATPC-MONOMER"	673.0
"ATPD-MONOMER"	720.0
"ATPE-MONOMER"	355.7
"ATPF-MONOMER"	720.0
"ATPG-MONOMER"	720.0
"ATPH-MONOMER"	720.0
"ATPPHOSRIBOSTRANS-MONOMER"	296.5
"B0260-MONOMER"	247.7
"B0427-MONOMER"	326.8
"B0899-MONOMER"	347.3
"B2076-MONOMER"	720.0
"BADH-MONOMER"	312.8
"BAER-MONOMER"	332.2
"BAES-MONOMER"	675.9
"BARA-MONOMER"	359.1
"BASR-MONOMER"	319.8
"BASS-MONOMER"	359.5
"BCCP-MONOMER"	330.9
"BETA-GLUCURONID-MONOMER"	327.8
"BETACOMP-MONOMER"	249.8
"BETAGALACTOSID-MONOMER"	323.9
"BIOTIN-CARBOXYL-MONOMER"	676.7
"BIOTIN-SYN-MONOMER"	48.2
"BIOTINLIG-MONOMER"	284.5
"BRANCHED-CHAINAMINOTRANSFER-MONOMER"	338.0
"BTUE-MONOMER"	295.7
"CARBOXYL-TRANSFERASE-ALPHA-MONOMER"	720.0
"CARBOXYL-TRANSFERASE-BETA-MONOMER"	671.2
"CARBPSYN-LARGE"	344.8
"CARBPSYN-SMALL"	592.2
"CARDIOLIPSYN-MONOMER"	720.0
"CARNRACE-MONOMER"	297.5
"CCME-MONOMER"	535.2
"CDPDIGLYPYPHOSPHA-MONOMER"	720.0
"CELA-MONOMER"	218.4
"CFA-MONOMER"	28.4
"CHAINI-MONOMER"	282.6
"CHEB-MONOMER"	192.7
"CHEW-MONOMER"	104.5
"CHEY-MONOMER"	244.7
"CHORISMUTPREPHENDEHYDRAT-MONOMER"	322.5
"CHORISMUTPREPHENDEHYDROG-MONOMER"	273.5
"CHORPYRLY-MONOMER"	256.2
"CITSYN-MONOMER"	314.3
"CMPKI-MONOMER"	326.7
"COBALADENOSYLTRANS-MONOMER"	303.1
"COBS-MONOMER"	720.0
"COPROGENOXI-MONOMER"	314.4
"CORA-MONOMER"	706.6
"CPDB-MONOMER"	720.0
"CPM-KDOSYNTH-MONOMER"	647.5
"CPXA-MONOMER"	355.4
"CPXR-MONOMER"	326.3
"CREB-MONOMER"	291.7
"CREC-MONOMER"	597.2
"CRR-MONOMER"	320.1
"CTPSYN-MONOMER"	720.0
"CYCA-MONOMER"	501.5
"CYCLASE-MONOMER"	331.6
"CYDA-MONOMER"	720.0
"CYDC-MONOMER"	720.0
"CYDD-MONOMER"	720.0
"CYOA-MONOMER"	720.0
"CYOB-MONOMER"	720.0
"CYSA-MONOMER"	215.0
"CYSD-MONOMER"	94.6
"CYSN-MONOMER"	94.9
"CYSP-MONOMER"	601.0
"CYSS-MONOMER"	324.4
"CYSTATHIONINE-BETA-LYASE-MONOMER"	285.5
"CYTDEAM-MONOMER"	720.0
"CYTIDEAM-MONOMER"	643.1
"DALADALALIGA-MONOMER"	627.5
"DALADALALIGB-MONOMER"	720.0
"DALADEHYDROGA-MONOMER"	60.4
"DAPASYN-MONOMER"	356.8
"DCTA-MONOMER"	335.5
"DCTP-DEAM-MONOMER"	288.7
"DCUR-MONOMER"	196.4
"DCUS-MONOMER"	353.0
"DCYSDESULF-MONOMER"	720.0
"DEOA-MONOMER"	720.0
"DEOD-MONOMER"	720.0
"DEOXYGLUCONOKIN-MONOMER"	357.4
"DEOXYRIBOSE-P-ALD-MONOMER"	720.0
"DETHIOBIOTIN-SYN-MONOMER"	282.8
"DGTPTRIPHYDRO-MONOMER"	698.0
"DHHB-METHYLTRANSFER-MONOMER"	297.5
"DIACYLGLYKIN-MONOMER"	720.0
"DIAMINOPIMDECARB-MONOMER"	285.8
"DIAMINOPIMEPIM-MONOMER"	355.4
"DIENOYLCOAREDUCT-MONOMER"	296.3
"DIHYDRODIPICSYN-MONOMER"	327.9
"DIHYDROFOLATEREDUCT-MONOMER"	693.8
"DIHYDROOROT-MONOMER"	338.5
"DIHYDROOROTOX-MONOMER"	720.0
"DIHYDROPICRED-MONOMER"	718.9
"DIHYDROPTERIREDUCT-MONOMER"	202.9
"DIHYDROXYACIDDEHYDRAT-MONOMER"	318.4
"DIOHBUTANONEPSYN-MONOMER"	72.0
"DISULFOXRED-MONOMER"	319.1
"DLACTDEHYDROGFAD-MONOMER"	256.8
"DLACTDEHYDROGNAD-MONOMER"	358.2
"DMBPPRIBOSYLTRANS-MONOMER"	277.8
"DPPA-MONOMER"	720.0
"DPPB-MONOMER"	720.0
"DPPD-MONOMER"	718.6
"DPPF-MONOMER"	696.2
"DSBC-MONOMER"	341.9
"DSBD-MONOMER"	720.0
"DSBG-MONOMER"	675.9
"DSERDEAM-MONOMER"	600.2
"DTDPGLUCDEHYDRAT2-MONOMER"	702.0
"DTDPGLUCOSEPP2-MONOMER"	641.2
"DTMPKI-MONOMER"	306.7
"DUTP-PYROP-MONOMER"	720.0
"DXPREDISOM-MONOMER"	319.5
"DXS-MONOMER"	643.5
"E1O-MONOMER"	308.0
"E1P-MONOMER"	720.0
"E2O-MONOMER"	342.1
"E2P-MONOMER"	346.7
"E3-MONOMER"	720.0
"EG10011-MONOMER"	213.9
"EG10015-MONOMER"	341.2
"EG10018-MONOMER"	720.0
"EG10021-MONOMER"	308.4
"EG10040-MONOMER"	357.6
"EG10041-MONOMER"	246.7
"EG10042-MONOMER"	720.0
"EG10043-MONOMER"	341.6
"EG10044-MONOMER"	626.3
"EG10048-MONOMER"	283.1
"EG10087-MONOMER"	294.5
"EG10108-MONOMER"	321.7
"EG10113-MONOMER"	681.2
"EG10122-MONOMER"	720.0
"EG10124-MONOMER"	274.0
"EG10126-MONOMER"	720.0
"EG10136-MONOMER"	303.6
"EG10144-MONOMER"	597.1
"EG10153-MONOMER"	297.8
"EG10154-MONOMER"	680.5
"EG10155-MONOMER"	720.0
"EG10156-MONOMER"	48.0
"EG10158-MONOMER"	671.8
"EG10159-MONOMER"	88.2
"EG10167-MONOMER"	320.7
"EG10168-MONOMER"	720.0
"EG10201-MONOMER"	719.8
"EG10202-MONOMER"	720.0
"EG10203-MONOMER"	720.0
"EG10204-MONOMER"	338.9
"EG10211-MONOMER"	199.4
"EG10212-MONOMER"	340.3
"EG10215-MONOMER"	84.1
"EG10216-MONOMER"	301.6
"EG10218-MONOMER"	207.3
"EG10226-MONOMER"	314.9
"EG10230-MONOMER"	196.3
"EG10236-MONOMER"	333.1
"EG10237-MONOMER"	280.2
"EG10238-MONOMER"	289.2
"EG10239-MONOMER"	251.3
"EG10240-MONOMER"	298.1
"EG10241-MONOMER"	350.9
"EG10242-MONOMER"	358.9
"EG10243-MONOMER"	50.8
"EG10252-MONOMER"	720.0
"EG10270-MONOMER"	250.4
"EG10272-MONOMER"	80.5
"EG10280-MONOMER"	656.7
"EG10284-MONOMER"	208.9
"EG10293-MONOMER"	720.0
"EG10300-MONOMER"	293.9
"EG10302-MONOMER"	720.0
"EG10306-MONOMER"	720.0
"EG10307-MONOMER"	609.0
"EG10321-MONOMER"	43.0
"EG10322-MONOMER"	102.9
"EG10329-MONOMER"	720.0
"EG10335-MONOMER"	290.1
"EG10339-MONOMER"	344.3
"EG10341-MONOMER"	105.0
"EG10343-MONOMER"	334.1
"EG10346-MONOMER"	350.1
"EG10347-MONOMER"	74.9
"EG10355-MONOMER"	720.0
"EG10360-MONOMER"	648.8
"EG10370-MONOMER"	281.1
"EG10374-MONOMER"	720.0
"EG10375-MONOMER"	84.9
"EG10376-MONOMER"	630.2
"EG10381-MONOMER"	328.3
"EG10415-MONOMER"	268.8
"EG10416-MONOMER"	325.6
"EG10423-MONOMER"	301.7
"EG10424-MONOMER"	352.8
"EG10426-MONOMER"	303.4
"EG10434-MONOMER"	720.0
"EG10435-MONOMER"	701.5
"EG10436-MONOMER"	720.0
"EG10437-MONOMER"	249.0
"EG10438-MONOMER"	720.0
"EG10443-MONOMER"	338.8
"EG10454-MONOMER"	706.4
"EG10455-MONOMER"	615.1
"EG10456-MONOMER"	217.4
"EG10458-MONOMER"	315.1
"EG10459-MONOMER"	282.3
"EG10460-MONOMER"	653.0
"EG10461-MONOMER"	345.4
"EG10462-MONOMER"	289.7
"EG10463-MONOMER"	353.0
"EG10466-MONOMER"	333.0
"EG10467-MONOMER"	306.0
"EG10484-MONOMER"	251.3
"EG10486-MONOMER"	236.7
"EG10487-MONOMER"	548.6
"EG10490-MONOMER"	697.7
"EG10504-MONOMER"	320.3
"EG10506-MONOMER"	333.3
"EG10523-MONOMER"	720.0
"EG10528-MONOMER"	720.0
"EG10529-MONOMER"	329.4
"EG10530-MONOMER"	720.0
"EG10534-MONOMER"	340.8
"EG10542-MONOMER"	356.6
"EG10544-MONOMER"	295.4
"EG10559-MONOMER"	296.1
"EG10564-MONOMER"	315.7
"EG10570-MONOMER"	331.1
"EG10572-MONOMER"	303.8
"EG10595-MONOMER"	328.2
"EG10596-MONOMER"	343.4
"EG10597-MONOMER"	332.7
"EG10598-MONOMER"	275.7
"EG10599-MONOMER"	720.0
"EG10600-MONOMER"	636.9
"EG10603-MONOMER"	329.3
"EG10606-MONOMER"	708.5
"EG10607-MONOMER"	720.0
"EG10608-MONOMER"	720.0
"EG10609-MONOMER"	334.3
"EG10611-MONOMER"	313.4
"EG10612-MONOMER"	292.7
"EG10613-MONOMER"	337.8
"EG10618-MONOMER"	309.4
"EG10624-MONOMER"	309.7
"EG10625-MONOMER"	297.9
"EG10626-MONOMER"	302.7
"EG10651-MONOMER"	107.2
"EG10657-MONOMER"	329.7
"EG10658-MONOMER"	357.2
"EG10662-MONOMER"	334.6
"EG10665-MONOMER"	633.0
"EG10666-MONOMER"	313.1
"EG10667-MONOMER"	338.2
"EG10669-MONOMER"	720.0
"EG10670-MONOMER"	697.0
"EG10671-MONOMER"	667.5
"EG10673-MONOMER"	690.1
"EG10680-MONOMER"	720.0
"EG10684-MONOMER"	336.2
"EG10686-MONOMER"	224.7
"EG10687-MONOMER"	286.7
"EG10689-MONOMER"	289.7
"EG10690-MONOMER"	262.0
"EG10694-MONOMER"	702.3
"EG10695-MONOMER"	336.7
"EG10696-MONOMER"	333.1
"EG10697-MONOMER"	720.0
"EG10698-MONOMER"	343.4
"EG10735-MONOMER"	302.1
"EG10739-MONOMER"	676.9
"EG10743-MONOMER"	687.6
"EG10746-MONOMER"	356.0
"EG10747-MONOMER"	294.3
"EG10748-MONOMER"	342.1
"EG10757-MONOMER"	298.8
"EG10758-MONOMER"	595.2
"EG10760-MONOMER"	339.7
"EG10761-MONOMER"	580.9
"EG10762-MONOMER"	299.4
"EG10763-MONOMER"	350.8
"EG10765-MONOMER"	221.1
"EG10776-MONOMER"	306.6
"EG10777-MONOMER"	720.0
"EG10778-MONOMER"	228.5
"EG10785-MONOMER"	631.6
"EG10786-MONOMER"	354.6
"EG10812-MONOMER"	288.9
"EG10817-MONOMER"	638.7
"EG10823-MONOMER"	289.1
"EG10824-MONOMER"	720.0
"EG10825-MONOMER"	720.0
"EG10826-MONOMER"	263.7
"EG10827-MONOMER"	251.8
"EG10828-MONOMER"	304.0
"EG10829-MONOMER"	632.7
"EG10830-MONOMER"	219.8
"EG10837-MONOMER"	293.2
"EG10838-MONOMER"	677.2
"EG10839-MONOMER"	314.3
"EG10841-MONOMER"	84.1
"EG10844-MONOMER"	344.0
"EG10845-MONOMER"	355.0
"EG10851-MONOMER"	301.0
"EG10852-MONOMER"	318.0
"EG10853-MONOMER"	347.3
"EG10854-MONOMER"	720.0
"EG10855-MONOMER"	720.0
"EG10856-MONOMER"	720.0
"EG10857-MONOMER"	332.2
"EG10858-MONOMER"	314.1
"EG10859-MONOMER"	341.2
"EG10863-MONOMER"	702.5
"EG10864-MONOMER"	354.5
"EG10865-MONOMER"	688.6
"EG10866-MONOMER"	353.7
"EG10867-MONOMER"	703.7
"EG10868-MONOMER"	614.0
"EG10869-MONOMER"	655.9
"EG10870-MONOMER"	318.2
"EG10871-MONOMER"	720.0
"EG10872-MONOMER"	358.2
"EG10873-MONOMER"	720.0
"EG10874-MONOMER"	709.1
"EG10875-MONOMER"	339.6
"EG10876-MONOMER"	311.9
"EG10877-MONOMER"	720.0
"EG10878-MONOMER"	720.0
"EG10879-MONOMER"	336.8
"EG10880-MONOMER"	314.8
"EG10881-MONOMER"	327.4
"EG10882-MONOMER"	638.7
"EG10883-MONOMER"	316.5
"EG10884-MONOMER"	293.8
"EG10885-MONOMER"	337.9
"EG10886-MONOMER"	328.0
"EG10888-MONOMER"	343.6
"EG10893-MONOMER"	626.2
"EG10899-MONOMER"	218.0
"EG10900-MONOMER"	607.1
"EG10901-MONOMER"	354.0
"EG10902-MONOMER"	707.0
"EG10903-MONOMER"	620.6
"EG10904-MONOMER"	330.5
"EG10905-MONOMER"	705.7
"EG10906-MONOMER"	711.0
"EG10907-MONOMER"	649.4
"EG10908-MONOMER"	720.0
"EG10909-MONOMER"	640.7
"EG10910-MONOMER"	720.0
"EG10911-MONOMER"	686.0
"EG10912-MONOMER"	326.5
"EG10913-MONOMER"	517.5
"EG10914-MONOMER"	720.0
"EG10915-MONOMER"	529.7
"EG10916-MONOMER"	720.0
"EG10917-MONOMER"	584.0
"EG10918-MONOMER"	333.1
"EG10919-MONOMER"	587.1
"EG10921-MONOMER"	347.8
"EG10923-MONOMER"	302.5
"EG10924-MONOMER"	212.0
"EG10925-MONOMER"	260.2
"EG10926-MONOMER"	352.2
"EG10927-MONOMER"	312.6
"EG10941-MONOMER"	705.0
"EG10942-MONOMER"	333.9
"EG10943-MONOMER"	297.0
"EG10949-MONOMER"	673.5
"EG10950-MONOMER"	719.7
"EG10951-MONOMER"	720.0
"EG10955-MONOMER"	211.0
"EG10956-MONOMER"	681.0
"EG10967-MONOMER"	341.9
"EG10968-MONOMER"	320.9
"EG10973-MONOMER"	320.3
"EG10975-MONOMER"	328.1
"EG10976-MONOMER"	312.8
"EG10977-MONOMER"	354.1
"EG10978-MONOMER"	353.5
"EG10983-MONOMER"	720.0
"EG10985-MONOMER"	702.7
"EG10996-MONOMER"	656.2
"EG10997-MONOMER"	327.5
"EG11003-MONOMER"	344.3
"EG11004-MONOMER"	306.6
"EG11007-MONOMER"	694.7
"EG11008-MONOMER"	679.2
"EG11009-MONOMER"	720.0
"EG11010-MONOMER"	716.4
"EG11011-MONOMER"	341.1
"EG11012-MONOMER"	216.1
"EG11013-MONOMER"	357.5
"EG11014-MONOMER"	187.5
"EG11022-MONOMER"	720.0
"EG11023-MONOMER"	352.6
"EG11033-MONOMER"	350.3
"EG11035-MONOMER"	720.0
"EG11038-MONOMER"	332.6
"EG11058-MONOMER"	310.1
"EG11059-MONOMER"	336.8
"EG11061-MONOMER"	720.0
"EG11062-MONOMER"	241.2
"EG11063-MONOMER"	305.8
"EG11064-MONOMER"	283.2
"EG11071-MONOMER"	182.2
"EG11072-MONOMER"	683.4
"EG11073-MONOMER"	351.8
"EG11081-MONOMER"	223.3
"EG11082-MONOMER"	337.4
"EG11083-MONOMER"	720.0
"EG11084-MONOMER"	720.0
"EG11085-MONOMER"	343.4
"EG11088-MONOMER"	569.4
"EG11091-MONOMER"	225.7
"EG11092-MONOMER"	188.8
"EG11094-MONOMER"	324.2
"EG11096-MONOMER"	688.3
"EG11100-MONOMER"	266.5
"EG11101-MONOMER"	320.9
"EG11110-MONOMER"	359.1
"EG11117-MONOMER"	322.4
"EG11118-MONOMER"	346.8
"EG11119-MONOMER"	269.1
"EG11121-MONOMER"	343.4
"EG11124-MONOMER"	720.0
"EG11125-MONOMER"	313.4
"EG11126-MONOMER"	302.6
"EG11128-MONOMER"	246.7
"EG11131-MONOMER"	255.2
"EG11132-MONOMER"	338.5
"EG11134-MONOMER"	329.3
"EG11137-MONOMER"	240.8
"EG11139-MONOMER"	312.7
"EG11140-MONOMER"	182.3
"EG11147-MONOMER"	587.1
"EG11149-MONOMER"	328.7
"EG11153-MONOMER"	283.4
"EG11157-MONOMER"	265.5
"EG11160-MONOMER"	720.0
"EG11164-MONOMER"	222.9
"EG11165-MONOMER"	346.8
"EG11171-MONOMER"	283.3
"EG11177-MONOMER"	312.2
"EG11178-MONOMER"	322.6
"EG11179-MONOMER"	348.9
"EG11180-MONOMER"	720.0
"EG11182-MONOMER"	649.5
"EG11183-MONOMER"	330.7
"EG11187-MONOMER"	233.9
"EG11188-MONOMER"	332.9
"EG11191-MONOMER"	329.7
"EG11192-MONOMER"	341.1
"EG11195-MONOMER"	342.8
"EG11199-MONOMER"	279.9
"EG11201-MONOMER"	83.8
"EG11202-MONOMER"	345.0
"EG11212-MONOMER"	534.6
"EG11217-MONOMER"	720.0
"EG11238-MONOMER"	720.0
"EG11239-MONOMER"	209.1
"EG11241-MONOMER"	618.4
"EG11244-MONOMER"	720.0
"EG11246-MONOMER"	336.0
"EG11247-MONOMER"	307.4
"EG11249-MONOMER"	720.0
"EG11252-MONOMER"	350.7
"EG11254-MONOMER"	297.5
"EG11256-MONOMER"	297.9
"EG11259-MONOMER"	720.0
"EG11261-MONOMER"	288.0
"EG11268-MONOMER"	354.8
"EG11281-MONOMER"	336.8
"EG11285-MONOMER"	351.6
"EG11288-MONOMER"	347.9
"EG11291-MONOMER"	306.6
"EG11292-MONOMER"	686.6
"EG11293-MONOMER"	707.7
"EG11294-MONOMER"	628.7
"EG11295-MONOMER"	720.0
"EG11296-MONOMER"	293.6
"EG11298-MONOMER"	337.7
"EG11299-MONOMER"	261.8
"EG11306-MONOMER"	73.7
"EG11309-MONOMER"	331.6
"EG11311-MONOMER"	220.4
"EG11320-MONOMER"	276.1
"EG11323-MONOMER"	311.1
"EG11333-MONOMER"	331.2
"EG11338-MONOMER"	236.4
"EG11344-MONOMER"	625.2
"EG11345-MONOMER"	720.0
"EG11354-MONOMER"	720.0
"EG11355-MONOMER"	107.0
"EG11357-MONOMER"	235.8
"EG11361-MONOMER"	681.1
"EG11376-MONOMER"	671.1
"EG11383-MONOMER"	648.3
"EG11384-MONOMER"	303.1
"EG11385-MONOMER"	281.3
"EG11390-MONOMER"	309.8
"EG11391-MONOMER"	323.4
"EG11394-MONOMER"	358.2
"EG11396-MONOMER"	675.8
"EG11404-MONOMER"	286.4
"EG11410-MONOMER"	253.1
"EG11412-MONOMER"	497.8
"EG11413-MONOMER"	647.7
"EG11415-MONOMER"	101.8
"EG11423-MONOMER"	690.7
"EG11430-MONOMER"	315.2
"EG11433-MONOMER"	317.4
"EG11436-MONOMER"	659.6
"EG11437-MONOMER"	331.4
"EG11438-MONOMER"	310.5
"EG11440-MONOMER"	236.2
"EG11441-MONOMER"	310.3
"EG11447-MONOMER"	451.2
"EG11449-MONOMER"	340.6
"EG11467-MONOMER"	343.6
"EG11470-MONOMER"	292.7
"EG11472-MONOMER"	292.3
"EG11474-MONOMER"	290.4
"EG11488-MONOMER"	720.0
"EG11494-MONOMER"	720.0
"EG11497-MONOMER"	293.7
"EG11503-MONOMER"	352.9
"EG11506-MONOMER"	330.8
"EG11507-MONOMER"	351.9
"EG11511-MONOMER"	349.7
"EG11516-MONOMER"	63.0
"EG11517-MONOMER"	323.4
"EG11529-MONOMER"	321.1
"EG11534-MONOMER"	72.0
"EG11536-MONOMER"	319.7
"EG11537-MONOMER"	578.7
"EG11545-MONOMER"	15.9
"EG11549-MONOMER"	584.4
"EG11554-MONOMER"	356.4
"EG11569-MONOMER"	720.0
"EG11570-MONOMER"	358.4
"EG11578-MONOMER"	278.1
"EG11580-MONOMER"	350.6
"EG11581-MONOMER"	301.4
"EG11595-MONOMER"	37.1
"EG11597-MONOMER"	285.4
"EG11598-MONOMER"	346.5
"EG11600-MONOMER"	344.6
"EG11603-MONOMER"	639.6
"EG11613-MONOMER"	644.5
"EG11619-MONOMER"	686.6
"EG11620-MONOMER"	348.1
"EG11644-MONOMER"	313.1
"EG11649-MONOMER"	720.0
"EG11650-MONOMER"	97.3
"EG11652-MONOMER"	354.5
"EG11656-MONOMER"	218.2
"EG11659-MONOMER"	720.0
"EG11660-MONOMER"	266.2
"EG11662-MONOMER"	323.2
"EG11663-MONOMER"	277.9
"EG11666-MONOMER"	297.4
"EG11676-MONOMER"	611.3
"EG11681-MONOMER"	285.3
"EG11682-MONOMER"	311.0
"EG11684-MONOMER"	354.3
"EG11685-MONOMER"	720.0
"EG11690-MONOMER"	304.4
"EG11702-MONOMER"	305.2
"EG11703-MONOMER"	720.0
"EG11712-MONOMER"	282.5
"EG11713-MONOMER"	355.2
"EG11722-MONOMER"	201.8
"EG11724-MONOMER"	720.0
"EG11730-MONOMER"	318.7
"EG11731-MONOMER"	345.5
"EG11736-MONOMER"	720.0
"EG11738-MONOMER"	183.3
"EG11740-MONOMER"	678.7
"EG11743-MONOMER"	558.6
"EG11744-MONOMER"	353.8
"EG11757-MONOMER"	326.7
"EG11758-MONOMER"	604.5
"EG11759-MONOMER"	346.2
"EG11762-MONOMER"	331.1
"EG11768-MONOMER"	352.2
"EG11776-MONOMER"	344.7
"EG11782-MONOMER"	720.0
"EG11784-MONOMER"	87.5
"EG11786-MONOMER"	334.1
"EG11794-MONOMER"	355.8
"EG11796-MONOMER"	352.6
"EG11802-MONOMER"	342.2
"EG11806-MONOMER"	269.2
"EG11807-MONOMER"	265.8
"EG11811-MONOMER"	354.4
"EG11820-MONOMER"	638.9
"EG11829-MONOMER"	354.1
"EG11830-MONOMER"	285.8
"EG11831-MONOMER"	322.8
"EG11835-MONOMER"	261.8
"EG11837-MONOMER"	348.1
"EG11838-MONOMER"	720.0
"EG11843-MONOMER"	720.0
"EG11846-MONOMER"	517.8
"EG11848-MONOMER"	357.0
"EG11850-MONOMER"	567.6
"EG11852-MONOMER"	328.6
"EG11859-MONOMER"	287.7
"EG11870-MONOMER"	543.4
"EG11874-MONOMER"	315.5
"EG11876-MONOMER"	296.9
"EG11878-MONOMER"	300.4
"EG11879-MONOMER"	720.0
"EG11881-MONOMER"	356.3
"EG11884-MONOMER"	311.3
"EG11885-MONOMER"	720.0
"EG11891-MONOMER"	324.1
"EG11892-MONOMER"	234.1
"EG11899-MONOMER"	227.7
"EG11905-MONOMER"	234.2
"EG11914-MONOMER"	720.0
"EG11915-MONOMER"	677.8
"EG11916-MONOMER"	720.0
"EG11919-MONOMER"	720.0
"EG11921-MONOMER"	246.7
"EG11928-MONOMER"	662.7
"EG11932-MONOMER"	325.9
"EG11935-MONOMER"	284.6
"EG11939-MONOMER"	720.0
"EG11951-MONOMER"	62.6
"EG11964-MONOMER"	594.9
"EG11967-MONOMER"	23.1
"EG12005-MONOMER"	703.4
"EG12006-MONOMER"	720.0
"EG12007-MONOMER"	322.4
"EG12008-MONOMER"	231.9
"EG12013-MONOMER"	720.0
"EG12015-MONOMER"	71.7
