"id"	"halfLife"
"EG10330_RNA"	135.149368854
"EG10331_RNA"	151.801221027
"EG10332_RNA"	250.509278379
"EG10333_RNA"	267.944158839
"EG10334_RNA"	123.104879132
"EG10335_RNA"	197.371204346
"EG10336_RNA"	399.131409912
"EG10337_RNA"	315.928695336
"EG10338_RNA"	129.547259038
"EG10339_RNA"	124.42633249
"EG10340_RNA"	160.194266148
"EG10341_RNA"	273.491429508
"EG10342_RNA"	100.647731673
"EG10343_RNA"	256.735763825
"EG10344_RNA"	161.270831238
"EG10345_RNA"	198.610748024
"EG10346_RNA"	120.04423582
"EG10347_RNA"	211.798320536
"EG10348_RNA"	169.402722792
"EG10349_RNA"	298.014903137
"EG10350_RNA"	214.97845417
"EG10351_RNA"	169.402722792
"EG10352_RNA"	197.802777763
"EG10353_RNA"	123.247545833
"EG10355_RNA"	169.402722792
"EG10356_RNA"	237.991098634
"EG10357_RNA"	267.328083909
"EG10358_RNA"	143.147039513
"EG10359_RNA"	177.231825293
"EG10360_RNA"	265.16205534
"EG10361_RNA"	596.567720658
"EG10362_RNA"	168.505984048
"EG10363_RNA"	221.8663932
"EG10364_RNA"	128.754211301
"EG10365_RNA"	87.1892294932
"EG10366_RNA"	127.567405908
"EG10367_RNA"	194.665711187
"EG10368_RNA"	111.917737925
"EG10369_RNA"	182.391857502
"EG10370_RNA"	134.876639028
"EG10371_RNA"	169.402722792
"EG10372_RNA"	132.063803832
"EG10373_RNA"	494.996088994
"EG10374_RNA"	307.40193796
"EG10375_RNA"	142.668137978
"EG10376_RNA"	95.4767368789
"EG10377_RNA"	305.167439145
"EG10378_RNA"	223.432792213
"EG10379_RNA"	321.793726409
"EG10380_RNA"	210.57355733
"EG10381_RNA"	198.893155273
"EG10382_RNA"	129.394844279
"EG10383_RNA"	220.73128077
"EG10384_RNA"	259.810656506
"EG10385_RNA"	259.923622491
"EG10386_RNA"	552.706608902
"EG10387_RNA"	138.83862283
"EG10388_RNA"	265.003967956
"EG10389_RNA"	267.0093406
"EG10390_RNA"	194.919787267
"EG10391_RNA"	137.052112712
"EG10392_RNA"	172.809951568
"EG10393_RNA"	133.100975447
"EG10394_RNA"	104.484674443
"EG10395_RNA"	125.757277537
"EG10396_RNA"	229.587067407
"EG10397_RNA"	139.887745877
"EG10398_RNA"	202.36584913
"EG10399_RNA"	150.682526156
"EG10400_RNA"	126.803923423
"EG10401_RNA"	205.291707096
"EG10402_RNA"	136.511090769
"EG10403_RNA"	195.467405512
"EG10404_RNA"	231.900371992
"EG10405_RNA"	125.87490094
"EG10406_RNA"	170.683770247
"EG10407_RNA"	112.244583947
"EG10408_RNA"	243.950969874
"EG10409_RNA"	128.118174834
"EG10410_RNA"	127.506975853
"EG10411_RNA"	169.402722792
"EG10412_RNA"	133.642170166
"EG10413_RNA"	167.87825161
"EG10414_RNA"	96.6046135164
"EG10415_RNA"	182.582089003
"EG10416_RNA"	334.416000125
"EG10417_RNA"	426.278571434
"EG10418_RNA"	171.360796217
"EG10419_RNA"	166.224816308
"EG10420_RNA"	173.297997664
"EG10421_RNA"	137.816827076
"EG10422_RNA"	147.989495031
"EG10423_RNA"	250.418285234
"EG10424_RNA"	207.622707243
"EG10425_RNA"	169.402722792
"EG10426_RNA"	122.170171376
"EG10427_RNA"	165.982320097
"EG10428_RNA"	180.669376457
"EG10429_RNA"	130.107477806
"EG10430_RNA"	85.3897142619
"EG10431_RNA"	96.1813134045
"EG10432_RNA"	190.482972607
"EG10433_RNA"	116.056609398
"EG10434_RNA"	138.817772729
"EG10435_RNA"	214.484124187
"EG10436_RNA"	165.441398117
"EG10437_RNA"	116.715052598
"EG10438_RNA"	270.786076586
"EG10439_RNA"	278.360629534
"EG10440_RNA"	570.195193634
"EG10441_RNA"	143.639513789
"EG10442_RNA"	128.508084126
"EG10443_RNA"	120.911133378
"EG10444_RNA"	186.520182709
"EG10445_RNA"	236.153232733
"EG10446_RNA"	187.440976006
"EG10447_RNA"	206.08404943
"EG10448_RNA"	137.371352859
"EG10449_RNA"	167.765612307
"EG10450_RNA"	196.374456628
"EG10451_RNA"	203.266966184
"EG10452_RNA"	164.880001157
"EG10453_RNA"	127.166455257
"EG10454_RNA"	206.560756517
"EG10455_RNA"	385.713305909
"EG10456_RNA"	169.402722792
"EG10457_RNA"	303.720797254
"EG10458_RNA"	166.669887981
"EG10459_RNA"	178.876702336
"EG10460_RNA"	148.15018237
"EG10461_RNA"	189.557476929
"EG10462_RNA"	219.125885944
"EG10463_RNA"	239.302733923
"EG10464_RNA"	82.627849175
"EG10465_RNA"	181.595162514
"EG10466_RNA"	346.069052171
"EG10467_RNA"	169.402722792
"EG10468_RNA"	169.402722792
"EG10469_RNA"	169.402722792
"EG10470_RNA"	124.62042032
"EG10471_RNA"	169.402722792
"EG10472_RNA"	169.402722792
"EG10473_RNA"	117.163695101
"EG10474_RNA"	169.402722792
"EG10475_RNA"	311.611516867
"EG10476_RNA"	169.402722792
"EG10477_RNA"	169.402722792
"EG10478_RNA"	664.792817354
"EG10479_RNA"	169.402722792
"EG10480_RNA"	169.402722792
"EG10481_RNA"	241.268334488
"EG10482_RNA"	169.402722792
"EG10483_RNA"	281.021953648
"EG10484_RNA"	205.1644441
"EG10485_RNA"	150.173264598
"EG10486_RNA"	342.287287595
"EG10487_RNA"	169.402722792
"EG10488_RNA"	95.2885737556
"EG10489_RNA"	245.845310022
"EG10490_RNA"	232.49788308
"EG10491_RNA"	112.158009759
"EG10492_RNA"	231.483955588
"EG10493_RNA"	190.542144121
"EG10494_RNA"	134.882738203
"EG10495_RNA"	167.990254281
"EG10496_RNA"	181.250029418
"EG10497_RNA"	197.898799291
"EG10498_RNA"	166.507472868
"EG10499_RNA"	111.355786028
"EG10500_RNA"	177.841924448
"EG10501_RNA"	159.817007025
"EG10502_RNA"	134.56374419
"EG10503_RNA"	149.335880491
"EG10504_RNA"	169.402722792
"EG10505_RNA"	181.526920739
"EG10506_RNA"	169.402722792
"EG10507_RNA"	458.142420217
"EG10508_RNA"	120.630041682
"EG10509_RNA"	147.229079062
"EG10510_RNA"	333.635519293
"EG10511_RNA"	339.001732061
"EG10512_RNA"	400.126064069
"EG10513_RNA"	304.416511537
"EG10514_RNA"	169.402722792
"EG10515_RNA"	397.762579056
"EG10516_RNA"	201.168629224
"EG10517_RNA"	118.132131277
"EG10518_RNA"	134.641288072
"EG10519_RNA"	226.343485504
"EG10520_RNA"	71.8902036279
"EG10521_RNA"	204.238251503
"EG10522_RNA"	108.773277633
"EG10523_RNA"	187.09436122
"EG10524_RNA"	192.442234882
"EG10525_RNA"	160.222075355
"EG10526_RNA"	234.761214191
"EG10527_RNA"	136.37216756
"EG10528_RNA"	256.600876208
"EG10529_RNA"	153.212871723
"EG10530_RNA"	132.941176674
"EG10531_RNA"	161.792792599
"EG10532_RNA"	104.645418908
"EG10533_RNA"	152.549543263
"EG10534_RNA"	167.319925179
"EG10535_RNA"	353.747651613
"EG10536_RNA"	162.248184981
"EG10537_RNA"	253.264664832
"EG10538_RNA"	246.632326133
"EG10539_RNA"	197.592522343
"EG10540_RNA"	144.869473655
"EG10541_RNA"	271.567899132
"EG10542_RNA"	249.310347047
"EG10543_RNA"	193.780340586
"EG10544_RNA"	169.402722792
"EG10545_RNA"	328.931023951
"EG10546_RNA"	142.610609187
"EG10547_RNA"	440.158278165
"EG10548_RNA"	280.345509835
"EG10549_RNA"	135.29545291
"EG10550_RNA"	153.548490404
"EG10551_RNA"	139.196227281
"EG10552_RNA"	217.058487711
"EG10553_RNA"	290.485074005
"EG10554_RNA"	165.542994359
"EG10555_RNA"	99.8667308213
"EG10556_RNA"	166.619256334
"EG10557_RNA"	167.717167582
"EG10558_RNA"	348.783918259
"EG10559_RNA"	221.599853932
"EG10560_RNA"	232.074995602
"EG10561_RNA"	268.504008852
"EG10562_RNA"	103.222222808
"EG10563_RNA"	134.089761121
"EG10564_RNA"	112.98531751
"EG10565_RNA"	188.265702894
"EG10566_RNA"	247.725527481
"EG10567_RNA"	438.764605027
"EG10568_RNA"	376.849413381
"EG10569_RNA"	436.236385953
"EG10570_RNA"	216.869760653
"EG10571_RNA"	245.365117811
"EG10572_RNA"	204.139415981
"EG10573_RNA"	210.455965478
"EG10574_RNA"	252.533235475
"EG10575_RNA"	133.188351949
"EG10576_RNA"	169.402722792
"EG10577_RNA"	336.188288596
"EG10578_RNA"	142.492328324
"EG10579_RNA"	173.069461109
"EG10580_RNA"	121.306656011
"EG10581_RNA"	194.813193644
"EG10582_RNA"	112.776949777
"EG10583_RNA"	201.996941874
"EG10584_RNA"	336.294009189
"EG10585_RNA"	112.129373302
"EG10586_RNA"	99.5771031496
"EG10587_RNA"	101.810648371
"EG10588_RNA"	168.3476625
"EG10589_RNA"	105.133880943
"EG10590_RNA"	178.454107059
"EG10591_RNA"	167.22141952
"EG10592_RNA"	75.9606926377
"EG10593_RNA"	108.525569232
"EG10594_RNA"	116.448274729
"EG10595_RNA"	891.472780986
"EG10596_RNA"	121.470045648
"EG10597_RNA"	180.572512334
"EG10598_RNA"	132.893252726
"EG10599_RNA"	282.019608956
"EG10600_RNA"	254.992859131
"EG10601_RNA"	167.69069701
"EG10602_RNA"	98.4073864562
"EG10603_RNA"	207.482416367
"EG10604_RNA"	172.922037393
"EG10605_RNA"	164.120722117
"EG10606_RNA"	98.2268703644
"EG10607_RNA"	143.680255629
"EG10608_RNA"	188.858213036
"EG10609_RNA"	134.010078638
"EG10610_RNA"	147.018806456
"EG10611_RNA"	334.840776584
"EG10612_RNA"	135.571231281
"EG10613_RNA"	129.545515494
"EG10614_RNA"	100.031820787
"EG10615_RNA"	199.262890866
"EG10616_RNA"	167.485165026
"EG10617_RNA"	331.122921268
"EG10618_RNA"	160.548579761
"EG10619_RNA"	118.530607364
"EG10620_RNA"	149.635061141
"EG10621_RNA"	132.435855432
"EG10622_RNA"	132.646144878
"EG10623_RNA"	131.419250692
"EG10624_RNA"	122.793254376
"EG10625_RNA"	97.3580652912
"EG10626_RNA"	156.95243676
"EG10627_RNA"	233.682067888
"EG10628_RNA"	151.527356868
"EG10629_RNA"	286.025869454
"EG10630_RNA"	241.094315868
"EG10631_RNA"	178.593855434
"EG10632_RNA"	150.694300794
"EG10633_RNA"	159.644457789
"EG10634_RNA"	181.252583244
"EG10635_RNA"	309.256256225
"EG10636_RNA"	109.380035243
"EG10637_RNA"	275.168403371
"EG10638_RNA"	186.779614106
"EG10639_RNA"	249.393025411
"EG10640_RNA"	169.402722792
"EG10641_RNA"	169.402722792
"EG10642_RNA"	234.592804097
"EG10643_RNA"	160.121289375
"EG10644_RNA"	293.498661712
"EG10645_RNA"	169.402722792
"EG10646_RNA"	138.901889019
"EG10647_RNA"	169.402722792
"EG10648_RNA"	198.884966802
"EG10649_RNA"	200.491434246
"EG10650_RNA"	114.681014597
"EG10651_RNA"	289.485343911
"EG10652_RNA"	220.542505757
"EG10653_RNA"	183.246177551
"EG10654_RNA"	169.402722792
"EG10655_RNA"	213.930713601
"EG10656_RNA"	192.449556017
"EG10657_RNA"	128.88301562
"EG10658_RNA"	371.54609537
"EG10659_RNA"	169.402722792
"EG10660_RNA"	94.5046177444
"EG10661_RNA"	104.607480337
"EG10662_RNA"	306.621590204
"EG10663_RNA"	526.72135875
"EG10664_RNA"	102.599868089
"EG10665_RNA"	191.656294439
"EG10666_RNA"	166.103455516
"EG10667_RNA"	140.609705232
"EG10668_RNA"	169.795371413
"EG10669_RNA"	920.980946858
"EG10670_RNA"	463.042218181
"EG10671_RNA"	488.399986149
"EG10672_RNA"	257.796917738
"EG10673_RNA"	645.787595945
"EG10674_RNA"	94.8914807884
"EG10675_RNA"	150.335528578
"EG10676_RNA"	286.750578758
"EG10677_RNA"	195.944857419
"EG10678_RNA"	210.475419116
"EG10679_RNA"	243.403310699
"EG10680_RNA"	285.583261217
"EG10681_RNA"	137.851913434
"EG10682_RNA"	164.865020606
"EG10683_RNA"	135.765050061
"EG10684_RNA"	508.122806081
"EG10685_RNA"	145.174041421
"EG10686_RNA"	114.945451575
"EG10687_RNA"	122.598007877
"EG10688_RNA"	377.987381488
"EG10689_RNA"	122.345515543
"EG10690_RNA"	72.3940884021
"EG10691_RNA"	159.23384332
"EG10693_RNA"	147.468635982
"EG10694_RNA"	216.732565699
"EG10695_RNA"	296.958181784
"EG10696_RNA"	283.325320177
"EG10697_RNA"	116.491174164
"EG10698_RNA"	222.136960147
"EG10699_RNA"	176.766007889
"EG10700_RNA"	544.932970739
"EG10701_RNA"	395.011417695
"EG10702_RNA"	136.192925138
"EG10703_RNA"	175.204784879
"EG10704_RNA"	151.813967002
"EG10705_RNA"	102.263039854
"EG10706_RNA"	108.900481052
"EG10707_RNA"	183.432779959
"EG10708_RNA"	175.570230837
"EG10709_RNA"	182.884474198
"EG10710_RNA"	243.895757936
"EG10711_RNA"	472.480625402
"EG10712_RNA"	169.402722792
"EG10713_RNA"	169.402722792
"EG10714_RNA"	313.868592649
"EG10715_RNA"	169.402722792
"EG10716_RNA"	169.402722792
"EG10717_RNA"	169.402722792
"EG10718_RNA"	169.402722792
"EG10719_RNA"	169.402722792
"EG10720_RNA"	169.402722792
"EG10721_RNA"	169.402722792
"EG10722_RNA"	169.402722792
"EG10723_RNA"	245.03839832
"EG10724_RNA"	131.697884999
"EG10725_RNA"	151.356057295
"EG10727_RNA"	219.28937223
"EG10728_RNA"	79.8521261129
"EG10729_RNA"	142.093778584
"EG10730_RNA"	116.749051072
"EG10731_RNA"	390.605469742
"EG10732_RNA"	179.696007977
"EG10733_RNA"	104.038752035
"EG10734_RNA"	146.633269707
"EG10735_RNA"	163.703703555
"EG10736_RNA"	200.467721423
"EG10737_RNA"	169.402722792
"EG10738_RNA"	106.672242832
"EG10739_RNA"	106.923734357
"EG10740_RNA"	98.9735928413
"EG10741_RNA"	144.86817282
"EG10742_RNA"	109.335646202
"EG10743_RNA"	397.606452704
"EG10744_RNA"	299.665109016
"EG10745_RNA"	256.674058966
"EG10746_RNA"	130.510786854
"EG10747_RNA"	108.718490274
"EG10748_RNA"	122.545226759
"EG10749_RNA"	142.061267642
"EG10750_RNA"	158.39010318
"EG10751_RNA"	147.512641403
"EG10752_RNA"	198.277619327
"EG10753_RNA"	391.792592936
"EG10754_RNA"	433.424496826
"EG10755_RNA"	305.523666246
"EG10756_RNA"	109.368873856
"EG10757_RNA"	72.185128576
"EG10758_RNA"	225.80709972
"EG10759_RNA"	125.309394802
"EG10760_RNA"	117.216687582
"EG10761_RNA"	97.6056429039
"EG10762_RNA"	182.70320722
"EG10763_RNA"	114.236800786
"EG10764_RNA"	169.402722792
"EG10765_RNA"	204.746341754
"EG10766_RNA"	169.402722792
"EG10767_RNA"	324.93474557
"EG10768_RNA"	219.846605648
"EG10769_RNA"	138.014672159
"EG10770_RNA"	124.575050571
"EG10771_RNA"	75.2102070971
"EG10772_RNA"	154.731956779
"EG10773_RNA"	266.730957242
"EG10774_RNA"	240.967284109
"EG10775_RNA"	88.7843721744
"EG10776_RNA"	169.402722792
"EG10777_RNA"	428.070550678
"EG10778_RNA"	456.481593168
"EG10779_RNA"	169.402722792
"EG10780_RNA"	480.214237152
"EG10781_RNA"	127.01785954
"EG10782_RNA"	179.704935263
"EG10783_RNA"	117.224680748
"EG10784_RNA"	146.995374528
"EG10785_RNA"	136.4765085
"EG10786_RNA"	194.778852192
"EG10787_RNA"	172.266497711
"EG10788_RNA"	402.744262024
"EG10789_RNA"	291.249119908
"EG10790_RNA"	227.510889327
"EG10791_RNA"	197.673124118
"EG10792_RNA"	169.340963257
"EG10793_RNA"	120.94959424
"EG10794_RNA"	222.488718667
"EG10795_RNA"	155.055153827
"EG10796_RNA"	128.494917857
"EG10797_RNA"	171.128406279
"EG10798_RNA"	105.107939326
"EG10799_RNA"	149.204318629
"EG10800_RNA"	124.992890987
"EG10801_RNA"	164.746160467
"EG10802_RNA"	259.313410172
"EG10803_RNA"	248.911041015
"EG10804_RNA"	197.849541253
"EG10805_RNA"	365.873460443
"EG10806_RNA"	116.862312602
"EG10807_RNA"	127.966352643
"EG10808_RNA"	166.381327604
"EG10809_RNA"	332.405477432
"EG10810_RNA"	133.878899769
"EG10811_RNA"	360.117894376
"EG10812_RNA"	102.394384938
"EG10813_RNA"	169.402722792
"EG10814_RNA"	89.3320158245
"EG10815_RNA"	233.296797322
"EG10816_RNA"	160.081167096
