Monomer ID,Log10 Simulated Counts,Log10 Schmidt Validation Counts
EG10942-MONOMER[c],2.2236018661943713,1.6989700043360187
ARGSUCCINLYA-MONOMER[c],2.6033186270035245,3.4599952560473914
EG12006-MONOMER[c],1.4578142918006187,0.47712125471966244
EG12431-MONOMER[c],2.4063323151033202,2.0492180226701815
EG10436-MONOMER[c],3.128061044355145,3.130333768495006
G6359-MONOMER[p],3.351772374027417,3.6934631272195313
DCUR-MONOMER[c],1.9803011184496233,0.3010299956639812
EG12015-MONOMER[p],2.340152375055633,0.0
6PFK-1-MONOMER[c],3.4743360488945365,3.1610683854711747
G6867-MONOMER[c],1.9992543149439395,2.146128035678238
EG10158-MONOMER[c],3.1135334590265584,3.9455670534423883
FABZ-MONOMER[c],3.987551207507865,3.692935002531138
EG10913-MONOMER[c],4.500742736392462,4.003460532109506
EG10829-MONOMER[c],1.3787538566303927,0.6020599913279624
EG11244-MONOMER[p],3.000015922329149,2.977266212427293
EG10083-MONOMER[c],1.8927085243591473,2.03342375548695
EG10871-MONOMER[c],4.406112533577905,4.537176619544507
EG10916-MONOMER[c],4.386885856542219,3.621280167550415
MALIC-NAD-MONOMER[c],2.943364366460245,2.7234556720351857
GLYCDEH-MONOMER[c],1.5171884057442844,1.7403626894942439
EG10292-MONOMER[i],3.0350520178035727,0.6020599913279624
6PGLUCONDEHYDROG-MONOMER[c],3.469196274685053,4.149249912590282
G6196-MONOMER[c],0.45229767099463025,1.380211241711606
YEJA-MONOMER[p],1.7415658950361264,1.0413926851582251
PHOSNACMURPENTATRANS-MONOMER[m],1.9532851708629682,1.3222192947339193
G6379-MONOMER[c],2.9297541174381734,3.636287252098513
SECE[m],3.126270913681355,2.184691430817599
PABASYN-COMPII-MONOMER[c],1.874149757133074,2.184691430817599
G7037-MONOMER[i],2.456717117716917,2.123851640967086
EG10943-MONOMER[c],2.799093275600709,2.8506462351830666
LACTALDDEHYDROG-MONOMER[c],3.1054093903196653,3.5443161417474274
G6259-MONOMER[c],2.696925334883268,1.6127838567197355
EG10668-MONOMER[c],1.6420576671083267,1.7634279935629373
PD00339[c],1.726334765689565,0.7781512503836436
G6576-MONOMER[c],1.8234589318305379,1.0
G7804-MONOMER[c],2.5602710325919,2.8344207036815328
EG11139-MONOMER[c],2.479987205026572,2.905256048748451
EG10239-MONOMER[c],1.5454935611150662,0.8450980400142568
G7604-MONOMER[c],1.6607488039552605,0.3010299956639812
GLYOXII-MONOMER[c],2.6244934320932303,2.45178643552429
G6402-MONOMER[c],1.7837403939247565,0.6989700043360189
G7579-MONOMER[c],1.9218529233967685,2.2329961103921536
THII-MONOMER[c],2.6377252251529555,2.298853076409707
EG10888-MONOMER[c],4.476701463453143,3.91902576458736
G7543-MONOMER[m],1.9649807349839141,2.173186268412274
RBSA-MONOMER[m],1.680481395244322,1.2787536009528289
VALS-MONOMER[c],3.07672868154178,3.2355284469075487
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER[c],1.5420867327487273,1.0
G6424-MONOMER[c],1.8741236161889532,1.7558748556724915
PDXJ-MONOMER[c],3.0369412641058067,2.8102325179950842
G7699-MONOMER[c],1.9693682143405715,0.6020599913279624
EG12137-MONOMER[o],1.8868511613702226,0.9030899869919435
EG10300-MONOMER[c],2.7283865104931353,2.966610986681934
EG11644-MONOMER[p],1.8536364085810704,2.0453229787866576
EG10786-MONOMER[c],1.429313824239906,1.6989700043360187
YHIV-MONOMER[m],0.5512103855497089,0.0
G7658-MONOMER[c],2.39525236335368,2.7937903846908188
TREB-MONOMER[i],1.0468684010333678,1.2041199826559248
G7422-MONOMER[c],2.340553918704612,2.369215857410143
EG10892-MONOMER[c],4.436542856861605,4.163370120225884
GUTA-MONOMER[i],1.8673222097078053,0.0
G6242-MONOMER[i],2.852331821388094,3.024485667699167
EG11474-MONOMER[c],2.114073386595746,1.6232492903979006
EG10881-MONOMER[c],4.4796291917510835,3.553640336231354
G6318-MONOMER[i],1.8403063026823423,2.3384564936046046
G6896-MONOMER[c],1.7529370567525335,1.6334684555795864
GLYCEROL-3-P-ACYLTRANSFER-MONOMER[i],2.4023516521425,2.285557309007774
HISS-MONOMER[c],2.9010899870539366,3.2764618041732443
EG11731-MONOMER[c],1.7466407844689753,1.5314789170422551
G6612-MONOMER[m],1.9544819840665955,0.0
G7834-MONOMER[c],3.3466170656953063,2.91539983521227
SGCB-MONOMER[c],2.015439559022453,0.7781512503836436
G6846-MONOMER[i],1.3791676541004125,0.0
EG11296-MONOMER[i],2.0180313458877985,1.6020599913279623
PHOSGLUCOSAMINEMUT-MONOMER[c],2.7452711147426214,3.036628895362161
EG10823-MONOMER[c],2.802517121316141,3.180412632838324
ALTRO-OXIDOREDUCT-MONOMER[c],1.2502921108682477,0.47712125471966244
YJCX-MONOMER[m],1.915118607266606,1.3010299956639813
EG12336-MONOMER[c],3.2432794104192157,3.232742062720737
PABASYN-COMPI-MONOMER[c],2.1193984521621396,1.568201724066995
EG11010-MONOMER[i],2.4248229762412192,2.429752280002408
G6968-MONOMER[o],3.597266707337507,3.522313795156667
YNEA-MONOMER[p],1.35578174531649,1.9344984512435677
EG11126-MONOMER[c],1.7577570117350958,2.432969290874406
G7192-MONOMER[c],2.6320875441803318,2.958085848521085
G7024-MONOMER[c],2.3051183286178807,1.8920946026904804
EG10866-MONOMER[c],4.449925072538094,4.217562899669429
EG11009-MONOMER[m],3.3605188848618943,3.688864568054792
EG11806-MONOMER[i],1.8496816640100455,2.682145076373832
EG11111-MONOMER[c],3.6978987601012245,3.0962145853464054
EG11246-MONOMER[c],2.9413458462640887,3.160168292958512
AROF-MONOMER[c],2.566585744782929,3.317436496535099
G6543-MONOMER[o],2.3082247055759324,1.4471580313422192
EG10924-MONOMER[c],1.2082203051165503,2.3729120029701067
AROA-MONOMER[c],3.220177224409235,3.313234291694724
EG12224-MONOMER[i],2.173575852228959,2.255272505103306
EG11568-MONOMER[i],1.943771242385053,1.662757831681574
G6966-MONOMER[c],3.1653465799901386,3.3350565194390915
EG11008-MONOMER[p],3.089717906510511,3.2281436075977417
G7318-MONOMER[c],2.3350944910238,0.8450980400142568
G7594-MONOMER[c],2.568761213172313,1.9344984512435677
EG11432-MONOMER[c],2.2304395810401685,1.2041199826559248
G7423-MONOMER[c],1.9774137906536111,1.8325089127062364
EG11470-MONOMER[c],2.4347375335339123,2.931966114728173
G7298-MONOMER[m],2.27583415238264,2.103803720955957
EG11853-MONOMER[c],2.024046357871113,2.130333768495006
EG12207-MONOMER[c],2.57330045807206,1.146128035678238
EG11177-MONOMER[c],2.364769547937692,1.8920946026904804
MONOMER0-1501[c],2.7477323259126245,3.40840957846843
EG12197-MONOMER[c],3.1473878230313526,3.132899769944483
G7459-MONOMER[c],2.3165951751670595,1.7323937598229686
ACS-MONOMER[c],2.2589795631259637,2.998259338423699
MGLB-MONOMER[p],2.3181588637166852,3.508395033133053
GTP-CYCLOHYDRO-I-MONOMER[c],3.979901180930249,4.151584339359896
EG11376-MONOMER[p],2.1679235446601948,1.568201724066995
EG12409-MONOMER[c],0.8091206376310254,0.7781512503836436
G7668-MONOMER[i],1.4672868005671158,0.0
NRDE-MONOMER[c],2.850335853781756,1.1760912590556813
NUOB-MONOMER[m],2.5512824776182272,2.48572142648158
G7093-MONOMER[c],3.1274155559381893,3.6871721045948
G7622-MONOMER[c],1.3667891394171734,0.9030899869919435
G7145-MONOMER[c],1.0049599568790044,0.3010299956639812
EG11712-MONOMER[o],2.4351153376207786,2.690196080028514
UDPACYLGLCNACDEACETYL-MONOMER[c],2.5560038134160346,2.12057393120585
DIAMINOPIMDECARB-MONOMER[c],2.7702047023656906,2.8615344108590377
EG11578-MONOMER[c],1.969057500485168,0.3010299956639812
ISOCIT-LYASE-MONOMER[c],3.785431667024465,4.4498485102659995
G7050-MONOMER[c],2.3008083072258936,1.3617278360175928
EG10458-MONOMER[c],2.467761624597181,2.5403294747908736
G6250-MONOMER[i],2.917353536229186,3.665393350279712
EG10968-MONOMER[m],2.2503052293956833,1.7323937598229686
G6805-MONOMER[c],1.2641030253334076,0.6989700043360189
EG12139-MONOMER[p],1.9383527661750724,1.0413926851582251
EG10272-MONOMER[i],3.166656465802547,2.56702636615906
EG10765-MONOMER[c],1.9066506131689844,1.2304489213782739
CPM-KDOSYNTH-MONOMER[c],2.8268930797771445,2.737987326333431
PD00283[c],2.043413602788227,1.1139433523068367
HISQ-MONOMER[i],2.197940920205672,2.0211892990699383
G7216-MONOMER[m],2.640496920255632,2.537819095073274
MONOMER0-4519[c],2.6912931245785634,0.0
FHUC-MONOMER[i],1.8475435328163299,2.1903316981702914
3-ISOPROPYLMALDEHYDROG-MONOMER[c],3.613942303168474,3.6617180576946593
EG12692-MONOMER[c],1.7922172400375393,2.862131379313037
EG11703-MONOMER[p],2.875974151036965,3.3845326154942486
EG12933-MONOMER[c],1.8782270546745177,0.6989700043360189
EG12311-MONOMER[c],2.8079625490941966,3.4163075870598827
TRG-MONOMER[i],2.5153414546284316,0.0
YIDC[m],3.032342089586589,2.9258275746247424
PHOB-MONOMER[c],1.4899514087105121,0.9030899869919435
G7061-MONOMER[c],1.1354400050596953,1.4471580313422192
G6189-MONOMER[c],1.7087061243409936,0.47712125471966244
MALATE-SYNTHASE[c],3.2768268757823567,3.6428600525844916
G6704-MONOMER[c],2.0061983937434227,1.9242792860618816
G7057-MONOMER[c],1.9781921856193674,1.0413926851582251
EG10415-MONOMER[c],3.0599768430930263,3.3891660843645326
ALARACEBIOSYN-MONOMER[c],1.8644049527984872,1.2041199826559248
G6799-MONOMER[c],1.8527452936496454,1.662757831681574
EG11500-MONOMER[c],2.4932120669484386,1.2041199826559248
G6745-MONOMER[c],1.8329711338888561,1.2041199826559248
EG11292-MONOMER[c],1.6578956484453653,2.1789769472931693
EG11494-MONOMER[i],2.9128802030771537,1.146128035678238
G7394-MONOMER[c],1.896317915423996,1.7558748556724915
G7741-MONOMER[i],1.6098492301903757,1.6232492903979006
GLNQ-MONOMER[i],3.0816602897497303,2.8444771757456815
G6972-MONOMER[i],0.9696640143024694,0.3010299956639812
FMNREDUCT-MONOMER[c],2.5662923368197497,2.808885867359812
EG12167-MONOMER[c],1.9569776488942345,1.0791812460476249
G7603-MONOMER[c],2.0290895637371262,0.0
EG10696-MONOMER[i],2.775185483887792,3.11293997608408
TYRB-MONOMER[c],2.3533544187655178,3.248218561190075
G6143-MONOMER[c],0.2223495644326065,1.414973347970818
G7449-MONOMER[c],2.3026410719401955,1.7075701760979363
EG11431-MONOMER[c],2.193752136734458,1.1139433523068367
G7758-MONOMER[c],1.7483512752016148,0.8450980400142568
EG12110-MONOMER[i],2.465773472717545,2.3820170425748683
G7342-MONOMER[p],0.11115045212266668,1.3979400086720377
FLIM-FLAGELLAR-C-RING-SWITCH[i],2.949146396053968,0.3010299956639812
B2845-MONOMER[i],1.0923924447655489,0.0
G7021-MONOMER[c],2.115501169535694,2.100370545117563
YIFK-MONOMER[m],2.2100638954270857,0.9030899869919435
LIVM-MONOMER[i],2.5969977809073277,1.8573324964312685
EG12033-MONOMER[c],1.4093694704528195,0.9030899869919435
EG50002-MONOMER[c],4.5127592627874495,4.367467742117974
EG11249-MONOMER[c],1.9820593038856693,2.357934847000454
EG11128-MONOMER[c],2.6273470017146368,2.012837224705172
EG12193-MONOMER[c],1.9878695146494352,2.12057393120585
EG11782-MONOMER[c],3.5030371857260256,2.519827993775719
COBALADENOSYLTRANS-MONOMER[c],2.1669763437092455,2.220108088040055
G6198-MONOMER[c],0.3010299956639812,2.673020907128896
EG10926-MONOMER[c],2.2181013717158793,0.0
EG10037-MONOMER[c],1.7255461329419326,1.146128035678238
G6358-MONOMER[c],2.4692670538748427,2.1583624920952498
SPERMIDINESYN-MONOMER[c],3.1868529606095506,3.017450729510536
G7117-MONOMER[c],2.7267279165261473,2.5877109650189114
EG12101-MONOMER[c],2.536867304875276,0.0
ASNSYNB-MONOMER[c],2.8378336022075485,3.062581984228163
EG11182-MONOMER[c],2.9528180215669733,2.6424645202421213
EG12022-MONOMER[c],1.138776121119461,0.0
EG10872-MONOMER[c],4.431643334561073,4.046924174230035
PFLACTENZ-MONOMER[c],2.313745505241724,2.278753600952829
G6158-MONOMER[i],3.1454832650645352,2.81424759573192
EG10424-MONOMER[c],2.3606143589979824,2.9258275746247424
FUMB-MONOMER[c],1.2792003309568485,1.2041199826559248
FDOH-MONOMER[m],1.5129655072157262,0.6989700043360189
G6493-MONOMER[c],2.1581996694941954,1.6020599913279623
G6571-MONOMER[p],2.1710295440179324,1.3222192947339193
PD03695[c],3.7649273029252392,3.375846436309156
EG10855-MONOMER[o],2.4405520156902982,2.4885507165004443
PUTA-MONOMER[c],1.1509990619232064,2.110589710299249
ATPA-MONOMER[m],3.6068337500167553,4.162952529345726
EG11681-MONOMER[c],2.7130715963130894,3.3641756327706194
EG10435-MONOMER[m],3.0867374243373864,3.1109262422664203
UDP-NACMURALGLDAPAALIG-MONOMER[c],2.344307571126707,2.725094521081469
G6492-MONOMER[p],2.328788414793471,1.9294189257142926
ALPHACOMP-MONOMER[c],2.961909315274558,3.5208763816883417
YEHX-MONOMER[i],1.688100690044554,2.0755469613925306
G7450-MONOMER[c],2.7330643830351438,2.1398790864012365
PD03254[c],1.9542476200246315,1.3979400086720377
EG10741-MONOMER[c],2.7682549182075604,3.1126050015345745
HOMSUCTRAN-MONOMER[c],3.618011397959376,3.429429264381788
OPPA-MONOMER[p],4.43531877908118,3.7601207852645677
EG10242-MONOMER[c],2.2992336145085384,2.761927838420529
G6475-MONOMER[c],2.9663531339030675,2.9258275746247424
EG11828-MONOMER[c],1.988146900490636,1.1139433523068367
G6946-MONOMER[c],1.5710075734145637,0.3010299956639812
EG11511-MONOMER[c],2.386569021495676,1.6812412373755872
EG11441-MONOMER[c],2.675218619985439,3.130655349022031
EG11653-MONOMER[c],2.729593087600384,2.298853076409707
G6230-MONOMER[c],2.162534905018471,1.6989700043360187
EG12120-MONOMER[e],2.0261219032132782,1.9242792860618816
EG12710-MONOMER[c],1.4360614472758073,0.47712125471966244
G7071-MONOMER[c],2.360916235474883,1.6434526764861874
EG12385-MONOMER[i],1.5925058979148732,1.5314789170422551
SDH-FLAVO[i],3.1497941665629705,3.3188977146274867
CORA-MONOMER[i],1.9452390221632372,2.4424797690644486
EG10923-MONOMER[c],1.1495303469507432,2.0086001717619175
EG12859-MONOMER[p],2.4185294022341566,1.9731278535996986
NUOL-MONOMER[m],1.9756242526513412,0.47712125471966244
EG10697-MONOMER[c],2.6242427248996405,2.790988475088816
EG11259-MONOMER[c],2.304432263598642,2.401400540781544
G6912-MONOMER[c],3.0111893258989713,2.496929648073215
EG10859-MONOMER[m],2.9946115806781655,2.928907690243953
MTLA-MONOMER[i],2.022386451766965,2.756636108245848
GTP-CYCLOHYDRO-II-MONOMER[c],2.8895494392819066,2.494154594018443
EG10523-MONOMER[c],2.9217376785176636,2.404833716619938
NACMURLALAAMI2-MONOMER[p],2.267097470262182,1.2041199826559248
G7187-MONOMER[c],2.621483608572429,3.0867156639448825
GLYQ-MONOMER[c],3.23536441759347,3.2203696324513946
CFA-MONOMER[c],3.0100735066835185,1.8573324964312685
LIVF-MONOMER[c],2.811611513300533,2.3443922736851106
XYLF-MONOMER[p],1.560264687092258,1.9777236052888478
ACETYLGLUTKIN-MONOMER[c],2.525369196666722,3.805636766305935
G6285-MONOMER[c],1.6232886247898912,0.0
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER[c],1.5166852049462827,0.0
ALDOSE1EPIM-MONOMER[c],2.8643414256627184,3.09377178149873
G7014-MONOMER[p],3.2999706413120493,2.2576785748691846
G7090-MONOMER[m],3.1491394120922265,3.2143138974244
EG11597-MONOMER[c],2.5898726632932068,3.0678145111618402
PGLYCDEHYDROG-MONOMER[c],3.9968805173924857,4.055148889889394
EG10302-MONOMER[o],3.013931575203551,2.941511432634403
EG11830-MONOMER[c],3.1348496392914176,3.4000196350651586
G6176-MONOMER[c],0.48524023531934324,0.0
YDCS-MONOMER[p],0.5402908327603639,1.919078092376074
G7213-MONOMER[c],1.5791033765480995,1.380211241711606
EG10580-MONOMER[p],2.4488283239801225,0.9030899869919435
EG10921-MONOMER[c],2.6900428897293733,3.510276844417355
EG10011-MONOMER[c],2.6798726766632464,2.905256048748451
METQ-MONOMER[m],3.908480318141516,4.475453260169701
ACRB-MONOMER[m],2.4601305837076093,2.45178643552429
THYMIDYLATESYN-MONOMER[c],3.0011451477681317,2.584331224367531
EG11097-MONOMER[c],2.8739862668513285,2.0170333392987803
EG12449-MONOMER[c],2.696263285292648,3.147985320683805
G6841-MONOMER[o],3.2822043857217853,2.662757831681574
EG10202-MONOMER[p],2.0561964363247687,0.9542425094393249
G6662-MONOMER[c],2.1134083375202746,1.0
G7457-MONOMER[o],1.8364898498655238,1.3979400086720377
G7462-MONOMER[c],2.9560054519550594,2.387389826338729
G6644-MONOMER[c],2.1140187475626466,2.089905111439398
3-OXOACYL-ACP-SYNTHII-MONOMER[c],3.183204591830527,3.282848602834645
ACETOLACTSYNIII-HCHAIN-MONOMER[c],2.5947296150106736,3.185825359612962
PEPSYNTH-MONOMER[c],3.143034427279874,3.064083435963596
G6760-MONOMER[c],1.855268511845047,2.8221680793680175
POTD-MONOMER[p],3.2692701500467507,3.5240064455573727
EG11549-MONOMER[c],2.51984211647218,2.419955748489758
THI-P-KIN-MONOMER[c],2.07444462167762,2.0170333392987803
GLNP-MONOMER[i],2.880582841157227,1.5440680443502757
G7463-MONOMER[c],1.6363543035590267,1.3010299956639813
TDK-MONOMER[c],2.5364543387450786,1.968482948553935
ALDHDEHYDROG-MONOMER[c],2.3470376931742623,2.0681858617461617
EG12313-MONOMER[c],2.594413153301508,2.469822015978163
G6208-MONOMER[c],2.3082014464774177,1.724275869600789
EG10612-MONOMER[c],2.049176805296605,1.5440680443502757
RIBOFLAVIN-SYN-MONOMER[c],3.1869627146588257,2.873320601815399
EG11762-MONOMER[c],2.333063278087105,2.8048206787211623
KETOLREDUCTOISOM-MONOMER[c],4.350428259277565,4.522952569067417
EG12366-MONOMER[c],2.5137628003205625,2.1367205671564067
GALACTURIDYLYLTRANS-MONOMER[c],1.569370917478946,2.1818435879447726
EG11786-MONOMER[c],2.677326170640071,3.0519239160461065
EG11619-MONOMER[c],2.132028316636103,1.8692317197309762
EG11072-MONOMER[c],2.401174530276207,1.5563025007672873
EG11410-MONOMER[c],2.8908130525134106,2.2227164711475833
G6319-MONOMER[c],1.9445995595873875,2.9684829485539352
EG11757-MONOMER[c],2.8195510764668446,2.9614210940664485
AIRS-MONOMER[c],3.270687477458272,3.4056877866727775
G7631-MONOMER[i],1.1739063262533334,0.8450980400142568
NIRD-MONOMER[c],0.15126767533064914,1.0413926851582251
ARAF-MONOMER[p],1.8907562254782355,1.5563025007672873
EG10329-MONOMER[c],1.3410549589085117,0.6020599913279624
NACMURLALAAMI1-MONOMER[p],1.5560644798309942,1.8864907251724818
G7883-MONOMER[c],2.991907554682945,4.200166246363107
EG10853-MONOMER[c],2.2402886657358447,1.8750612633917
EG11361-MONOMER[i],1.6166785113753666,1.414973347970818
DALADALALIGB-MONOMER[c],2.2036361892151803,2.709269960975831
LDC2-MONOMER[c],1.0574773461678855,0.8450980400142568
PD00237[c],2.2823527150776317,1.3424226808222062
EG11252-MONOMER[c],2.2104911778039877,2.5327543789924976
G6403-MONOMER[i],2.6727317073718293,1.8195439355418688
EG12099-MONOMER[c],3.752621169498664,4.253846646198501
EG10904-MONOMER[c],4.481923023904489,4.256308749121934
CHORPYRLY-MONOMER[c],1.2138028928526716,2.1903316981702914
G7398-MONOMER[i],1.9672690342565406,2.683947130751512
EG10603-MONOMER[c],3.4814918328295605,3.035829825252828
EG10211-MONOMER[c],1.8890427359307727,1.3222192947339193
PPK-MONOMER[c],2.1026407985544884,1.7853298350107671
FABA-MONOMER[c],3.7222349644804367,3.315550534421905
G7410-MONOMER[o],2.2344951487473534,1.5314789170422551
EG12179-MONOMER[c],5.018743814590449,4.234745000628052
EG11825-MONOMER[c],2.545583569269023,2.1072099696478683
EG11849-MONOMER[c],1.7361405313722353,1.6020599913279623
ABC-MONOMER[m],2.760098765336706,3.037824750588342
G7909-MONOMER[c],2.129913743538662,0.9030899869919435
EG12344-MONOMER[c],1.5222385672066985,1.3617278360175928
EG10917-MONOMER[c],4.670475519698631,4.40512428892715
FERREDOXIN-MONOMER[c],3.0102494736606227,3.4382258076045296
SBMA-MONOMER[i],1.568928144031539,0.6989700043360189
EG11682-MONOMER[c],2.9804202764890384,2.9355072658247128
MONOMER0-147[c],1.130132876220488,0.47712125471966244
EG12314-MONOMER[c],3.085741143987239,1.9822712330395684
G6407-MONOMER[i],1.800551673776136,1.0
G7324-MONOMER[c],3.3259336269349746,3.9746037920870325
G6738-MONOMER[c],1.202407687292824,1.6434526764861874
G7323-MONOMER[e],1.0595059719491438,1.4771212547196624
RED-THIOREDOXIN2-MONOMER[c],2.820233926511125,2.41161970596323
MHPDHYDROL-MONOMER[c],0.8004784962943485,0.9030899869919435
PSERTRANSAM-MONOMER[c],3.9430346384983244,4.258900556783608
EG12844-MONOMER[c],2.8685981963320293,1.9138138523837167
G6541-MONOMER[c],3.145072319921892,2.8318697742805017
EG10456-MONOMER[c],2.2987294855422826,2.1760912590556813
EG11852-MONOMER[c],2.4049290233361424,0.9030899869919435
G7320-MONOMER[m],2.5955627251802755,2.9836262871245345
EG10657-MONOMER[i],2.983923482298629,3.2713768718940743
G6991-MONOMER[c],2.508199911943302,2.0253058652647704
DIHYDROOROT-MONOMER[c],3.6199654240245263,3.651859269246949
EG10757-MONOMER[p],3.1396308208357264,3.4111144185509046
G7048-MONOMER[c],1.8006755715606657,1.6020599913279623
EG10761-MONOMER[c],2.392846991790857,2.3654879848909
UDP-NACMURALA-GLU-LIG-MONOMER[c],1.1506869074076664,1.9138138523837167
UGPC-MONOMER[m],1.8235269226157826,1.4771212547196624
G6437-MONOMER[p],1.321412161175267,0.3010299956639812
NUOI-MONOMER[m],2.2272730287477054,2.469822015978163
OPPSYN-MONOMER[c],2.9207217360570312,1.919078092376074
PD00250[c],0.2800636932106714,2.060697840353612
EG12117-MONOMER[o],4.335932384861322,4.351100260031419
SGCA-MONOMER[c],1.9752571203984075,1.0
RPOS-MONOMER[c],3.096409445677805,2.342422680822206
N-ACETYLGLUTPREDUCT-MONOMER[c],2.2846669393696555,3.2352758766870524
SECA[c],3.0753749998564497,2.8494194137968996
EG10243-MONOMER[c],2.5502517618258405,1.2041199826559248
EG11808-MONOMER[c],2.4438776553244157,2.4727564493172123
G6622-MONOMER[i],2.914470050690938,2.2329961103921536
G6862-MONOMER[c],1.5970211211955898,1.6020599913279623
1-PFK-MONOMER[c],2.102300553900842,1.7558748556724915
EG11151-MONOMER[c],3.7831610114367105,3.3334472744967503
G6530-MONOMER[p],1.2315336801299317,0.47712125471966244
DHHB-METHYLTRANSFER-MONOMER[c],3.209573745480278,3.125806458139527
EG12273-MONOMER[c],2.928112559984379,3.2342641243787895
HYCELARGE-MONOMER[c],1.3571323623631146,0.3010299956639812
GLURS-MONOMER[c],3.436094197761922,3.4085791254086675
EG10826-MONOMER[c],1.138927585601936,0.0
EG11591-MONOMER[c],2.5509754212991798,0.47712125471966244
EG11761-MONOMER[c],2.255124882136262,2.413299764081252
NARP-MONOMER[c],2.2550702908820397,2.401400540781544
GLUTRNAREDUCT-MONOMER[c],1.8795594747452469,0.8450980400142568
CARBOXYL-TRANSFERASE-BETA-MONOMER[c],3.3673245968018035,3.2203696324513946
ADHC-MONOMER[c],2.5550247232294283,2.741939077729199
PTSG-MONOMER[i],3.7368377781411204,3.4434194617828173
ENTC-MONOMER[c],3.372367261978488,2.287801729930226
EG11506-MONOMER[m],2.6676206063937875,3.34966598409663
GALACTITOLPDEHYD-MONOMER[c],2.7020721772744136,2.110589710299249
G6580-MONOMER[c],2.2473108932388848,1.6720978579357175
MALTODEXGLUCOSID-MONOMER[c],1.6964924201509652,0.3010299956639812
EG12448-MONOMER[o],1.6459036518813113,0.7781512503836436
YRBF-MONOMER[i],2.505459820036356,1.845098040014257
EG11784-MONOMER[c],3.424207194541288,2.9552065375419416
G6451-MONOMER[i],2.6422459916468193,1.9444826721501687
EG10762-MONOMER[c],3.386425636035851,3.226084115975824
EG11164-MONOMER[o],3.1957130865976042,2.1072099696478683
G7632-MONOMER[c],1.232596583415415,1.2787536009528289
MHPF-MONOMER[c],0.6489498386205154,2.4099331233312946
G495-MONOMER[c],2.6917427301020047,2.568201724066995
HYAA-MONOMER[i],1.1456664509746022,0.0
G6746-MONOMER[c],2.0565205526482155,1.4471580313422192
CYTIDEAM-MONOMER[c],1.0324508498783014,2.41161970596323
EG11879-MONOMER[c],2.997458790134404,3.1931245983544616
G6711-MONOMER[c],1.1444308545684958,0.3010299956639812
G6869-MONOMER[c],1.9349944502270429,1.6720978579357175
CDPDIGLYSYN-MONOMER[i],2.0426812898189715,1.6532125137753437
