Monomer ID,Simulated Counts,Schmidt Validation Counts
MALIC-NAD-MONOMER[c],876.7369202291865,528.0
GLYCDEH-MONOMER[c],31.89943243248234,54.0
EG10292-MONOMER[i],1083.056749596979,3.0
6PGLUCONDEHYDROG-MONOMER[c],2944.7526339931173,14100.0
G6196-MONOMER[c],1.8333333333333333,23.0
YEJA-MONOMER[p],54.15258784637833,10.0
PHOSNACMURPENTATRANS-MONOMER[m],88.80182668413319,20.0
G6379-MONOMER[c],849.6562895787173,4327.0
SECE[m],1336.4295473490322,152.0
PABASYN-COMPII-MONOMER[c],73.84275351956286,152.0
G7037-MONOMER[i],285.2312964892797,132.0
EG10943-MONOMER[c],628.6413995725544,708.0
LACTALDDEHYDROG-MONOMER[c],1273.7041223927292,3501.0
G6259-MONOMER[c],496.6515199887078,40.0
EG10668-MONOMER[c],42.858893124869496,57.0
PD00339[c],52.25185805296213,5.0
G6576-MONOMER[c],65.59765416110949,9.0
G7804-MONOMER[c],362.3047136458747,682.0
EG11139-MONOMER[c],300.98627493594796,803.0
EG10239-MONOMER[c],34.11507182888925,6.0
G7604-MONOMER[c],44.78769739446531,1.0
GLYOXII-MONOMER[c],420.204916754773,282.0
G6402-MONOMER[c],59.77715880403857,4.0
G7579-MONOMER[c],82.53200838376453,170.0
THII-MONOMER[c],433.2353997748496,198.0
EG10888-MONOMER[c],29970.01585699339,8298.0
G7543-MONOMER[m],91.25305034038895,148.0
RBSA-MONOMER[m],46.916092567779636,18.0
VALS-MONOMER[c],1192.2424126477274,1719.0
H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER[c],33.84068882659623,9.0
G6424-MONOMER[c],73.8382487389614,56.0
PDXJ-MONOMER[c],1087.7828316008106,645.0
G7699-MONOMER[c],92.18976452401624,3.0
EG12137-MONOMER[o],76.06393152205855,7.0
EG10300-MONOMER[c],534.040319168177,925.0
EG11644-MONOMER[p],70.38983999487341,110.0
EG10786-MONOMER[c],25.87285595656841,49.0
YHIV-MONOMER[m],2.5580363900815946,0.0
G7658-MONOMER[c],247.457644369711,621.0
TREB-MONOMER[i],10.139569336446199,15.0
G7422-MONOMER[c],218.05537737070765,233.0
EG10892-MONOMER[c],27322.910672170212,14566.0
GUTA-MONOMER[i],72.6753503450655,0.0
G6242-MONOMER[i],710.757121836475,1057.0
EG11474-MONOMER[c],129.03892977976807,41.0
EG10881-MONOMER[c],30172.743330999456,3577.0
G6318-MONOMER[i],68.23190831036443,217.0
G6896-MONOMER[c],55.61572286885474,42.0
GLYCEROL-3-P-ACYLTRANSFER-MONOMER[i],251.55248849824815,192.0
HISS-MONOMER[c],795.3243339948923,1889.0
EG11731-MONOMER[c],54.80084614346575,33.0
G6612-MONOMER[m],89.04964064855608,0.0
G7834-MONOMER[c],2220.3503760254166,822.0
SGCB-MONOMER[c],102.61903872679119,5.0
G6846-MONOMER[i],22.942398451873526,0.0
EG11296-MONOMER[i],103.23926630093682,39.0
PHOSGLUCOSAMINEMUT-MONOMER[c],555.2513970531422,1087.0
EG10823-MONOMER[c],633.6249194886685,1514.0
ALTRO-OXIDOREDUCT-MONOMER[c],16.794759011262858,2.0
YJCX-MONOMER[m],81.24672378143633,19.0
EG12336-MONOMER[c],1749.9728431810688,1708.0
PABASYN-COMPI-MONOMER[c],130.64320652459992,36.0
EG11010-MONOMER[i],264.964073662919,268.0
G6968-MONOMER[o],3955.0949573894486,3328.0
YNEA-MONOMER[p],21.68724417932788,85.0
EG11126-MONOMER[c],56.24756405817894,270.0
G7192-MONOMER[c],427.63491502610856,907.0
G7024-MONOMER[c],200.89163661595646,77.0
EG10866-MONOMER[c],28177.967264588504,16502.0
EG11009-MONOMER[m],2292.606363461685,4884.0
EG11806-MONOMER[i],69.74270533018417,480.0
EG11111-MONOMER[c],4986.682043142672,1247.0
EG11246-MONOMER[c],872.6668276767646,1445.0
AROF-MONOMER[c],367.6258141802648,2076.0
G6543-MONOMER[o],202.3408832077231,27.0
EG10924-MONOMER[c],15.151776822954405,235.0
AROA-MONOMER[c],1659.2642803744259,2056.0
EG12224-MONOMER[i],148.13372040139532,179.0
EG11568-MONOMER[i],86.855962781555,45.0
G6966-MONOMER[c],1462.3445013074795,2162.0
EG11008-MONOMER[p],1228.4699162632378,1690.0
G7318-MONOMER[c],215.31891254247773,6.0
G7594-MONOMER[c],369.4769675370532,85.0
EG11432-MONOMER[c],168.99634386235778,15.0
G7423-MONOMER[c],93.93225358389265,67.0
EG11470-MONOMER[c],271.10563369265736,854.0
G7298-MONOMER[m],187.72705039074734,126.0
EG11853-MONOMER[c],104.69303230457047,134.0
EG12207-MONOMER[c],373.36949885502696,13.0
EG11177-MONOMER[c],230.61652843397067,77.0
MONOMER0-1501[c],558.4127054700235,2560.0
EG12197-MONOMER[c],1403.066970427679,1357.0
G7459-MONOMER[c],206.29803012035208,53.0
ACS-MONOMER[c],180.54302308980598,995.0
MGLB-MONOMER[p],207.04575735390506,3223.0
GTP-CYCLOHYDRO-I-MONOMER[c],9546.75312380842,14176.0
EG11376-MONOMER[p],146.20533321010785,36.0
EG12409-MONOMER[c],5.443482266846964,5.0
G7668-MONOMER[i],28.328293957055934,0.0
NRDE-MONOMER[c],707.4934731959925,14.0
NUOB-MONOMER[m],354.8627066465628,305.0
G7093-MONOMER[c],1339.9591744387192,4865.0
G7622-MONOMER[c],22.269611868338615,7.0
G7145-MONOMER[c],9.11486188209302,1.0
EG11712-MONOMER[o],271.34244846480476,489.0
UDPACYLGLCNACDEACETYL-MONOMER[c],358.7524940259636,131.0
DIAMINOPIMDECARB-MONOMER[c],588.1212690627766,726.0
EG11578-MONOMER[c],92.12311620884446,1.0
ISOCIT-LYASE-MONOMER[c],6100.430476648352,28173.0
G7050-MONOMER[c],198.89793475358405,22.0
EG10458-MONOMER[c],292.60376782817235,346.0
G6250-MONOMER[i],825.7106572701583,4627.0
EG10968-MONOMER[m],176.95296537226886,53.0
G6805-MONOMER[c],17.369740670967,4.0
EG12139-MONOMER[p],85.76663725503494,10.0
EG10272-MONOMER[i],1466.7647918327937,368.0
EG10765-MONOMER[c],79.6585876546067,16.0
CPM-KDOSYNTH-MONOMER[c],670.2635722482291,546.0
PD00283[c],109.51305962229559,12.0
HISQ-MONOMER[i],156.7396671969265,104.0
G7216-MONOMER[m],436.01558001893386,344.0
MONOMER0-4519[c],490.2393234597193,0.0
FHUC-MONOMER[i],69.39527872293334,154.0
3-ISOPROPYLMALDEHYDROG-MONOMER[c],4109.951027257716,4588.0
EG12692-MONOMER[c],60.97510054808081,727.0
EG11703-MONOMER[p],750.5781591780614,2423.0
EG12933-MONOMER[c],74.54871026922498,4.0
EG12311-MONOMER[c],641.632298239866,2607.0
TRG-MONOMER[i],326.5981606092868,0.0
YIDC[m],1076.3134689631845,842.0
PHOB-MONOMER[c],29.89949692362416,7.0
G7061-MONOMER[c],12.659663633429021,27.0
G6189-MONOMER[c],50.13357110133743,2.0
MALATE-SYNTHASE[c],1890.5894179065483,4393.0
G6704-MONOMER[c],100.43746650000679,83.0
G7057-MONOMER[c],94.1025551937863,10.0
EG10415-MONOMER[c],1147.0924027181804,2449.0
ALARACEBIOSYN-MONOMER[c],72.18211434907987,15.0
G6799-MONOMER[c],70.24350764838185,45.0
EG11500-MONOMER[c],310.3236166058834,15.0
G6745-MONOMER[c],67.07241117202456,15.0
EG11292-MONOMER[c],44.48787495099207,150.0
EG11494-MONOMER[i],817.239051807755,13.0
G7394-MONOMER[c],77.76221396384113,56.0
G7741-MONOMER[i],39.72388760840446,41.0
GLNQ-MONOMER[i],1205.8694383305167,698.0
G6972-MONOMER[i],8.325325812013629,1.0
FMNREDUCT-MONOMER[c],367.3768558661927,643.0
EG12167-MONOMER[c],89.56859882768678,11.0
G7603-MONOMER[c],105.9275371142006,0.0
EG10696-MONOMER[i],594.9166006588298,1296.0
TYRB-MONOMER[c],224.60796011094408,1770.0
G6143-MONOMER[c],0.6685897231416037,25.0
G7449-MONOMER[c],199.74330588975627,50.0
EG11431-MONOMER[c],155.2255767764929,12.0
G7758-MONOMER[c],55.02105395699645,6.0
EG12110-MONOMER[i],291.2627542516579,240.0
G7342-MONOMER[p],0.2916666666666667,24.0
FLIM-FLAGELLAR-C-RING-SWITCH[i],888.5009086292422,1.0
B2845-MONOMER[i],11.370647866176474,0.0
G7021-MONOMER[c],129.4671482057349,125.0
YIFK-MONOMER[m],161.20487231681517,7.0
LIVM-MONOMER[i],394.36459988835446,71.0
EG12033-MONOMER[c],24.666666666666668,7.0
EG50002-MONOMER[c],32564.613393104937,23305.0
EG11249-MONOMER[c],94.95316487693434,227.0
EG11128-MONOMER[c],422.981592456021,102.0
EG12193-MONOMER[c],96.24550022509618,131.0
EG11782-MONOMER[c],3183.4701748933167,330.0
COBALADENOSYLTRANS-MONOMER[c],145.88462664943427,165.0
G6198-MONOMER[c],1.0,470.0
EG10926-MONOMER[c],164.23474392049334,0.0
EG10037-MONOMER[c],52.15524606809003,13.0
G6358-MONOMER[c],293.6232757467757,143.0
SPERMIDINESYN-MONOMER[c],1536.633954346117,1040.0
G7117-MONOMER[c],532.0008682992678,386.0
EG12101-MONOMER[c],343.2447335320134,0.0
ASNSYNB-MONOMER[c],687.3884931482513,1154.0
EG11182-MONOMER[c],896.0528319185604,438.0
EG12022-MONOMER[c],12.76499700133199,0.0
EG10872-MONOMER[c],27016.38643081119,11140.0
PFLACTENZ-MONOMER[c],204.94227464518528,189.0
G6158-MONOMER[i],1396.923047259307,651.0
EG10424-MONOMER[c],228.41106391708308,842.0
FUMB-MONOMER[c],18.01955409838869,15.0
FDOH-MONOMER[m],31.58108232411793,4.0
G6493-MONOMER[c],142.94602266229757,39.0
G6571-MONOMER[p],147.2618940746337,20.0
PD03695[c],5819.0578696910425,2375.0
EG10855-MONOMER[o],274.77317276216104,307.0
PUTA-MONOMER[c],13.157907218434962,128.0
ATPA-MONOMER[m],4043.2104777057557,14552.0
EG11681-MONOMER[c],515.5015109384534,2312.0
EG10435-MONOMER[m],1220.0611799274427,1290.0
UDP-NACMURALGLDAPAALIG-MONOMER[c],219.9569015015126,530.0
G6492-MONOMER[p],212.2005961824384,84.0
ALPHACOMP-MONOMER[c],915.0291947384148,3317.0
YEHX-MONOMER[i],47.76415354182236,118.0
G7450-MONOMER[c],539.8344943196222,137.0
PD03254[c],89.00105908641031,24.0
EG10741-MONOMER[c],585.4823115315202,1295.0
HOMSUCTRAN-MONOMER[c],4148.649331512418,2687.0
OPPA-MONOMER[p],27246.00547940347,5755.0
EG10242-MONOMER[c],198.17444446420475,577.0
G6475-MONOMER[c],924.4503710857643,842.0
EG11828-MONOMER[c],96.30763120353792,12.0
G6946-MONOMER[c],36.239820023844295,1.0
EG11511-MONOMER[c],242.53928209834393,47.0
EG11441-MONOMER[c],472.38949906236775,1350.0
EG11653-MONOMER[c],535.5288598502178,198.0
G6230-MONOMER[c],144.39012335350677,49.0
EG12120-MONOMER[e],105.19936090304365,83.0
EG12710-MONOMER[c],26.293639265905256,2.0
G7071-MONOMER[c],228.57058212703586,43.0
EG12385-MONOMER[i],38.12964410728624,33.0
SDH-FLAVO[i],1410.8682324831689,2083.0
CORA-MONOMER[i],87.15339083425668,276.0
EG10923-MONOMER[c],13.110108294218739,101.0
EG12859-MONOMER[p],261.13765028214317,93.0
NUOL-MONOMER[m],93.54188402582679,2.0
EG10697-MONOMER[c],419.96183600420727,617.0
EG11259-MONOMER[c],200.57295551691664,251.0
G6912-MONOMER[c],1025.0991453920358,313.0
EG10859-MONOMER[m],986.6693591202128,848.0
MTLA-MONOMER[i],104.28983661563932,570.0
GTP-CYCLOHYDRO-II-MONOMER[c],774.4422132449844,311.0
EG10523-MONOMER[c],834.098451754945,253.0
NACMURLALAAMI2-MONOMER[p],183.9683703518847,15.0
G7187-MONOMER[c],417.29590075494485,1220.0
GLYQ-MONOMER[c],1718.350493364405,1660.0
CFA-MONOMER[c],1022.466204797201,71.0
LIVF-MONOMER[c],647.0544741182024,220.0
XYLF-MONOMER[p],35.32994054202705,94.0
ACETYLGLUTKIN-MONOMER[c],334.2503166066805,6391.0
G6285-MONOMER[c],41.003804145224485,0.0
DEHYDDEOXPHOSGALACT-ALDOL-MONOMER[c],31.861335163913953,0.0
ALDOSE1EPIM-MONOMER[c],730.714102984859,1240.0
G7014-MONOMER[p],1994.1274380450434,180.0
G7090-MONOMER[m],1408.7412643086127,1637.0
EG11597-MONOMER[c],387.9310922772465,1168.0
PGLYCDEHYDROG-MONOMER[c],9927.42861036211,11353.0
EG10302-MONOMER[o],1031.5987029748892,873.0
EG11830-MONOMER[c],1363.1107746743714,2511.0
G6176-MONOMER[c],2.056611447769838,0.0
YDCS-MONOMER[p],2.469691265060241,82.0
G7213-MONOMER[c],36.94052853175888,23.0
EG10580-MONOMER[p],280.07895094793713,7.0
EG10921-MONOMER[c],488.82719096697247,3237.0
EG10011-MONOMER[c],477.4897915572662,803.0
METQ-MONOMER[m],8098.912327311755,29884.0
ACRB-MONOMER[m],287.4898804386708,282.0
THYMIDYLATESYN-MONOMER[c],1001.6402795952725,383.0
EG11097-MONOMER[c],747.1458424612374,103.0
EG12449-MONOMER[c],495.893465258263,1405.0
G6841-MONOMER[o],1914.1570155783531,459.0
EG10202-MONOMER[p],112.81419639490497,8.0
G6662-MONOMER[c],128.8399493854145,9.0
G7457-MONOMER[o],67.62618392222964,24.0
G7462-MONOMER[c],902.6608178389068,243.0
G6644-MONOMER[c],129.0225704780802,122.0
3-OXOACYL-ACP-SYNTHII-MONOMER[c],1523.7708891000766,1917.0
ACETOLACTSYNIII-HCHAIN-MONOMER[c],392.30513355657854,1533.0
PEPSYNTH-MONOMER[c],1389.0628195462868,1158.0
G6760-MONOMER[c],70.65863180859866,663.0
POTD-MONOMER[p],1857.9604497246721,3341.0
EG11549-MONOMER[c],330.0107638681366,262.0
THI-P-KIN-MONOMER[c],117.69833352315963,103.0
GLNP-MONOMER[i],758.5963009430596,34.0
G7463-MONOMER[c],42.28668258834697,19.0
TDK-MONOMER[c],342.91755035820535,92.0
ALDHDEHYDROG-MONOMER[c],221.3502863962084,116.0
EG12313-MONOMER[c],392.0186443584939,294.0
G6208-MONOMER[c],202.32999336411115,52.0
EG10612-MONOMER[c],110.98937097527316,34.0
RIBOFLAVIN-SYN-MONOMER[c],1537.022591287561,746.0
EG11762-MONOMER[c],214.3095424721404,637.0
KETOLREDUCTOISOM-MONOMER[c],22408.298379824962,33338.0
EG12366-MONOMER[c],325.4095075996425,136.0
GALACTURIDYLYLTRANS-MONOMER[c],36.099744394940465,151.0
EG11786-MONOMER[c],474.69235373596644,1126.0
EG11619-MONOMER[c],134.52777755656294,73.0
EG11072-MONOMER[c],250.86889119606852,35.0
EG11410-MONOMER[c],776.7017075581754,166.0
G6319-MONOMER[c],87.02368779536623,929.0
EG11757-MONOMER[c],659.0108521969026,914.0
AIRS-MONOMER[c],1864.0371089452121,2544.0
G7631-MONOMER[i],13.924724608286441,6.0
NIRD-MONOMER[c],0.4166666666666667,10.0
ARAF-MONOMER[p],76.75999526594724,35.0
EG10329-MONOMER[c],20.930824470310167,3.0
NACMURLALAAMI1-MONOMER[p],34.98027512118616,76.0
G7883-MONOMER[c],980.5389872427222,15854.0
EG10853-MONOMER[c],172.8956289682931,74.0
EG11361-MONOMER[i],40.369332292901824,25.0
DALADALALIGB-MONOMER[c],158.82186314811216,511.0
LDC2-MONOMER[c],10.415037595173986,6.0
PD00237[c],190.58112318654184,21.0
EG11252-MONOMER[c],161.36453676475796,340.0
G6403-MONOMER[i],469.6864621847831,65.0
EG12099-MONOMER[c],5656.455798316471,17940.0
EG10904-MONOMER[c],30332.53492807457,18042.0
CHORPYRLY-MONOMER[c],15.36073811017299,154.0
G7398-MONOMER[i],91.74041484777615,482.0
EG10603-MONOMER[c],3029.343309813505,1085.0
EG10211-MONOMER[c],76.45380110072695,20.0
PPK-MONOMER[c],125.66038347441766,60.0
FABA-MONOMER[c],5274.151835092843,2067.0
G7410-MONOMER[o],170.59125425466786,33.0
EG12179-MONOMER[c],104409.41322927435,17168.0
EG11825-MONOMER[c],350.22350232068675,127.0
EG11849-MONOMER[c],53.467887448429224,39.0
ABC-MONOMER[m],574.5708162325562,1090.0
G7909-MONOMER[c],133.8694987844269,7.0
EG12344-MONOMER[c],32.284234047006954,22.0
EG10917-MONOMER[c],46823.75564621986,25416.0
FERREDOXIN-MONOMER[c],1022.8809757700434,2742.0
SBMA-MONOMER[i],36.06193960692795,4.0
EG11682-MONOMER[c],954.9172010314824,861.0
MONOMER0-147[c],12.493756728077189,2.0
EG12314-MONOMER[c],1217.2632512938126,95.0
G6407-MONOMER[i],62.17593436062047,9.0
G7324-MONOMER[c],2117.0374116376865,9431.0
G6738-MONOMER[c],14.937040903708171,43.0
G7323-MONOMER[e],10.468482915343923,29.0
RED-THIOREDOXIN2-MONOMER[c],660.0494169438953,257.0
MHPDHYDROL-MONOMER[c],5.316529027805855,7.0
PSERTRANSAM-MONOMER[c],8769.707718434873,18150.0
EG12844-MONOMER[c],737.9213182147269,81.0
G6541-MONOMER[c],1395.600907550658,678.0
EG10456-MONOMER[c],197.94337693793162,149.0
EG11852-MONOMER[c],253.0557468799482,7.0
G7320-MONOMER[m],393.0603376950953,962.0
EG10657-MONOMER[i],962.6592229750862,1867.0
G6991-MONOMER[c],321.25518364895464,105.0
DIHYDROOROT-MONOMER[c],4167.361960999481,4485.0
EG10757-MONOMER[p],1378.2113448653108,2576.0
G7048-MONOMER[c],62.193960090280825,39.0
EG10761-MONOMER[c],246.08534743378493,231.0
UDP-NACMURALA-GLU-LIG-MONOMER[c],13.14773470424332,81.0
UGPC-MONOMER[m],65.6080811442988,29.0
G6437-MONOMER[p],19.961007876826496,1.0
NUOI-MONOMER[m],167.7613647281528,294.0
OPPSYN-MONOMER[c],832.1471941587946,82.0
PD00250[c],0.9057401914911379,114.0
EG12117-MONOMER[o],21672.66642082599,22443.0
SGCA-MONOMER[c],93.46199650798724,9.0
RPOS-MONOMER[c],1247.5600813928445,219.0
N-ACETYLGLUTPREDUCT-MONOMER[c],191.60472601608947,1718.0
SECA[c],1188.5289055497458,706.0
EG10243-MONOMER[c],354.01913525942797,15.0
EG11808-MONOMER[c],276.89303077301247,296.0
G6622-MONOMER[i],820.2399174932981,170.0
G6862-MONOMER[c],38.538584853895266,39.0
1-PFK-MONOMER[c],125.56119123716071,56.0
EG11151-MONOMER[c],6068.613142559049,2154.0
G6530-MONOMER[p],16.042514812196643,2.0
DHHB-METHYLTRANSFER-MONOMER[c],1619.2190922439831,1335.0
EG12273-MONOMER[c],846.4470261036789,1714.0
HYCELARGE-MONOMER[c],21.757909306416582,1.0
GLURS-MONOMER[c],2728.56975781703,2561.0
EG10826-MONOMER[c],12.76979851699101,0.0
EG11591-MONOMER[c],354.6111923440273,2.0
EG11761-MONOMER[c],178.9388257977927,258.0
NARP-MONOMER[c],178.91620872750318,251.0
GLUTRNAREDUCT-MONOMER[c],74.780850434733,6.0
CARBOXYL-TRANSFERASE-BETA-MONOMER[c],2328.8319508687596,1660.0
ADHC-MONOMER[c],357.94236769743856,551.0
PTSG-MONOMER[i],5454.540424256826,2775.0
ENTC-MONOMER[c],2356.041678248864,193.0
EG11506-MONOMER[m],464.17954160587584,2236.0
GALACTITOLPDEHYD-MONOMER[c],502.5842946811145,128.0
G6580-MONOMER[c],175.73025058445774,46.0
MALTODEXGLUCOSID-MONOMER[c],48.71556966681541,1.0
EG12448-MONOMER[o],43.24901951371793,5.0
YRBF-MONOMER[i],319.22838127172355,69.0
EG11784-MONOMER[c],2654.8723314788745,901.0
G6451-MONOMER[i],437.7791592449351,87.0
EG10762-MONOMER[c],2433.588891173264,1682.0
EG11164-MONOMER[o],1568.3256985037694,127.0
G7632-MONOMER[c],16.084276176513043,18.0
MHPF-MONOMER[c],3.4560477769690388,256.0
G495-MONOMER[c],490.7481447481809,369.0
HYAA-MONOMER[i],12.98512817176404,0.0
G6746-MONOMER[c],112.89916824948534,27.0
CYTIDEAM-MONOMER[c],9.775832941729323,257.0
EG11879-MONOMER[c],993.1657338638694,1559.0
G6711-MONOMER[c],12.945396107945578,1.0
G6869-MONOMER[c],85.09827497668618,46.0
CDPDIGLYSYN-MONOMER[i],109.3268680960188,44.0
PANTOTHENATE-KIN-MONOMER[c],324.14352331261955,275.0
EG11877-MONOMER[c],477.05497269876236,320.0
EG11012-MONOMER[p],1451.5176601186288,108.0
G7448-MONOMER[c],343.2144909614433,157.0
EG12870-MONOMER[i],5.718800334660582,19.0
G7888-MONOMER[m],88.13322674030282,73.0
EG12267-MONOMER[i],8.30060281151034,1.0
EG11140-MONOMER[c],42.79939170068031,123.0
EG10909-MONOMER[c],28643.592581032408,39792.0
EG10977-MONOMER[c],1708.7767905790288,4718.0
EG12345-MONOMER[c],2249.249001877226,1891.0
G6103-MONOMER[c],43.44535555305786,219.0
G7464-MONOMER[c],102.06537207387997,19.0
G7620-MONOMER[c],145.60397598666006,33.0
EG10673-MONOMER[o],43019.8836290954,13908.0
G6263-MONOMER[c],208.2289487434107,49.0
SDH-MEMB2[i],1116.4544890010295,29.0
EG11184-MONOMER[c],67.99830407782481,107.0
G7139-MONOMER[c],450.081707872904,444.0
MDTA[m],30.45704998350442,126.0
GLUCONOKINII-MONOMER[c],37.903481712872185,16.0
G6980-MONOMER[i],50.5507593790468,3.0
G7832-MONOMER[m],37.953876275455436,1.0
HEMN-MONOMER[c],156.40974452484872,77.0
EG12013-MONOMER[p],148.26796049979063,157.0
EG11193-MONOMER[c],24.143962218034307,0.0
ATPD-MONOMER[m],4365.256387647259,24156.0
EG11472-MONOMER[i],6.942137153539146,1.0
EG10868-MONOMER[c],32273.613966426474,31769.0
EG12433-MONOMER[c],596.4592738038956,114.0
G6834-MONOMER[c],49.60012250174759,171.0
MANNONOXIDOREDUCT-MONOMER[c],64.98292604775577,20.0
EG12131-MONOMER[c],372.11561187543276,845.0
EG11250-MONOMER[c],95.43925788109097,9.0
EG10438-MONOMER[c],4931.273112696445,1514.0
SECD[i],345.10638238203427,430.0
UGD-MONOMER[c],13.087287263771813,10.0
CELA-MONOMER[c],114.67756581435931,505.0
EG10321-MONOMER[e],30416.587592484953,3.0
EG10484-MONOMER[c],117.60895336394374,24.0
ALARACECAT-MONOMER[c],91.62914546986529,28.0
PD01103[c],113.23775695140002,54.0
EG11123-MONOMER[i],257.58932585709107,10.0
EG11149-MONOMER[c],408.0551643910763,324.0
NUON-MONOMER[m],137.8292635638991,20.0
APPC-MONOMER[i],49.192400635411055,1.0
FDOI-MONOMER[i],19.588710334283757,0.0
XASA-MONOMER[i],34.46933543045033,62.0
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO[c],2729.145706497831,85.0
PD03270[c],300.6054495210668,44.0
EG10825-MONOMER[c],51.740400926333386,1.0
ASPKINIIHOMOSERDEHYDROGII-MONOMER[c],239.71927551690328,343.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER[c],368.9939782806735,929.0
G6721-MONOMER[c],73.76577730413474,7.0
QUINOLINATE-SYNTHA-MONOMER[c],1135.5585815151182,368.0
EG10395-MONOMER[c],446.80530202676545,13.0
ANSA-MONOMER[c],533.6834464472398,554.0
PD00261[c],24.354941318484787,0.0
EG12444-MONOMER[m],3.3334289406966415,52.0
FUMC-MONOMER[c],250.8721721443394,498.0
UXAC-MONOMER[c],214.133283114222,143.0
EG11536-MONOMER[i],21.227641023195908,1.0
PD04418[c],736.6888514361817,102.0
CARDIOLIPSYN-MONOMER[m],190.49917956245784,10.0
EG11088-MONOMER[c],216.0940498252455,102.0
MONOMER0-149[c],237.62287352316798,91.0
AAS-MONOMER[i],48.75568206229797,6.0
GALACTARDEHYDRA-MONOMER[c],30.50907485051107,9.0
SARCOX-MONOMER[c],526.4167791068893,813.0
G7133-MONOMER[c],100.57510783432338,65.0
GLYCPDIESTER-CYTO-MONOMER[c],206.2218678586297,195.0
EG10905-MONOMER[c],39285.96519061966,17452.0
MONOMER0-4534[c],308.2949573766979,594.0
FLAVODOXIN2-MONOMER[c],465.03450006485065,690.0
G7681-MONOMER[i],2157.2848339628235,5444.0
EG11014-MONOMER[c],114.08211074166616,0.0
EG12347-MONOMER[i],304.5509502118878,375.0
LEUD-MONOMER[c],4313.189825726903,5119.0
FTSX-MONOMER[o],92.40098944080067,34.0
G7757-MONOMER[c],468.01478273816684,424.0
HOMOSERKIN-MONOMER[c],974.167416330709,594.0
EG11099-MONOMER[c],13.545678545094715,75.0
